house,name,duration,power,model,efficiency,progress,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,skew,schedule,schedule_skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,len_profile,counter,min_cycletime,min_coolingtime,min_heatingtime,min_chargingtime,min_dischargingtime,charging_counter,discharging_counter
H073,CD073,0.26222604414218764,0.5662005554325937,B7E43D4,0.9483463140727544,0,0,0,0,0,0,24.911703008467597,True,AN,230.0,0.0,50.0,231.182.37.193,11942,224.0.2.0,10000,17.59541852721233,23.20528196851177,16.244627038722943,23.09598153468255,14.998811764921488,23.621145228585522,14.436233099645213,24.0,14.525850841080445,23.2737992727084,15.745748500212288,23.219580872068224,17.051019514040036,21.329603327134095,16.89694553853486,21.173505764655253,15.876094158289611,24.0,14.49964555990052,22.889623658394,ntcl,clothesdryer,B7E43D4,0,P3,-700,0,0,0,0,0,0,2497,18.186834394170607,2497,33.894087026764936,48.88452279299384,5,5,5,5
H074,CD074,0.8390529678607549,0.2202826675491659,B7E43D4,0.9517803660000698,0,0,0,0,0,0,57.25260910964083,True,BN,230.0,120.0,50.0,226.238.20.56,11408,224.0.2.0,10000,15.851214439296038,24.0,17.43887633949821,24.0,17.046222208031207,23.8923570698997,16.746642396788708,22.87840929399937,16.979607639719347,22.53859461228287,17.03876989730834,23.38528094512832,14.601562545527225,24.0,12.990057065834824,24.0,15.111477617599688,22.29950673351329,15.469358642161655,24.0,ntcl,clothesdryer,B7E43D4,0,P4,-275,0,0,0,0,0,0,2497,34.41538557838966,2497,45.894233634206465,30.911224579896444,5,5,5,5
H075,CD075,0.9045870563023072,1.1164682301357083,B7E43D5,0.9480170762794198,0,0,0,0,0,0,74.13542479587976,True,CN,230.0,-120.0,50.0,228.2.54.54,11737,224.0.2.0,10000,14.742904837443346,22.358274772892294,15.222071930011634,22.69174958206878,15.916865404350665,23.132270720256457,15.42965753546424,23.490011155767665,17.92658172313417,23.89922772666252,17.295838802909707,22.648560596899472,15.503195585974511,24.0,15.166030011515607,21.790658445183066,16.686505723758536,21.712959950408624,15.206495905266905,23.8815486999053,ntcl,clothesdryer,B7E43D5,0,P1,42,0,0,0,0,0,0,3177,28.079423831101106,3177,37.53395113713725,32.79389122835741,5,5,5,5
H076,CD076,1.8210016039562114,0.4374696303437313,D361223,0.9530979906272921,0,0,0,0,0,0,56.88133842034342,True,AN,230.0,0.0,50.0,228.253.85.82,11104,224.0.2.0,10000,16.16132540433675,24.0,16.763177388108048,23.53332165238787,17.261673544031346,23.563733153373065,15.994467876073847,21.958030758556216,15.15288777153249,21.455895390637735,16.935747816076574,22.535665337933803,16.232727838730902,22.00650735453368,14.916504248012387,22.589034498947512,14.516641034585206,20.856921593712077,14.795592418783217,22.97049553144561,ntcl,clothesdryer,D361223,0,P5,762,0,0,0,0,0,0,6549,6.9672150049529336,6549,49.55771649859378,52.81975650338559,5,5,5,5
H077,CD077,0.14332293836794174,0.5197186124605476,D36122,0.9519164701031038,0,0,0,0,0,0,25.533343409125912,True,BN,230.0,120.0,50.0,230.208.41.187,11856,224.0.2.0,10000,15.373540719782875,23.50656690561325,16.473074243960816,22.765494391526577,16.37334075819038,23.50166387150482,16.946698389160282,22.70615073663504,15.14265344114633,23.927223393638513,14.24700102217613,23.74348081902145,17.012876300354055,22.548146779803737,14.471424784511274,24.0,15.562201539110522,23.785285947165832,15.104085408141698,23.87458920852878,ntcl,clothesdryer,D36122,0,P5,451,0,0,0,0,0,0,5024,8.288760940291738,5024,55.16258239447873,50.720237279441996,5,5,5,5
H078,CD078,1.5645013563822538,0.16800797748135055,B7E43D4,0.9488523612005968,0,0,0,0,0,0,49.97912727318209,True,CN,230.0,-120.0,50.0,233.111.11.126,12652,224.0.2.0,10000,16.506285297873024,23.722638929523185,16.360140121255156,24.0,15.379703684401356,24.0,16.670547627309002,23.18293027664032,15.388721795007696,21.689403396591313,14.866549243801199,22.960661513899556,14.280610851821702,24.0,15.603748792281399,24.0,16.11158805633202,22.470878532638036,17.56234852667946,23.14833341551847,ntcl,clothesdryer,B7E43D4,0,P3,-191,0,0,0,0,0,0,2497,46.86388998654841,2497,43.526487963620426,36.4741710843342,5,5,5,5
H079,CD079,1.9643967288150086,1.2555254113013312,B7E43D2,0.9507601764273902,0,0,0,0,0,0,22.541297313485337,True,AN,230.0,0.0,50.0,226.167.193.39,12998,224.0.2.0,10000,15.498115660785547,21.960920647393145,15.412094278449713,23.176671157815107,15.288740763857472,22.9100783058198,17.13789518538891,21.906943381408777,18.0150757742637,23.13742601699515,16.109017695515934,23.7046728500239,17.24562437317497,22.068848011052808,17.252216131505012,20.247003371586032,14.396525827041565,22.777177296022856,17.40054482987755,21.25941830826251,ntcl,clothesdryer,B7E43D2,0,P3,170,0,0,0,0,0,0,3766,23.361575664897888,3766,46.967913030953454,46.155632419483126,5,5,5,5
H080,CD080,1.3076263200808347,0.6677526546120418,B7E43D4,0.9507015026270494,0,0,0,0,0,0,50.19138725941151,True,BN,230.0,120.0,50.0,227.31.51.201,12543,224.0.2.0,10000,14.656692578962105,22.28049994193395,16.944639452651202,24.0,17.796302145002805,24.0,15.95033458020949,23.144064195332845,16.825929636250084,23.47591984336011,16.284482907425012,22.519700026397857,15.639975105956355,22.574178245358684,17.538886861583844,24.0,16.57567288309038,24.0,15.652589659418258,20.93096078847488,ntcl,clothesdryer,B7E43D4,0,P5,-707,0,0,0,0,0,0,2497,14.757311104450821,2497,34.17075899709318,47.71526730280786,5,5,5,5
H081,CD081,1.8164589656156247,0.9262594605159098,B7E43D4,0.9525744028982882,0,0,0,0,0,0,52.837041736739145,True,CN,230.0,-120.0,50.0,226.17.176.238,11772,224.0.2.0,10000,15.847507714770362,22.913042086377963,17.633017732377407,23.795774324859476,16.873896411382486,23.393909241417745,15.443773988497467,20.85399261954403,16.644024214669145,21.382498876324977,16.350496766990478,23.01365486919545,15.80371911659348,22.6691644016346,16.816919214012614,23.95544130261648,15.668963569882957,22.58904519200952,15.008107683591469,24.0,ntcl,clothesdryer,B7E43D4,0,P4,-270,0,0,0,0,0,0,2497,4.202102407806225,2497,42.80336883509186,58.90191456467471,5,5,5,5
H082,CD082,1.1375749092307188,0.40078662797496034,B7E43D5,0.9466823009504348,0,0,0,0,0,0,60.49078411224967,True,AN,230.0,0.0,50.0,233.84.84.184,11581,224.0.2.0,10000,17.150463281984617,22.814169321021012,15.856219569495085,22.31768696009028,16.26688626007608,23.46831451831509,15.930912052015723,24.0,16.879308232187206,23.602444690234428,15.968827305845027,22.58995501128262,16.813389309442798,23.009502602175033,16.595794252976958,22.711073796319866,15.451097666520285,23.078330485837007,16.13139531838165,23.030292161176696,ntcl,clothesdryer,B7E43D5,0,P4,843,0,0,0,0,0,0,3177,33.68600534319977,3177,56.203076075145866,41.53541601344332,5,5,5,5
H083,CD083,0.7652866146713989,0.8775185819288196,D361222,0.9509304155615422,0,0,0,0,0,0,38.74986583599245,True,BN,230.0,120.0,50.0,230.68.143.30,12728,224.0.2.0,10000,15.351341706079031,21.527621101302604,15.43566084309082,23.827063089728952,17.984544858283385,23.7679588855338,15.692223046832126,22.663177704718557,16.913746389810537,21.864801937074052,15.668592339375191,23.310691913425416,16.7516743538257,24.0,14.970683621171851,23.847974412240124,15.191804999619219,23.067535676290277,17.302145926263197,23.878516827573907,ntcl,clothesdryer,D361222,0,P4,741,0,0,0,0,0,0,3814,10.474374184905074,3814,46.80979477840293,54.70316912362284,5,5,5,5
H084,CD084,0.14421864506918602,0.19979693114396851,B7E43D4,0.9497797087392323,0,0,0,0,0,0,53.844378160381034,True,CN,230.0,-120.0,50.0,231.245.121.164,10271,224.0.2.0,10000,15.087095724182012,23.261002126110878,15.523887198592485,24.0,16.150274322768734,24.0,14.975551561795246,24.0,16.63978210265521,24.0,15.278314838025155,23.860088450292082,17.339701981696578,24.0,16.445603531798486,23.922515298674014,15.611722410834393,21.29185398083227,15.973693895326353,23.620765131107476,ntcl,clothesdryer,B7E43D4,0,P3,-862,0,0,0,0,0,0,2497,43.1642374825872,2497,36.46949972378199,31.90891267977122,5,5,5,5
H085,CD085,1.8466037107612363,0.6940401922517143,D36122,0.9508277789295275,0,0,0,0,0,0,60.11715522230317,True,AN,230.0,0.0,50.0,227.26.242.142,10640,224.0.2.0,10000,16.15234097010201,20.425271710483962,15.552851386964676,22.128053013405143,16.455054428490925,21.793713344981775,15.54152316152895,23.41180829316904,17.751681904141755,24.0,16.771670605994213,22.372832017945935,15.997227344796302,22.628903491194947,14.775207517604992,22.875602159060307,16.210901712399075,23.183537335292893,16.852746934612323,21.75273485957853,ntcl,clothesdryer,D36122,0,P4,-449,0,0,0,0,0,0,5024,43.890576897570675,5024,47.91208163731959,35.499115987539774,5,5,5,5
H086,CD086,0.8104532057081609,1.021915124869076,D36122,0.9485394892351127,0,0,0,0,0,0,23.214473457916377,True,BN,230.0,120.0,50.0,238.49.150.204,12676,224.0.2.0,10000,16.405514314201305,21.623945986709234,17.319212917797323,23.814711299811044,16.3474209055262,22.795266510988174,19.445205784597626,22.312227820237194,16.83565660111295,22.40212789948592,15.917248194943724,24.0,16.12823612402326,24.0,15.987245161978652,22.904161496463647,15.9153585764859,21.847622438540103,15.851307777872734,24.0,ntcl,clothesdryer,D36122,0,P4,-794,0,0,0,0,0,0,5024,48.91292180755101,5024,43.59578809035513,59.9434272716105,5,5,5,5
H087,CD087,1.895594605968832,0.3533899856890112,D361222,0.9496777864657201,0,0,0,0,0,0,57.58366654570676,True,CN,230.0,-120.0,50.0,238.79.33.77,12244,224.0.2.0,10000,16.018622156165954,22.001616349687623,16.099481587512255,22.98854921908387,19.660233655111224,24.0,16.6645802462294,23.027246318230883,16.521592386234154,23.299220137375798,15.129154441176407,20.907144559969534,16.25367181747682,22.209872800122227,15.90011164058212,23.495055402146747,15.459611710427371,23.907888192427396,15.187674990057223,22.758852299338205,ntcl,clothesdryer,D361222,0,P3,471,0,0,0,0,0,0,3814,28.177539031916837,3814,47.54341612396473,43.48336132494259,5,5,5,5
H088,CD088,0.7932269032579758,0.6351056143688683,B7E43D2,0.9475784311716647,0,0,0,0,0,0,38.593949343256,True,AN,230.0,0.0,50.0,224.83.180.123,11155,224.0.2.0,10000,16.7945973552282,22.84007687758596,16.712413431182625,22.37793116425403,14.075711199837295,23.320268297187315,14.470149527451492,22.712588485583293,17.18954107881773,23.562540543600473,17.04230878625348,23.29046914492577,15.472263255921526,22.19900539261856,15.742286027345987,22.733807184919012,14.293164825052475,24.0,17.719535975271747,22.39043764012031,ntcl,clothesdryer,B7E43D2,0,P3,-243,0,0,0,0,0,0,3766,12.494332897243094,3766,30.476439903496956,53.34958655221325,5,5,5,5
H089,CD089,1.6254818401050355,0.6050286853900136,B7E43D,0.9464512653730713,0,0,0,0,0,0,67.57370554257619,True,BN,230.0,120.0,50.0,234.177.160.51,11341,224.0.2.0,10000,16.188977811847664,22.85665856877121,16.045204380971047,21.891556004789635,17.32662646588824,24.0,16.7739696230181,22.24580111212163,16.676697057417435,24.0,17.510400218221335,21.80625206981235,15.888094015065725,23.96413134758446,15.557078190262235,22.166352908786916,17.54252499126671,21.516696341616274,17.071773528935097,22.630866536455546,ntcl,clothesdryer,B7E43D,0,P4,727,0,0,0,0,0,0,4253,37.46582894744529,4253,47.47080057376907,51.179094021447995,5,5,5,5
H090,CD090,1.2079043027022554,0.8977503915201925,B7E43D2,0.9490017136366192,0,0,0,0,0,0,61.35913963872015,True,CN,230.0,-120.0,50.0,235.168.88.67,12361,224.0.2.0,10000,15.321541717154307,23.462396635265925,16.08843499734834,23.85824423256092,15.703594378507624,23.396393397115652,17.69734041692204,22.634690536029247,15.008074431878413,22.143275171108822,15.292146541280996,22.944607362817163,15.214639102361245,23.26049525296318,14.462969654783976,21.52602045358829,16.4583180857526,23.695293462990538,16.078588343570782,23.367703278742045,ntcl,clothesdryer,B7E43D2,0,P3,-321,0,0,0,0,0,0,3766,45.88544177960036,3766,54.84405720379698,59.82360850449592,5,5,5,5
H091,CD091,1.0427912163611468,0.1072573146615893,D361224,0.9487185191812395,0,0,0,0,0,0,63.88796845881516,True,AN,230.0,0.0,50.0,232.167.134.184,12565,224.0.2.0,10000,16.16305008681898,23.21895989024273,14.90659041278825,23.129252587385484,16.173037774285532,23.98970610942331,15.264428390159468,23.885179620742996,17.539004018748543,21.596709138813743,17.561083902870436,21.88480393847005,15.18882384664261,24.0,15.694652457780688,23.383980562679017,15.71042411297565,23.521025782256743,17.402464026378397,23.213683677119153,ntcl,clothesdryer,D361224,0,P4,-477,0,0,0,0,0,0,3526,3.771794902624581,3526,37.04212313787643,43.41299519872704,5,5,5,5
H092,CD092,0.7526011550693894,0.9776475072042325,B7E43D3,0.9512975950729727,0,0,0,0,0,0,65.81227080710177,True,BN,230.0,120.0,50.0,224.147.30.242,11250,224.0.2.0,10000,16.250498882338732,24.0,16.470689383861444,22.154743415297666,17.22602434798656,22.220047153405144,14.451383284400444,23.114504687577526,16.5934877427812,23.444027628530407,15.185208838973663,23.33677998106205,17.634597153732265,21.485829988083093,15.84981478223856,22.386704334068007,13.63733512696004,22.02043619108561,16.87867577149422,23.960031444694778,ntcl,clothesdryer,B7E43D3,0,P4,206,0,0,0,0,0,0,903,13.797267966665864,903,46.378441393841555,54.832121678893266,5,5,5,5
H093,CD093,0.38578530319994697,0.2791689565616192,B7E43D,0.9493182893294004,0,0,0,0,0,0,34.688714372605084,True,CN,230.0,-120.0,50.0,229.59.208.187,12078,224.0.2.0,10000,16.990420492764013,20.88193431961155,16.47561809175583,23.810833781492445,17.53089263481907,23.523137244108003,15.6210945129823,22.40546175559921,17.225223528761585,23.02597738205857,16.61570392721732,24.0,15.641761932259225,21.65977336357129,16.32673252321134,21.946677042529135,14.647054602620905,23.271362243928884,16.167818689690822,23.23355651199063,ntcl,clothesdryer,B7E43D,0,P4,-161,0,0,0,0,0,0,4253,30.645583255068225,4253,40.71567648681922,58.101752406811755,5,5,5,5
H094,CD094,1.17188485203673,0.9839107932980702,D361223,0.9498166929456301,0,0,0,0,0,0,65.00260266619537,True,AN,230.0,0.0,50.0,237.63.162.254,10113,224.0.2.0,10000,15.959134407264544,23.674262210592023,16.365873634561996,22.45072024275506,15.868916390102953,24.0,16.56152001130973,21.38302360816725,15.051944872470887,22.03402333174469,13.711655469866106,23.086382464271804,17.424561876178394,22.341863999047522,17.184914370283455,23.08870089537359,16.906345713367415,22.850463936797574,16.147674861114304,24.0,ntcl,clothesdryer,D361223,0,P1,774,0,0,0,0,0,0,6549,34.5531160512309,6549,52.944499233214316,52.01032617852586,5,5,5,5
H095,CD095,0.44553601390823216,1.4482152189403656,B7E43D4,0.9507330322026801,0,0,0,0,0,0,46.955400454606526,True,BN,230.0,120.0,50.0,238.116.59.93,12266,224.0.2.0,10000,16.91176087425724,22.98014775010802,15.274135936949572,24.0,16.290471336547967,24.0,15.691939892424426,23.813450259941295,15.021818633991233,24.0,15.314883368513637,21.753979047104387,16.15681965464154,22.883055069220152,16.705519255613968,24.0,14.520926440502397,22.498378946450764,16.72272394166461,23.116775391094258,ntcl,clothesdryer,B7E43D4,0,P3,-874,0,0,0,0,0,0,2497,34.6191228085979,2497,42.11625443211388,46.087553236961305,5,5,5,5
H096,CD096,0.723603284190135,0.23523957401597934,B7E43D5,0.9488862587469385,0,0,0,0,0,0,28.94378210422298,True,CN,230.0,-120.0,50.0,229.181.254.51,12352,224.0.2.0,10000,15.678252339377046,23.303876214141432,14.058672516861707,22.221837608760723,14.395251370357173,23.49786767247112,15.59930012333399,23.245990180167336,15.713273176721353,24.0,15.148531207006345,22.28141269279493,15.006862527541108,20.700246711301766,17.482255350026442,23.1881854881144,15.866812846978792,21.369624347894106,14.94198265262043,22.96705449956972,ntcl,clothesdryer,B7E43D5,0,P1,873,0,0,0,0,0,0,3177,46.382580291809695,3177,53.06893566120937,31.257330668090326,5,5,5,5
H097,CD097,0.8299280553123838,0.20211076646042006,D361224,0.9503375927984508,0,0,0,0,0,0,33.26745661684662,True,AN,230.0,0.0,50.0,235.58.39.70,12328,224.0.2.0,10000,16.36751011304069,22.28457985925239,16.023127637762325,22.61740619006462,17.099669609002156,23.358105191735035,16.200056436761717,21.958275484861836,15.795562524263142,21.704565499339033,16.371741275213164,23.625369448077393,16.890242915326958,21.828940172604412,17.064924785309902,21.904917774180173,15.1703988218486,23.133894350260007,15.297720435351835,23.25188153344486,ntcl,clothesdryer,D361224,0,P2,657,0,0,0,0,0,0,3526,15.051723885185728,3526,33.99006297555942,34.570139436899524,5,5,5,5
H098,CD098,0.48776251461003894,0.5923052607297075,D36122,0.9523628938243346,0,0,0,0,0,0,68.74291561207804,True,BN,230.0,120.0,50.0,233.106.179.174,10744,224.0.2.0,10000,17.528227842391303,23.214455178239916,17.442727462762488,23.49391950584914,15.790394374994317,23.83174633842171,16.876301202060066,22.075248320621768,16.354143788903453,20.621720300990837,16.77788950159602,23.34119586563283,15.427439216069022,22.437776989829427,17.2065152459118,22.423060185327834,16.682128894579648,22.57997217306615,16.946037148694934,24.0,ntcl,clothesdryer,D36122,0,P2,392,0,0,0,0,0,0,5024,30.650012119613148,5024,34.84697078576407,59.549670427680454,5,5,5,5
H099,CD099,1.2471224895112187,0.4664425102123787,B7E43D5,0.9525565380069576,0,0,0,0,0,0,69.2548272130552,True,CN,230.0,-120.0,50.0,224.78.43.91,10539,224.0.2.0,10000,16.24449209301025,23.509584457155277,16.67546134043511,23.32741776336122,13.377737920171388,23.329597306044253,17.233500362691675,22.628658648589358,15.264216305199804,24.0,17.572433970434158,24.0,15.089486899530362,24.0,15.337823266183646,23.266070548068214,15.034124949877476,22.646874671116272,15.873078783670888,23.83531265290853,ntcl,clothesdryer,B7E43D5,0,P3,-389,0,0,0,0,0,0,3177,1.6122823767399663,3177,42.29864657894863,58.94304757115294,5,5,5,5
H100,CD100,0.6313412533937638,0.2687283891918991,D361222,0.950625313046223,0,0,0,0,0,0,48.299966520398364,True,AN,230.0,0.0,50.0,234.210.124.118,12567,224.0.2.0,10000,18.07617263072315,22.833853027642935,15.26447921653405,24.0,15.887000852252225,24.0,17.342522412670036,24.0,16.90052676790097,23.65881907641007,15.30178880889345,23.18623885628132,15.992709066603425,23.263860620084053,15.030794254198275,23.425018355470865,15.649379337527447,22.28681780345701,16.622591436381924,21.763221845330268,ntcl,clothesdryer,D361222,0,P4,897,0,0,0,0,0,0,3814,44.46334570863505,3814,59.07000598099976,43.07587748121268,5,5,5,5
H101,CD101,1.4948766850344901,0.1652216473827653,B7E43D4,0.9477068840872156,0,0,0,0,0,0,48.39340851676572,True,BN,230.0,120.0,50.0,226.123.168.156,11192,224.0.2.0,10000,15.698587402531524,23.444433286736427,15.646009387865623,22.673374632628214,15.321228531846636,21.70958791878619,15.052405893595928,24.0,18.156592671430612,22.36228068578418,15.285117197327484,22.82886186356291,15.990118308391253,21.486084739529517,15.75098915885443,22.306063116928343,15.08556590343058,22.194502445841938,15.290471718834976,23.30031856220664,ntcl,clothesdryer,B7E43D4,0,P5,253,0,0,0,0,0,0,2497,17.79952269394996,2497,56.534744410144825,46.99419906941263,5,5,5,5
H102,CD102,1.0642152441799668,1.284377055371609,B7E43D2,0.9499121831691606,0,0,0,0,0,0,76.20156242977171,True,CN,230.0,-120.0,50.0,235.40.158.55,12779,224.0.2.0,10000,16.4978283820007,23.02583614468683,16.658434644386798,22.803063690596076,15.119788949269555,22.796649095758955,14.833650860756478,22.162430087843912,16.463553225075806,21.460801204534977,15.670571143697067,21.224876921668923,17.10343927537188,22.547761559150523,16.795850929478526,22.49641476063542,16.432767316797726,23.539776399742124,15.508092122403799,22.253767280022156,ntcl,clothesdryer,B7E43D2,0,P1,795,0,0,0,0,0,0,3766,33.36289673246454,3766,45.02905162868398,36.56018289769071,5,5,5,5
H103,CD103,1.9913710795653068,0.4976652676696645,B7E43D3,0.9518286701737099,0,0,0,0,0,0,40.993586567643234,True,AN,230.0,0.0,50.0,234.206.250.168,11691,224.0.2.0,10000,17.011220130462657,23.091055278205722,16.505613328493965,22.50203280575246,16.20373967985949,21.843774125808817,14.704170340358294,23.389429879822334,14.900570385693774,24.0,15.435779993226474,24.0,16.05482817724849,22.09123634461214,17.91111190588894,21.767341398893628,14.295387609728545,23.959417203387872,15.514964319609394,23.655859468966483,ntcl,clothesdryer,B7E43D3,0,P5,-125,0,0,0,0,0,0,903,53.21683146191215,903,58.58626224144422,41.816168445717935,5,5,5,5
H104,CD104,1.20835139075854,0.7099926171715385,B7E43D4,0.9516200093646043,0,0,0,0,0,0,59.147337245491244,True,BN,230.0,120.0,50.0,224.205.40.109,11332,224.0.2.0,10000,16.764067636936346,21.16377173423711,15.66987312283026,21.54804726802132,16.975926701820278,22.081309824997344,15.813770187705716,22.229261798171063,15.759553023228857,23.009244776698335,17.131519027868016,21.83347218721493,16.27807059643286,22.274366371794553,14.524471921877842,22.55505692930834,15.152192425778871,23.538766713069375,19.022069533444277,22.925924356636052,ntcl,clothesdryer,B7E43D4,0,P4,-562,0,0,0,0,0,0,2497,8.128431085066568,2497,56.863535224509384,58.78784031003526,5,5,5,5
H105,CD105,1.1111344604628646,1.113500877667642,B7E43D,0.9500857821482851,0,0,0,0,0,0,51.75196726112965,True,CN,230.0,-120.0,50.0,232.113.218.96,10366,224.0.2.0,10000,16.410243202488008,22.632675749089984,15.907133157190223,21.66167141091161,15.796543544381622,22.116655068818968,15.17319604459029,22.713406915545406,15.56269883568219,24.0,15.096625178877431,22.485750246950143,16.968124474218335,24.0,17.789716044737464,23.619651528901965,16.36770919237361,22.128054606909707,15.690953236000976,23.276046147142484,ntcl,clothesdryer,B7E43D,0,P3,-15,0,0,0,0,0,0,4253,24.8562806481547,4253,41.34715432073508,50.43697825584179,5,5,5,5
H106,CD106,0.5941520441119457,1.032892300761799,B7E43D5,0.9520331875567832,0,0,0,0,0,0,43.169240228886856,True,AN,230.0,0.0,50.0,224.12.48.16,12709,224.0.2.0,10000,16.27719370261778,23.016101073789,15.154393702960679,22.041455903022143,16.04636640745032,22.320310332509433,15.960504076670723,22.91410286583774,13.467429219408977,22.080749422643144,16.382695035989364,23.51262154317024,17.026741132292045,23.589450155117195,15.31041914591089,21.629008472268648,16.728512044248873,24.0,15.379160416849777,24.0,ntcl,clothesdryer,B7E43D5,0,P4,-556,0,0,0,0,0,0,3177,13.304340296259525,3177,30.8516590748818,38.30813028370396,5,5,5,5
H107,CD107,0.12856265439891568,0.5255864578996787,D361224,0.9496449786401642,0,0,0,0,0,0,64.82276558220052,True,BN,230.0,120.0,50.0,227.137.8.200,10504,224.0.2.0,10000,16.822045360243234,23.573452980499905,16.88146616328905,21.991198234706104,15.004689926901255,21.234232289931825,15.446706777348272,23.795820693323385,14.9964873708873,23.36677538051886,16.54287763288991,22.259629697945584,16.157579622377934,23.793586087401426,14.263837067082743,22.790588991947867,16.10788042565641,22.273299425594022,14.598584836555071,22.29974133504484,ntcl,clothesdryer,D361224,0,P3,352,0,0,0,0,0,0,3526,58.05641844898468,3526,43.49575656618521,40.8993740508257,5,5,5,5
H108,CD108,0.713915930168679,0.21862941603614117,B7E43D4,0.9491373769701092,0,0,0,0,0,0,66.74818059956084,True,CN,230.0,-120.0,50.0,235.242.251.23,11391,224.0.2.0,10000,17.199868588050393,23.228133873645696,16.31583314617899,23.10746803511531,14.677641030379856,21.90288183510651,16.12641740799887,22.703261815681433,15.804407501226255,22.021350077040843,16.58048327903028,22.06395171825878,16.494376882637397,24.0,16.627008964223887,22.854990943753087,16.152443789287478,20.732615658897547,15.134449714164603,21.013858720066295,ntcl,clothesdryer,B7E43D4,0,P3,592,0,0,0,0,0,0,2497,57.76766561447362,2497,45.41293358188898,36.52474664784969,5,5,5,5
H109,CD109,0.8062429867064653,0.40670840516834783,B7E43D2,0.9487128441256523,0,0,0,0,0,0,48.16020617095066,True,AN,230.0,0.0,50.0,237.168.182.168,11670,224.0.2.0,10000,16.585054216373635,22.874241737184878,16.231808023250416,22.415493789197377,15.445355098686392,24.0,18.01052963569989,23.661013237834158,17.552033892685568,21.865265093705084,17.23056043985064,22.012254740493752,14.967239107362733,23.16350246518379,16.228251028702427,22.557335904001352,15.462789433712942,24.0,14.819757267625096,23.094959066194733,ntcl,clothesdryer,B7E43D2,0,P3,569,0,0,0,0,0,0,3766,44.0970057367352,3766,53.35709796475135,33.68844903165222,5,5,5,5
H110,CD110,0.6528750438031806,0.2561023514467351,D361223,0.9498291593454099,0,0,0,0,0,0,60.11336578661383,True,BN,230.0,120.0,50.0,231.8.24.190,12585,224.0.2.0,10000,16.120892904567413,22.857014872045703,16.371621555086474,22.582668843898706,17.708354975714418,21.593697999549793,15.84031354603154,23.27051953896375,15.981522786054,24.0,17.558287007580155,21.9965242462164,16.500687016790387,23.663806925344268,15.391328448832077,23.25974608064271,13.600028046622578,20.079686560845428,15.436083664339469,22.6476490528873,ntcl,clothesdryer,D361223,0,P3,384,0,0,0,0,0,0,6549,58.93023564895431,6549,53.74943794621175,49.73121775648348,5,5,5,5
H111,CD111,1.281320376705554,0.14399332295381775,B7E43D2,0.9511662947357374,0,0,0,0,0,0,52.989278033789354,True,CN,230.0,-120.0,50.0,228.140.194.234,12240,224.0.2.0,10000,15.028401247576742,23.00324033779031,16.059204407997516,22.144912702792226,15.636241476893472,22.64052095900979,14.217760674111119,21.398872162031363,17.15648723493055,23.632213061394268,15.538668277512325,22.220311841372578,17.471830755030492,24.0,14.94828976402806,21.654412253013415,16.56804532817064,24.0,16.696630730795505,23.783074098146415,ntcl,clothesdryer,B7E43D2,0,P5,-819,0,0,0,0,0,0,3766,16.576013861992166,3766,36.37753296544069,31.150034794531212,5,5,5,5
H112,CD112,1.9660726449606787,0.8927423478634828,B7E43D4,0.9513086702943588,0,0,0,0,0,0,62.93400438281308,True,AN,230.0,0.0,50.0,235.21.210.151,11627,224.0.2.0,10000,16.001229198928197,24.0,17.53503526030481,21.906399856023004,16.505863999834872,21.76857362603045,14.501686200648903,23.81646016680559,15.31763262492961,21.27274824027889,16.670310001935768,22.8567014049056,14.010427467236143,23.95775640202321,16.069683308643782,22.50352790513829,16.528278192654824,22.539696919751425,15.16786082418776,22.007006431504138,ntcl,clothesdryer,B7E43D4,0,P1,154,0,0,0,0,0,0,2497,21.728057360887625,2497,43.17176193545929,56.17672510966806,5,5,5,5
H113,CD113,1.9502899191291365,0.6735974435717187,B7E43D5,0.9528982915514453,0,0,0,0,0,0,78.70233610446718,True,BN,230.0,120.0,50.0,230.108.209.13,10260,224.0.2.0,10000,15.88331436908051,23.66844375909092,16.220688889666945,22.382509051290327,15.188395786124685,22.586802126491204,16.800272221348813,23.245862866457475,17.341923984923405,23.235311689538086,16.196704246359996,24.0,18.431966551549092,22.521137979953387,16.045085142975733,23.265765553389354,15.293966910114454,23.095543397649617,14.414418719017075,23.405077189457472,ntcl,clothesdryer,B7E43D5,0,P4,-654,0,0,0,0,0,0,3177,42.263219121877064,3177,45.60445954515565,51.88734050052525,5,5,5,5
