house,name,load_type,capacity,charging_power,charging_efficiency,soc,min_chargingtime,min_dischargingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,target_soc,hour_start,hour_end,leakage,trip_distance,trip_time,km_per_kwh,with_dr,with_v2g,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_coolingtime,min_heatingtime
H072,EV072,ev,305065995.1600249,2849.7183188496174,0.9018466558365479,0.563782842619287,5,5,12,29,5,5,0.9900808910453647,19.88560608314678,6.82687023968764,1.0000000005816854e-07,11.547080207452229,0.5114725555733598,6.784940168820333,True,False,0,0,0,0,1,51.705363447007656,CN,230.0,-120.0,50.0,233.235.38.169,12463,224.0.2.0,10000,18.434653122695916,5.80518415244615,18.024168939872173,3.7005205980869724,17.80698760425805,5.478821139020864,18.102027426014452,7.86084824003544,18.202687791658576,3.78106480550907,18.908575463360844,4.202285739370327,17.876720126151714,5.075099342618047,17.406006839377735,3.8175912902731772,18.162266469370465,6.337794650904708,18.670284047652604,6.417392228972394,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,29.186227830849887,47.65130079655238,7.828989748420203,54.51386964929986
H073,EV073,ev,139021105.24575585,3531.4548364746774,0.9021886651456361,0.9617009008047852,5,5,32,58,5,5,0.9900901482868877,18.84780157970917,6.984158330834611,1.0000000001362087e-07,22.996118491108984,0.3117927540062342,6.599524594834131,True,False,0,0,0,0,1,69.19379871918491,AN,230.0,0.0,50.0,227.1.125.188,10627,224.0.2.0,10000,17.991302125125575,4.961636523960395,17.78948733521047,6.36495957438533,18.442566374370596,6.522461355299018,17.577008001297088,6.132898320445762,17.808695873219236,6.3570423911729295,18.66768146655101,6.173440564610754,17.591501542424847,6.5144562553582865,17.226197999803816,5.453545941561846,18.400532773889143,6.64589885468473,18.31423577623313,6.168353706599798,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,53.12577951512242,53.996135382935044,39.47999325195862,41.33688428779493
H074,EV074,ev,162860202.42017594,3213.8919328092534,0.8989567614323225,0.666358028815304,5,5,16,47,5,5,0.9900025832055267,20.155550542378773,6.912328460553522,9.99999998590542e-08,47.54893367008145,0.9936597697828053,6.492256452053435,True,False,0,0,0,0,0,56.073543857450936,BN,230.0,120.0,50.0,233.179.64.129,10085,224.0.2.0,10000,17.956694552771836,5.735572204100165,17.434505075371085,7.525433991285225,18.662188790787962,5.582509571300406,18.389261077453295,6.017993798044614,18.012441149143058,4.601028514435198,18.208719288712985,6.7537329677415325,16.891455834904875,5.164113080490838,18.28178535989073,6.725408413519924,17.819314714420987,6.712593497510019,18.463011586283393,5.846811285504806,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,5.328759414941864,7.5500993378198515,23.9465892674962,12.862979169510227
H075,EV075,ev,167731573.95479506,4361.6200810137225,0.8978428457400424,0.6195264691781932,5,5,13,1,5,5,0.9900331387059532,17.92520203608167,6.79740647727964,1.0000000001224935e-07,35.99414210683187,0.6833814872823232,6.3917110038902365,True,False,0,0,0,0,1,57.526866495286015,CN,230.0,-120.0,50.0,238.237.51.32,12894,224.0.2.0,10000,17.39099269686423,6.228646916971238,17.360924636927557,6.0547530731492625,16.96083894772341,5.488807527787391,16.867640503281617,6.683823407957098,18.39330493231477,6.022222339659482,18.256884382189764,6.732182597847474,17.68681932139335,6.794834845331578,17.634040115842815,6.402900994269268,17.797633254523806,4.613921327940709,17.449530752378568,3.8584278949940134,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,27.885339955703422,12.077043575190846,36.19898249659463,21.117977092676586
H076,EV076,ev,107656252.39503986,1988.8744915782324,0.8953109729700677,0.9461440602710633,5,5,39,11,5,5,0.9900439943545948,19.5288624649433,6.899598447634592,9.999999996480386e-08,21.00784243148608,1.1195987575469135,6.636878663387249,True,False,0,0,0,0,0,37.44404771482213,AN,230.0,0.0,50.0,235.253.47.66,11713,224.0.2.0,10000,18.20016074724348,5.205698727463217,17.938049641360763,5.826400360375877,17.40636557166943,6.529799838965852,18.17052245858938,6.313581566506204,18.55492712042293,5.6518886096572505,18.086094061519326,5.007614449498596,18.602651032879077,6.085262318762099,17.23049685707212,7.766731686976428,17.640834451513758,6.706446731481339,17.25501981249695,4.452912061629383,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,26.437728847860186,50.97098352973855,17.919337438715715,44.45491629483719
H077,EV077,ev,305391578.6762134,5395.481559768444,0.901258739822529,0.7384384337816623,5,5,51,51,5,5,0.9900316303455601,18.97182185228158,6.96491830960526,9.999999984514983e-08,38.1788046511254,0.5117610135358609,6.584504264960253,True,False,0,0,0,0,0,22.093113446445294,BN,230.0,120.0,50.0,231.186.31.175,10857,224.0.2.0,10000,18.929782808318784,5.264711907888758,18.07130420607337,6.308742655023257,18.536805829640322,6.1781610179780735,17.941392054678612,6.137862271268151,17.99644234951939,4.05991977780294,17.791994641877004,4.559611687775179,18.1404299511893,5.277832806661188,18.528402448106643,6.374697034029541,17.713916670461725,4.693545410843871,17.763106603061807,6.008944415729709,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,7.157589303407336,50.36557982428214,33.488023203537615,19.723918834984744
H078,EV078,ev,236037553.0448392,6376.361898316499,0.8985870055905476,0.8621013366676895,5,5,46,31,5,5,0.9900497408424365,18.78830819652285,6.982175331292431,9.999999985060178e-08,37.796238882132386,1.9975146282612382,6.463411215951152,True,False,0,0,0,0,1,71.79197010696905,CN,230.0,-120.0,50.0,238.175.250.187,12886,224.0.2.0,10000,18.34429448040998,5.824422673454255,17.99308378091134,5.149555237258714,17.52712553868539,4.236857516617592,18.279370496256213,6.738403603112657,17.655452814963173,5.380556055823303,17.490409850976754,6.13009972896125,16.774551879628522,6.187995387361023,18.05670200856183,6.851645717562485,17.69613945362257,5.435960348516905,18.74448596705994,5.648917284963315,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,39.78568427587081,45.464647255193135,21.02488928051369,9.752478494049061
H079,EV079,ev,255814614.2185713,3222.445772668824,0.8998869381840774,0.7217571465649755,5,5,27,15,5,5,0.9900590329655679,18.790078567890152,6.888416339910112,1.0000000002096487e-07,35.0243347314035,1.6840690035823775,6.5579673629492214,True,False,0,0,0,0,0,40.24030615757055,AN,230.0,0.0,50.0,237.188.23.149,11252,224.0.2.0,10000,17.596567623983102,5.75812874996787,18.79264851775773,4.492393052739375,17.744186660961397,6.760799717804605,17.4050320514627,5.337889621105515,18.230482553734205,5.792918345645005,18.124996051288118,5.384479289876633,18.33710261927266,5.967745881955461,18.595648410925612,6.323014877564272,18.206126310897083,7.456841918711511,18.21148283008806,6.764970269527266,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,13.895528341909051,39.28789721447062,38.33236291561327,20.199393132395638
H080,EV080,ev,128985768.42286861,1890.281628838796,0.8963684959158199,0.9756983242127514,5,5,41,2,5,5,0.990013193087848,18.76490935689011,6.76444703731336,1.0000000007165348e-07,19.13767090994641,1.1726349562559149,6.130438783788395,True,False,1,0,0,0,0,74.51107472271673,BN,230.0,120.0,50.0,233.182.203.190,10552,224.0.2.0,10000,17.58811629295601,6.603063169500316,17.233995068487143,6.887185465366126,18.307964517883306,5.263615599403414,18.495335058474193,5.785933292697724,17.950153781585648,5.6718553215453245,18.359510577163633,5.0419213266480325,17.990088716376484,5.796415940278666,18.018333080202826,5.2476259280884925,18.674493898034527,7.441293571041673,17.330501358046334,5.450988992602522,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,30.438474391374776,39.083908847893,55.85196496075787,29.63507244545098
H081,EV081,ev,45533072.10640055,5531.942755486979,0.9007120141123701,0.9731325474143735,5,5,28,19,5,5,0.9900148648122027,18.233984147107538,6.974643427639312,1.000000001374139e-07,40.62587785828707,0.6622466047259071,6.351380562575096,True,False,0,0,0,0,1,58.55022171487297,CN,230.0,-120.0,50.0,225.82.29.71,11668,224.0.2.0,10000,18.509687822806054,6.7505295789479565,17.73707110505891,5.736700749565489,17.720497672132147,6.176479617370307,18.52794405939332,5.065772452332758,18.25429008165605,6.710495874276698,17.960985296378492,5.668178179202347,18.860849726438197,5.976917117765706,17.318234383651813,4.972637575246953,18.040774024680665,6.857260302133362,19.278545250979167,7.564063815227589,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,11.558003310977739,36.75758853056989,25.802034297266857,48.25904892966972
H082,EV082,ev,158936736.83840668,3612.373711436555,0.8982958861465071,0.9282121975776567,5,5,25,30,5,5,0.9900004587571659,20.656759918045147,6.938287689659127,1.0000000011599519e-07,38.8197529660986,1.0339153803835721,6.827572247460198,True,False,0,0,0,0,0,79.51544187502216,AN,230.0,0.0,50.0,225.241.71.46,12054,224.0.2.0,10000,18.093145225734794,6.667580479909517,17.935204713019278,6.470792735246803,18.236997381263926,7.108072136434691,17.432028014909022,7.693888364904755,16.953849208310587,4.910852035700608,18.097508544107022,7.144928583221441,17.83632516881179,6.574199132147165,17.983579018574133,6.446433112664265,17.936453510593257,5.3817813516656035,17.615145889296958,6.366537931151489,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,18.099699451347504,37.332124580726244,30.844339094318663,15.326953287880128
H083,EV083,ev,126104427.31591614,7129.84946877402,0.9018716667801958,0.8485807476401499,5,5,52,49,5,5,0.9900173315121777,20.17727335919705,6.800005551726837,9.999999997050827e-08,37.96698600020902,0.45498121934165764,6.490082276039399,True,False,0,0,0,0,1,78.5375297839232,BN,230.0,120.0,50.0,225.46.135.59,10762,224.0.2.0,10000,17.234165323429544,5.411335246300227,17.737489729825963,6.043195779276903,18.055173207190197,6.063597712133417,18.29398620016058,6.156155700096352,17.633780091535225,4.247796529894846,17.499333125186403,5.911865611741922,16.857775548645527,6.230389640945703,17.185600514341186,6.428126437232708,18.07175277126306,7.475170115262964,17.307840158710956,5.533509777758735,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,44.2380399007916,13.907634376794245,45.47701364656651,19.0634048778378
H084,EV084,ev,123954623.59236722,6026.410419647316,0.8976302049084264,0.5756932422638814,5,5,14,14,5,5,0.9900181405826175,17.888871538021153,6.794890387448164,1.0000000000059422e-07,36.94300541657224,0.4269429942091799,6.44136196719482,True,False,0,0,0,0,1,64.71746382831299,CN,230.0,-120.0,50.0,238.47.166.253,10975,224.0.2.0,10000,17.517416802468432,7.2600625310154365,18.609056260568828,5.31258058252514,18.490422809468154,6.039043410875748,18.129716738979184,6.216321979984686,18.256758410980833,5.734179661520521,18.432619025434313,4.7876334310832815,17.01793762362329,5.489866514037097,18.45276201062499,4.645564727341505,18.496992695551416,5.272803975552547,18.13114517583179,7.464010160794204,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,58.15108785946925,37.110195631964395,48.984485991841055,42.157553739241166
H085,EV085,ev,56802746.65430556,4531.89668112425,0.9008361577837665,0.9606832874000484,5,5,7,44,5,5,0.9900130440249736,20.21472883131257,6.999514117700622,1.0000000001176839e-07,15.645467192012113,0.9238812384342292,6.626930639274354,True,False,0,0,0,0,0,79.21523970735157,AN,230.0,0.0,50.0,225.24.170.18,10052,224.0.2.0,10000,16.75321342667702,7.4010471794886445,17.661674624984364,4.9096164423461355,17.81375389534093,5.546617888197769,17.28270553056664,6.0680973512290555,17.900659386207824,6.472205793435393,18.092439473974075,4.625041445226288,18.219114056268477,6.15752556713597,18.18390761729193,5.7523877791140325,18.69228703071841,6.009322098690335,18.506775735597213,4.456033810406444,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,51.53015055167636,38.79592087769892,41.33261746470529,6.045830842025296
H086,EV086,ev,81156785.25606865,6299.027519614397,0.8946098995137426,0.9510029013604367,5,5,13,22,5,5,0.9900413960514493,19.116017805365246,6.788571924958946,1.0000000001918106e-07,49.92539909899941,1.7824198931574102,6.414823085562899,True,False,0,0,0,0,1,58.675433033880324,BN,230.0,120.0,50.0,232.166.47.247,11025,224.0.2.0,10000,17.397209191753202,4.3382991399102355,18.126802541444583,6.380414526625089,18.443832978367407,6.284150909046396,17.55852620692022,6.105373663714285,18.56357875249829,8.302265318562114,17.7812861983908,7.546629710116232,19.387677827319866,7.368737778729092,18.92681037818217,6.498930477849276,17.94047605891465,7.11554726603123,17.53929846673541,5.931907637958265,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,6.970911629768819,16.81077172080966,42.54368013373828,5.467493712277235
H087,EV087,ev,47786038.01283443,6598.409912401735,0.9025464813198588,0.7774556303018784,5,5,43,19,5,5,0.9900737616093112,19.372458602078623,6.9943870573959535,1.0000000009860196e-07,31.867540629800207,1.57782184325871,6.284755313643579,True,False,0,0,0,0,1,46.93787041314533,CN,230.0,-120.0,50.0,236.244.8.182,11083,224.0.2.0,10000,18.563129666928656,5.388369759161721,18.01242987649243,5.581834494791268,17.98464407150325,5.786277392073459,18.171228771752695,6.23520283423524,17.568977843966753,7.362478340171144,17.680658042563657,5.950337540214908,17.022108163055208,6.524953910650252,18.21173929886878,7.5219316441758455,18.501245729127486,6.1216468351524185,17.95890162298643,5.395971890129727,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,7.685370662327225,35.385588339107684,29.6870028813979,57.3614817751174
H088,EV088,ev,27397175.716024578,3630.0453416992955,0.8973207719235816,0.6563672774289789,5,5,25,43,5,5,0.9900449299926042,18.19160206602146,6.921230322868818,9.999999995727768e-08,20.79034547621314,1.5595293179264194,6.659787283341059,True,False,0,0,0,0,1,35.032028098684776,AN,230.0,0.0,50.0,238.61.178.55,11841,224.0.2.0,10000,18.015213938328895,4.611933838044137,18.063385946613263,5.035269953828513,18.127266656937696,6.23682665711857,17.902262433710145,5.291123140409127,17.870764064201072,6.6080519115482375,16.807635794927556,6.1980207404015015,19.073250580162462,5.425705695182101,17.14104585519756,6.080627423465366,18.51803990902212,5.88184512240799,17.648416771415945,5.5147184338328,battery,chevy_volt_16kwh,0,0,0,0,0,0,0,9.164956704801316,58.64110756448051,29.176869377813567,8.647776608139267
H089,EV089,ev,165041672.00205883,2697.135678107815,0.8995295678728101,0.6169118184274613,5,5,54,48,5,5,0.9900113115129859,18.927983606998517,6.876344730357034,9.999999999257758e-08,44.16465426038339,1.2657039736703655,6.644596142710337,True,False,0,0,0,0,1,55.79537569004127,BN,230.0,120.0,50.0,236.137.89.146,11795,224.0.2.0,10000,18.04987696446365,5.722881637060102,17.590275352259965,4.272513696340999,18.735271073097067,7.232946438637619,18.024660928498317,5.496433731217216,18.36130398137654,7.6105098329904965,18.027783999051316,7.015212283678281,19.121707167372886,6.718118906964012,18.620695785436524,5.7102712718452615,17.733095056708773,6.593620620409899,18.524282932589696,5.003006039336557,battery,tesla_s60_60kwh,0,0,0,0,0,0,0,37.469498869745514,31.705014505897697,43.59048040141593,50.0505919176388
H090,EV090,ev,248438439.93793717,2522.2553401942687,0.899217750159558,0.6355045363210625,5,5,17,28,5,5,0.9900111777479715,20.31981622518292,6.8088487738942325,1.0000000008788968e-07,38.64584284473549,0.9956334501889277,6.369617275773095,True,False,0,0,0,0,0,54.57900632556413,CN,230.0,-120.0,50.0,231.129.119.184,12777,224.0.2.0,10000,18.0378945810835,7.547843400160209,17.191483057504158,5.289985404744486,17.450455688571083,4.68027190069559,18.17981744178411,6.004366656869634,17.92824129594676,5.197288475650036,18.3398934373769,4.8816250407364965,18.066259020118355,5.87305752229425,18.745446816762676,6.370687419348242,18.425241051720818,7.033753866633877,18.578430799816754,7.231844094120454,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,33.862438321132345,13.78960193229638,17.020221304575674,39.18384925307572
H091,EV091,ev,225599890.47684005,4620.571736077036,0.9014703925774002,0.9403122531365892,5,5,35,37,5,5,0.990045836830167,20.677653075532476,6.999288312294467,9.99999998677025e-08,25.09742676849735,1.5295195199197797,6.49148945191899,True,False,0,0,0,0,1,32.74005379260055,AN,230.0,0.0,50.0,225.116.120.184,11327,224.0.2.0,10000,17.867884739937946,7.2706455521432485,17.76103177947216,7.652545924972754,17.543648809409415,5.342838218374875,18.832993510985613,6.5914921478302775,18.31871441598442,6.040554535240384,18.122552900610042,5.233059028560408,18.202685366113606,6.263379345683925,18.36605960305597,5.599295755534651,18.349579656431143,7.81955415367178,18.03100182816506,8.041180615947999,battery,tesla_powerwall_13kwh,0,0,0,0,0,0,0,18.044953970660917,25.22258443136005,58.75374431974414,48.463331796402876
H092,EV092,ev,98240418.32480001,2737.122711064971,0.8986666134609896,0.5006074802356342,5,5,8,17,5,5,0.9900127640818643,19.078352665925166,6.949642645837892,1.000000001222758e-07,44.74182533670476,1.72694990056843,6.138900396525274,True,False,0,0,0,0,0,79.52713787168295,BN,230.0,120.0,50.0,233.20.119.71,12564,224.0.2.0,10000,18.00075036991438,6.627735489425021,17.64572969838024,4.8266207065198685,18.127190714939612,5.321159411165349,18.884492162580678,5.759987784302072,18.55250902102122,4.6789434745879905,18.445350298677724,6.601401619066251,17.30964140911191,6.006286618565542,17.71981299245279,4.637181791988937,18.358940338064425,6.94818647521116,17.797231196346857,6.1228425443469785,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,56.15768958430871,38.16236316231759,37.631131408032715,19.62327018020708
H093,EV093,ev,146681578.6035952,2956.7123187313373,0.905478698828613,0.6821264303737777,5,5,32,46,5,5,0.990045524722003,17.89684879583241,6.952374053063917,1.0000000015184001e-07,42.90763727139342,0.4298681366105568,6.826569666728894,True,False,0,0,0,0,0,53.101675460835445,CN,230.0,-120.0,50.0,230.244.64.138,12989,224.0.2.0,10000,17.554886391602164,5.036668465583118,17.999518308613865,7.475413145808539,18.48119760125235,4.881278087824609,18.14179007849882,6.5668954699934785,17.99112249874133,6.864943493283695,17.558762175079604,6.393675001660042,17.727513735713256,5.021589783117523,17.587499208576492,5.502516466696684,18.663907291079166,7.691712883963796,18.45733540282891,6.4429046613169785,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,34.30324717140718,27.11070825488366,33.440938383291225,25.60005292558627
H094,EV094,ev,140311272.7932913,1949.6968771303111,0.9020837865484036,0.8991762750882404,5,5,6,44,5,5,0.9900423000731119,20.221160388647814,6.828286935080367,9.999999995031339e-08,14.97960814490683,0.2529033091705176,6.3759033747959775,True,False,0,0,0,0,1,72.39248885386158,AN,230.0,0.0,50.0,232.228.91.163,11405,224.0.2.0,10000,17.87007724096123,5.6510096896263695,17.805233176711667,3.564907116229314,17.773843363172794,6.806069465756598,17.910473536693523,5.344075169437996,18.032623225848965,5.0925626529988435,17.76558599942946,6.255297632310231,17.92110334866308,7.847979935884242,18.1186644673067,4.770726019211364,18.32585172821548,7.188991138583781,18.617229011287655,6.278439883518946,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,22.95284114254179,47.27058284461876,57.72680791487862,22.786175412222896
H095,EV095,ev,174508473.55019602,4089.8096355895586,0.900665285377586,0.8301076504706393,5,5,33,43,5,5,0.9900076253480755,20.674866394648102,6.993453487008898,1.0000000000749969e-07,34.90764927420917,0.33885058893022046,6.658307341838952,True,False,0,0,0,0,1,63.138106980698396,BN,230.0,120.0,50.0,225.68.243.103,11948,224.0.2.0,10000,17.89942945150426,4.63998885336345,18.72954141657344,7.2329345247638015,18.481271449019605,6.0187297004201765,18.324277011314432,5.535218077532999,17.66762697223094,6.051943244135902,18.225352487765083,5.408712373794971,17.946657032135285,5.534416601885288,17.987750028880782,6.13799084134611,18.452642680969106,6.332233455335614,18.82554312112061,7.041969325162167,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,59.87794658726752,51.36222042399643,43.10705271119062,24.99396044389743
H096,EV096,ev,134071174.24009244,6406.234077755032,0.8996175513092352,0.7295886521241741,5,5,54,46,5,5,0.9900431322917617,17.160129875582832,6.849164435587193,9.999999989235149e-08,46.65540195426652,1.6480403736587377,6.816949042881672,True,False,0,0,0,0,1,35.48321877121037,CN,230.0,-120.0,50.0,227.43.190.220,11681,224.0.2.0,10000,17.932460825204856,5.552175712656897,17.59790286772654,4.243703240335952,18.58542783489148,5.587360936322477,18.43964914411359,5.934213494971205,18.454895111520287,6.3277501833555565,17.804642478728507,5.1584736949340915,18.384101496667405,5.520592494827136,18.80481535687467,7.20880386167792,18.3575320357504,5.9427812339402175,17.956153063788793,4.391069617995579,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,40.251403605088825,18.953195937836185,21.379564142989967,12.842299143324903
H097,EV097,ev,79290745.78066039,4198.631344137095,0.90052247453564,0.7930507283092708,5,5,4,27,5,5,0.990023972255799,18.478686207315462,6.805531031453838,9.999999995713577e-08,21.486691556826862,0.711863298011611,6.5412944161169175,True,False,0,0,0,0,1,30.894419289379037,AN,230.0,0.0,50.0,225.126.210.193,12445,224.0.2.0,10000,18.432962832061946,7.155076461585584,17.73544169115243,4.537280524189207,17.1256010135335,7.719687360452115,17.482068075148817,7.82966198908883,18.012044593453183,6.084030441709062,17.731324952506714,7.049826846333797,18.03520453757928,5.50960181123744,17.74295487343369,5.317837502788808,17.809565200898618,5.571069345906978,18.07816442987747,7.0837466114558385,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,14.328004194745818,14.510370816384777,5.875876144160221,14.829815472803787
H098,EV098,ev,122455162.19191377,4423.627299510289,0.9081729258967269,0.5077686078694008,5,5,31,55,5,5,0.9900601100966226,18.41174381505737,6.9207246136035465,9.999999978000544e-08,26.221413417665524,1.0709869567437944,6.435267319318282,True,False,0,0,0,0,1,30.464022626124574,BN,230.0,120.0,50.0,227.203.164.169,11062,224.0.2.0,10000,18.14434674049531,5.1317457272145806,18.51717177224798,6.1154026660120255,18.75943340399556,4.695605153151833,17.411380801374097,4.337644975615636,18.15133267540972,4.762853841117588,17.612841086358163,5.9079490065504565,17.085547850062778,5.670361845771154,17.706533138502515,5.440332123754809,18.375499931860965,6.895117098366799,17.72853576916719,6.5352962640478065,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,40.537588616420884,6.602586176811435,31.4596042591708,29.927471644679702
H099,EV099,ev,108686969.76409438,2876.4967161124055,0.9006334293381375,0.774904685946334,5,5,42,7,5,5,0.9900532388977162,20.656754793452244,6.844452362489386,1.0000000011389689e-07,47.3963479510919,1.1205242672051932,6.414634027083717,True,False,0,0,0,0,1,27.13962879440892,CN,230.0,-120.0,50.0,224.183.222.240,11700,224.0.2.0,10000,18.62548084487876,6.91436485512421,18.20853153174945,6.532582419927935,17.728217831795007,4.206862827863021,18.604430884994567,5.667832050131077,17.323874434510834,5.179402046989139,18.004637135297557,6.2276983933516865,17.77015828501511,6.031105771510484,18.447488026269124,5.4720721411333475,18.02738996335825,8.131655794118426,18.293172578586624,5.068595898578114,battery,ford_focus_33kwh,0,0,0,0,0,0,0,11.488944668985503,52.3884355944888,55.3216572825365,41.75190498365906
H100,EV100,ev,265589545.97316402,3228.39382103263,0.8993708178750247,0.9249448697123013,5,5,53,13,5,5,0.9901225823137717,20.65826215235788,6.96938518643136,1.0000000004376475e-07,17.572495843234368,0.8841303825843321,6.645608652252465,True,False,0,0,0,0,0,30.749861283060476,AN,230.0,0.0,50.0,233.61.116.122,10433,224.0.2.0,10000,17.499987642468486,7.236266532437262,17.707530157788337,5.606742599478741,17.855613433943915,5.559500442326381,18.528906323488663,6.526550796601457,18.019049593552324,7.390127110309988,18.075617467780308,6.246345424868808,17.852966038074133,6.401299416165104,17.919084430582547,5.5219607633754535,18.086284770429703,6.817515545498671,18.17969915950217,6.301022474681593,battery,tesla_3_75kwh,0,0,0,0,0,0,0,42.580280028754444,53.36500108220663,54.935755140144714,25.052222256930992
H101,EV101,ev,256130133.7736036,4908.784232299855,0.9000827490610054,0.672620486454204,5,5,24,46,5,5,0.9900216808796442,17.95702511935817,6.78014225058226,9.999999997163416e-08,10.814652431182123,1.0391864151874406,6.69183197451796,True,False,0,0,0,0,0,64.94113678666469,BN,230.0,120.0,50.0,235.209.119.17,11042,224.0.2.0,10000,18.231583233797597,3.948571387044731,17.880556215755703,6.8407935977525405,17.223546354315936,6.407959025807373,18.12635298781547,6.8828036182203505,19.482744475455576,6.065761659201539,17.663059432158988,7.312404173716712,17.866997710812,4.431895497988454,18.129797908910184,6.1490993331736306,17.853781082420813,4.1120997610795325,17.88494449054541,7.163557736968213,battery,ford_focus_23kwh,0,0,0,0,0,0,0,13.152613211606196,52.56366791387951,12.185249714208084,23.2110625941943
H102,EV102,ev,240462549.6628461,2992.855522879159,0.8961583497017513,0.9251073598169077,5,5,48,37,5,5,0.9900311593971414,18.486137760681483,6.882625869490341,1.0000000008854358e-07,21.980946787016034,1.237179881960899,6.261039745274193,True,False,0,0,0,0,0,57.956555263056195,CN,230.0,-120.0,50.0,233.99.44.220,12883,224.0.2.0,10000,17.905389147670693,6.9633058282118085,18.10801754032758,7.065288849331444,17.636573249268523,6.759669227276493,17.750664922798975,4.593062692498804,18.18674143938,7.2041218852801965,18.152263853555432,4.419640743247285,17.850243852264203,5.161647561491234,18.44722207820059,6.563213539937487,17.76236310918105,8.322373450174704,18.05368992334615,5.949599271100809,battery,nissan_leaf_30kwh,0,0,0,0,0,0,0,44.47615315038793,19.107728528589604,59.6471061834218,50.737276960714304
H103,EV103,ev,49574517.82865992,6759.5160713866735,0.900902669689649,0.5882738489734538,5,5,24,57,5,5,0.9900641591217019,19.631530313203925,6.972263138432136,9.999999977569077e-08,30.43876844879287,1.133302788300036,6.726896364213665,True,False,1,0,0,0,0,20.64325333034317,AN,230.0,0.0,50.0,237.86.232.198,10862,224.0.2.0,10000,18.287735447931283,5.631689495452852,17.36359308297797,6.838680595559413,17.84141128987915,5.950150283972476,17.98928417800268,6.994107662309023,17.19617445311937,6.304651486699761,17.047616875665515,5.717768893317369,17.60825964116114,5.637427006553544,17.57397394852052,6.038177011856189,17.776878780429925,5.496192733484539,17.948143323064226,5.778456231764234,battery,ford_focus_33kwh,0,0,0,0,0,0,0,48.58320881376735,29.919218274044617,18.69514676197623,10.597915626914524
H104,EV104,ev,85697781.8098991,5871.111465891138,0.9017564302147325,0.6487027756371817,5,5,10,14,5,5,0.9900613494805879,18.687341945548916,6.8912417119715395,1.0000000005873077e-07,37.7429201382032,1.2173763764988013,6.412547612752572,True,False,0,0,0,0,0,27.581627087038342,BN,230.0,120.0,50.0,231.157.97.152,12948,224.0.2.0,10000,18.098584420554282,5.560410407821075,18.041122275253144,5.375404576656131,18.296795055836466,5.504904132239901,18.391929953823613,6.107712821088232,17.13399612346842,6.102152833211147,17.972213336196724,4.520911863250144,18.60006451962886,6.655358449249525,18.56428491330277,6.612076958210558,17.80393106814973,5.558329145394725,17.749651528050954,5.317469486781141,battery,tesla_s85_90kwh,0,0,0,0,0,0,0,14.199592145138364,25.64689899971478,51.396225172597795,44.28615319340918
H105,EV105,ev,238179434.53278154,5843.37355148619,0.8991620661293347,0.7865780141353507,5,5,5,39,5,5,0.9900049859526413,20.878685114615365,6.950025957593442,9.99999999045568e-08,46.21291467402607,1.5534295146411465,6.674663635057327,True,False,0,0,0,0,1,51.660582928572296,CN,230.0,-120.0,50.0,237.2.192.152,10841,224.0.2.0,10000,17.400412298523495,4.785106334596049,18.645301981265053,6.406595840033976,18.104232295076603,5.932861248504811,18.128273241178587,5.675936281300857,17.14425675070062,5.667457263985468,17.94987469160735,6.1987364210400075,18.225458645308358,6.110442501728028,18.267758473385186,6.631256206868463,17.508502317345982,5.169073771005195,18.265112039574976,6.72535068454327,battery,mitsubishi_imiev_16kwh,0,0,0,0,0,0,0,54.47270526859101,57.60550169487531,33.669319305096664,58.24667197250799
