house,name,with_dr,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,proposed_status,actual_status,proposed_demand,actual_demand,mode,floor_area,ceiling_height,heating_power_thermal,cooling_power_thermal,heating_power,cooling_power,ventilation_power,standby_power,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,mass_change,volume,air_part,material_part,Ua,U,Um,Ca,Cm,Cp,mass_fraction_external_heat,mass_fraction_internal_heat,schedule,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,priority,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H074,AC074,True,3.486047837733284,19.999749231087883,20.000821471744004,1.0003355465246473,23.99902643604653,15.999943371575556,18.07548569990956,20.38694071528172,21.546012446071934,0,0,0,0,0,28.649304734754594,2.4,4100.0,2900.0,1200.0,800.0,0,0,59.18626613376782,55.974212865377254,79,119,5,5,1.0691403769553036,68.75833136341102,0.55,0.44999999999999996,40.53140693443968,40.53140693443968,202.6570346721984,4660376.175685467,38800326388.37283,1006.0,0.5440505216463883,0.5190176663025784,P4,405,BN,230.0,120.0,50.0,226.238.20.56,11408,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,42.18340693168852,P3,0,0,0,0,0,0,0,20.89830317359316,49.42922756027771,5,5
H075,AC075,True,3.4970804021127995,20.000387364125572,19.999385874082787,0.9993911257425813,24.00050115390492,15.999838019183954,18.858948284072188,20.336933617763645,22.199660141452583,0,0,0,0,0,55.479100539768034,2.4,8000.0,5700.0,2300.0,1600.0,0,0,32.03571325798292,54.18052884534865,24,89,5,5,1.164332885155152,133.14984129544328,0.7700000000000002,0.22999999999999976,69.35845711996377,69.35845711996377,346.79228559981885,12634682.520810984,38403077226.43171,1006.0,0.4473195499340996,0.569736369852808,P1,584,CN,230.0,-120.0,50.0,228.2.54.54,11737,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,43.806921769360116,P1,0,0,0,0,0,0,0,7.121982591058826,31.004300669100786,5,5
H076,AC076,True,3.4868993555888657,19.999138164563462,19.999691258355494,0.9996588713061596,23.9997549576721,16.000111176851945,18.762815393388305,18.690795766604804,22.37484082437768,0,0,0,0,0,72.0,2.4,10400.0,7400.0,3000.0,2100.0,0,0,46.622376662986895,43.10819793245871,39,14,5,5,1.2322959808501415,172.79999999999998,0.9100000000000004,0.08999999999999964,94.67590165934156,94.67590165934156,473.3795082967078,19378407.56809286,19502207999.99992,1006.0,0.5047597888888716,0.48705831412987527,P5,-486,AN,230.0,0.0,50.0,228.253.85.82,11104,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,55.44213335459341,P4,0,0,0,0,0,0,0,35.307960742755576,44.03121895518657,5,5
H077,AC077,True,3.5022135762810915,19.999474655160817,20.000772297022895,0.9978031166284101,23.99833507161549,16.000922306153782,20.13870349822806,19.17972830176935,21.341880622596577,0,0,0,0,0,41.557401248881774,2.4,6000.0,4300.0,1700.0,1200.0,0,0,35.660343421979356,35.68506225717396,17,54,5,5,3.565101511293515,99.73776299731625,0.8200000000000003,0.17999999999999972,54.07034297384128,54.07034297384128,270.3517148692064,10078744.387587208,22512807863.754192,1006.0,0.5293667873409887,0.5650942571298152,P5,899,BN,230.0,120.0,50.0,230.208.41.187,11856,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,27.726389172133814,P2,0,0,0,0,0,0,0,11.792816145130232,54.734768169369275,5,5
H078,AC078,True,3.504459394032445,20.000266039397903,19.999359510851527,0.9992537645820041,23.999208121993885,15.999874599882538,19.90232035072331,21.63271631339453,21.865569945901793,0,0,0,0,1,72.0,2.4,10400.0,7400.0,3000.0,2100.0,0,0,54.53044261892376,48.109454686426844,109,29,5,5,2.553699170294146,172.79999999999998,0.9400000000000004,0.05999999999999961,90.21867195050791,90.21867195050791,451.0933597525395,20017256.169238776,13001471999.999914,1006.0,0.5449307267877278,0.5040940515510559,P3,803,CN,230.0,-120.0,50.0,233.111.11.126,12652,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,56.878264664152454,P4,0,0,0,0,0,0,0,39.66248811257791,47.46007768763437,5,5
H079,AC079,True,3.5082709370214875,19.99919854611102,19.999780822076392,0.9987834935450076,23.99996717207553,16.000304080122326,21.450848392759656,20.59939815990532,22.083836302797692,0,0,0,0,0,55.00942228808103,2.4,7900.0,5600.0,2300.0,1600.0,0,0,48.50742575958702,36.67746236456564,35,110,5,5,3.020301770356175,132.02261349139448,0.5700000000000001,0.42999999999999994,73.51216046548048,73.51216046548048,367.56080232740237,9273766.070737885,71189233646.82971,1006.0,0.5455093510073601,0.4284398431066031,P3,-700,AN,230.0,0.0,50.0,226.167.193.39,12998,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,25.7237476150648,P5,0,0,0,0,0,0,0,53.892775312264476,53.282328066676364,5,5
H080,AC080,True,3.5138056968836024,19.999531281614523,19.999672573635376,0.9990799708270316,23.999921374588034,16.00120323728023,20.360736989892523,21.507829879959747,21.755585925346193,0,0,0,0,1,28.312151265786916,2.4,4100.0,2900.0,1200.0,800.0,0,0,51.58819957287651,36.05222272503596,18,97,5,5,2.7768414784137194,67.9491630378886,0.7000000000000002,0.2999999999999998,38.43570606651177,38.43570606651177,192.17853033255886,5861585.538011912,25562475134.853676,1006.0,0.5346201254069812,0.39324353915818366,P5,-727,BN,230.0,120.0,50.0,227.31.51.201,12543,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,77.97145371428255,P5,0,0,0,0,0,0,0,58.767285563095456,39.10509796535722,5,5
H081,AC081,True,3.5053940450586785,20.001661603062715,19.999748012820163,0.9998594287012178,24.001245868925196,16.00124880029792,21.67709215111352,21.3146971940608,21.45827514476973,0,0,0,0,0,46.8190132679421,2.4,6700.0,4800.0,1900.0,1400.0,0,0,38.924158600065965,35.13945145488539,93,118,5,5,2.180840918092365,112.36563184306102,0.7800000000000002,0.21999999999999975,62.04202903926201,62.04202903926201,310.21014519631007,10800927.631453918,30999430512.863644,1006.0,0.5105638345437036,0.5227548997420373,P4,-348,CN,230.0,-120.0,50.0,226.17.176.238,11772,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,58.240677012269266,P1,0,0,0,0,0,0,0,44.11382432592503,41.74101953797757,5,5
H082,AC082,True,3.504591120593846,19.999951532005948,19.999872396420297,1.0009275459484261,23.99843782591255,16.000638913444803,20.380838327771173,19.377292742371765,22.375101908849498,0,0,0,0,1,17.66961622027359,2.4,2500.0,1800.0,700.0,500.0,0,0,38.367593793248055,44.24007719251031,49,28,5,5,2.281227704062171,42.40707892865661,0.5,0.5,24.159364642460577,24.159364642460577,120.79682321230288,2613011.48266366,26589238488.267693,1006.0,0.42374522680218696,0.5156196709037891,P4,873,AN,230.0,0.0,50.0,233.84.84.184,11581,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,61.17891753111638,P5,0,0,0,0,0,0,0,35.36883847456038,50.05135753509144,5,5
H083,AC083,True,3.500299370854533,19.999912375362143,19.999634447231557,1.0008243613453132,23.999795796907662,16.000092490843674,20.71932624038935,20.920729007311966,21.651812628535758,0,0,0,0,0,23.889928303568496,2.4,3400.0,2400.0,1000.0,700.0,0,0,49.291707737197186,30.269076596863602,61,54,5,5,2.386097521782026,57.33582792856439,0.51,0.49,35.701722636639246,35.701722636639246,178.50861318319625,3603538.9406887125,35230572828.98567,1006.0,0.4856584244161442,0.5280491892235449,P4,-138,BN,230.0,120.0,50.0,230.68.143.30,12728,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,78.19062026899442,P3,0,0,0,0,0,0,0,10.65261007050103,40.953203020317694,5,5
H084,AC084,True,3.5099840498268544,20.00008096941612,20.000589245644782,1.0012711529311278,24.000923273000243,16.000231582631955,21.477847995912065,21.514469562587376,22.217476718239734,0,0,0,0,0,57.387159273189816,2.4,8300.0,5900.0,2400.0,1700.0,0,0,35.77318115086463,55.56818025268478,60,60,5,5,1.1434280260863976,137.72918225565556,0.5,0.5,78.53875668689581,78.53875668689581,392.69378343447903,8486506.11699429,86356197274.29604,1006.0,0.44157085596426887,0.5506917064507612,P3,351,CN,230.0,-120.0,50.0,231.245.121.164,10271,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,49.26064142960669,P4,0,0,0,0,0,0,0,59.933113176560056,37.33536616628043,5,5
H085,AC085,True,3.494328885220903,20.001734416639877,19.999913866050534,0.9993596196215123,24.000904909771624,15.999373927640207,21.801295842228715,18.77979007209886,21.732393116637418,0,0,0,0,1,61.62622149999709,2.4,8900.0,6400.0,2500.0,1800.0,0,0,55.49175758470831,31.230514204844898,6,95,5,5,2.0970405366924934,147.902931599993,0.8500000000000003,0.1499999999999997,82.30859103016773,82.30859103016773,411.5429551508387,15492755.365418714,27820541433.958622,1006.0,0.5443445143695075,0.5069957624026457,P4,433,AN,230.0,0.0,50.0,227.26.242.142,10640,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,27.364091903136316,P5,0,0,0,0,0,0,0,55.82004554600037,56.50891676434232,5,5
H086,AC086,True,3.5049202763926326,20.0000698531415,19.99975999865254,1.0000946761992222,23.99935991442756,15.999919776124214,21.907540144639395,20.098858018490635,21.812511967395242,0,0,0,0,1,47.1228922651147,2.4,6800.0,4900.0,1900.0,1400.0,0,0,38.3612315567031,43.57584927327326,56,69,5,5,2.3382418884714546,113.09494143627528,0.7700000000000002,0.22999999999999976,60.16039522028488,60.16039522028488,300.80197610142443,10731658.902893115,32618843009.05048,1006.0,0.525250212883668,0.45257297923105005,P4,-442,BN,230.0,120.0,50.0,238.49.150.204,12676,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,51.10353962375413,P2,0,0,0,0,0,0,0,33.41928162502854,43.86784983370232,5,5
H087,AC087,True,3.509813401412571,20.000125159012754,20.00080017816177,1.000954996031682,24.000930861188085,16.000520789885666,19.698984608592895,18.07585109680326,21.372652187628667,0,0,0,0,0,48.17548382004053,2.4,6900.0,4900.0,2000.0,1400.0,0,0,54.66984074673731,35.49861168489632,36,116,5,5,1.0552383742297473,115.62116116809727,0.8300000000000003,0.1699999999999997,60.690971155732484,60.690971155732484,303.4548557786624,11826285.912873795,24648119137.81493,1006.0,0.496031732773699,0.4542895432963323,P3,-214,CN,230.0,-120.0,50.0,238.79.33.77,12244,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,72.28238847455789,P3,0,0,0,0,0,0,0,1.542334070950726,36.660830826828665,5,5
H088,AC088,True,3.493461153912462,19.99912693468892,20.00044198916928,1.000667235432172,23.999551488210848,15.999098661513784,18.979756407627548,19.215615768884998,22.313390212305638,0,1,0,0,1,48.61537054720686,2.4,7000.0,5000.0,2000.0,1400.0,0,0,56.12692412742321,34.53937752693197,5,112,5,5,3.8388193087397027,116.67688931329646,0.8800000000000003,0.11999999999999966,62.45546333393321,62.45546333393321,312.27731666966605,12653202.820407758,17557538303.8648,1006.0,0.4576052959753519,0.5530226755308262,P3,-243,AN,230.0,0.0,50.0,224.83.180.123,11155,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,78.40976575124368,P1,0,0,0,0,0,0,0,42.61027717911921,47.714165487434194,5,5
H089,AC089,True,3.4860591663535705,19.997887039988402,19.999736459351226,1.0010981590706935,23.998493599651354,16.00129445887535,20.47216739047586,18.70686302484622,21.943666364674822,0,0,0,0,1,22.198286768786648,2.4,3200.0,2300.0,900.0,700.0,0,0,55.225095695564605,34.274665359686736,59,40,5,5,2.8834812577894278,53.275888245087955,0.6800000000000002,0.31999999999999984,35.07848704546582,35.07848704546582,175.3924352273291,4464497.326875557,21378548434.988884,1006.0,0.4471009655929285,0.555342043917881,P4,-860,BN,230.0,120.0,50.0,234.177.160.51,11341,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,71.27204376829474,P5,0,0,0,0,0,0,0,1.1744169776128222,40.52240802387076,5,5
H090,AC090,True,3.5037969973304945,19.998777016083185,19.999594402855916,1.0004040043113487,23.99954336709852,16.001044418622854,21.251636558588803,19.81935983897947,22.4944623495917,0,0,0,0,1,13.062898098991475,2.4,1900.0,1400.0,500.0,400.0,0,0,52.374584414867165,58.812520676057545,14,89,5,5,2.7582675884860244,31.35095543757954,0.9100000000000004,0.08999999999999964,19.10304974587091,19.10304974587091,95.51524872935454,3515807.8247600314,3538268830.6852126,1006.0,0.49304150240848627,0.42114150640623826,P3,-180,CN,230.0,-120.0,50.0,235.168.88.67,12361,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,34.34162410079531,P2,0,0,0,0,0,0,0,8.181541364391833,52.83183911129362,5,5
H091,AC091,True,3.488852548247845,20.00089432680673,19.998307406013154,1.0004975109695902,24.00041624551819,16.000966178232492,19.683902154149425,21.657882959675696,22.300271542803802,0,0,0,0,1,67.46674862284647,2.4,9700.0,6900.0,2800.0,2000.0,0,0,53.908383189221865,40.13418840862194,43,110,5,5,1.9113827270619992,161.9201966948315,0.5900000000000001,0.4099999999999999,88.00992137391083,88.00992137391083,440.04960686955417,11772968.707928509,83249649928.68065,1006.0,0.4296246578501387,0.4954070362007591,P4,420,AN,230.0,0.0,50.0,232.167.134.184,12565,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,60.07289200905815,P4,0,0,0,0,0,0,0,36.945692667543014,47.14848990333505,5,5
H092,AC092,True,3.4997416563538013,20.000254373541665,20.000017696151506,0.999390632998386,23.99942138064159,15.999104484170456,18.545937105046832,21.336456263559818,21.969618035510372,0,0,0,0,0,26.453530618934913,2.4,3800.0,2700.0,1100.0,800.0,0,0,45.19636460100463,43.483747444363374,40,7,5,5,3.51807462154615,63.48847348544379,0.6900000000000002,0.30999999999999983,37.852215016921576,37.852215016921576,189.26107508460788,5398547.551658023,24680509182.731407,1006.0,0.5035293921969214,0.39959627397042385,P4,219,BN,230.0,120.0,50.0,224.147.30.242,11250,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,78.2560026790138,P1,0,0,0,0,0,0,0,33.7978088639969,52.05064138887636,5,5
H093,AC093,True,3.4946973392934932,19.999690199854054,19.998477421972844,1.000085296517981,23.998515602245632,15.99851571584935,20.538007149722485,20.131801499713475,21.383311899269007,0,0,0,0,1,22.180004236815424,2.4,3200.0,2300.0,900.0,700.0,0,0,32.00010985009132,55.009741498148486,118,20,5,5,3.900698241538914,53.232010168357014,0.7900000000000003,0.20999999999999974,29.665640455491747,29.665640455491747,148.32820227745873,5182423.656147714,14018117557.735119,1006.0,0.5453076266572661,0.4967909529882151,P4,34,CN,230.0,-120.0,50.0,229.59.208.187,12078,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,38.59104302279702,P3,0,0,0,0,0,0,0,5.0708548769596025,50.1973227528919,5,5
H094,AC094,True,3.494287372693419,19.998575967631954,20.000688602602004,0.9991370953661564,23.997975095260802,15.99966768848711,18.850223997183974,21.691123326670088,21.984699234871307,0,0,0,0,0,46.77587287714072,2.4,6700.0,4800.0,1900.0,1400.0,0,0,40.5689413143741,58.18141680878983,52,7,5,5,1.1642030751371486,112.26209490513773,0.6700000000000002,0.32999999999999985,61.40618497635283,61.40618497635283,307.0309248817642,9269171.129541777,46456300113.64407,1006.0,0.4943140034498816,0.5359519809392,P1,550,AN,230.0,0.0,50.0,237.63.162.254,10113,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,31.026752920550436,P5,0,0,0,0,0,0,0,2.4903648239446996,47.47552174712264,5,5
H095,AC095,True,3.5045922558337197,19.998122791582553,19.999523424927936,1.0006088247097664,23.999680659759488,15.99986858339333,20.017071095525647,20.88751730296711,21.676844459350022,0,0,0,0,1,69.26452570858375,2.4,10000.0,7100.0,2900.0,2000.0,0,0,48.87666942757522,35.01056036990142,19,11,5,5,1.148116512193991,166.234861700601,0.7700000000000002,0.22999999999999976,87.3296997329296,87.3296997329296,436.648498664648,15774143.484089104,47945458811.68729,1006.0,0.5531423574422313,0.4424031684568436,P3,-649,BN,230.0,120.0,50.0,238.116.59.93,12266,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,68.87993290436754,P4,0,0,0,0,0,0,0,59.70918525284483,51.18697342270332,5,5
H096,AC096,True,3.5031987881927464,19.999861303668848,20.00091115264676,1.000126043647935,24.001062054996705,16.00069043427297,18.001504464340023,19.22503516264063,21.618963601818912,0,0,0,0,1,63.960808945427985,2.4,9200.0,6600.0,2600.0,1900.0,0,0,57.30084769936647,56.079453160460304,77,15,5,5,3.604255791035516,153.50594146902716,0.8500000000000003,0.1499999999999997,85.76575680839238,85.76575680839238,428.8287840419619,16079667.74282677,28874467590.323948,1006.0,0.45600893346807225,0.534728832676902,P1,231,CN,230.0,-120.0,50.0,229.181.254.51,12352,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,67.54181154275986,P1,0,0,0,0,0,0,0,29.012399173965644,49.39872245945967,5,5
H097,AC097,True,3.5144761452084383,20.00061240948467,20.001357432355793,0.9981492863029175,23.998802988770976,16.00110227761488,21.005177894475448,18.587874429998127,21.33447395709443,0,0,0,0,0,46.8416014300651,2.4,6700.0,4800.0,1900.0,1400.0,0,0,42.206606954364645,32.25709960119735,58,45,5,5,2.938249300212463,112.41984343215623,0.9100000000000004,0.08999999999999964,63.17108637287323,63.17108637287323,315.85543186436615,12607161.71741615,12687703529.753101,1006.0,0.5084105256136807,0.5290092465242645,P2,549,AN,230.0,0.0,50.0,235.58.39.70,12328,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,61.611443106317296,P1,0,0,0,0,0,0,0,11.270153550476525,58.00730442979145,5,5
H098,AC098,True,3.511433577539316,19.99925842582272,19.999062059755953,1.001506384742128,24.00055178863196,15.998757577759008,20.30849048075353,19.86677297692987,22.115613034907906,0,0,0,0,0,28.482532226585363,2.4,4100.0,2900.0,1200.0,800.0,0,0,32.35201134645386,43.774451693104325,70,99,5,5,1.212547563801726,68.35807734380487,0.55,0.44999999999999996,39.12334766535761,39.12334766535761,195.61673832678807,4633247.328021379,38574463045.109085,1006.0,0.5062380159842856,0.49612814458402094,P2,353,BN,230.0,120.0,50.0,233.106.179.174,10744,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,40.25905879121662,P5,0,0,0,0,0,0,0,53.38355433792147,53.996069074147584,5,5
H099,AC099,True,3.5076206809290316,19.999195784555177,20.00025399246204,0.9995673833738515,23.99880607251927,16.00061643197566,19.419763675875235,20.234998169870035,21.851259015611262,0,0,0,0,0,70.92455603232231,2.4,10200.0,7300.0,2900.0,2100.0,0,0,50.47338713526351,37.33939519686386,68,65,5,5,2.591474628826877,170.21893447757355,0.6300000000000001,0.3699999999999999,91.27429183277283,91.27429183277283,456.3714591638642,13215432.244042125,78978181218.90456,1006.0,0.553527406361097,0.5214676392126238,P3,-601,CN,230.0,-120.0,50.0,224.78.43.91,10539,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,38.22504189468461,P3,0,0,0,0,0,0,0,1.6045161689091114,42.46823387478284,5,5
H100,AC100,True,3.488085855053836,19.999711840683034,19.998641107351578,0.9993160682559192,24.00110848243253,16.001198043488312,18.94565906268475,20.95935093720199,21.861470364633963,0,0,0,0,1,17.928716937747296,2.4,2600.0,1900.0,700.0,500.0,0,0,40.09829634603415,49.63328913193688,31,83,5,5,1.6445417469105474,43.02892065059351,0.8600000000000003,0.13999999999999968,25.052040506828266,25.052040506828266,125.26020253414133,4560283.672675027,7554157309.4181795,1006.0,0.44498333702446236,0.4810277487257511,P4,-346,AN,230.0,0.0,50.0,234.210.124.118,12567,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,41.76259677017734,P4,0,0,0,0,0,0,0,20.481987924680286,48.02258988527366,5,5
H101,AC101,True,3.50037889218357,19.999197444433225,19.99918545860532,1.000663890086833,24.00018281661078,15.998363440970188,20.923004922747587,21.445499559306874,21.994570476116124,0,0,0,0,0,41.39658164252364,2.4,6000.0,4300.0,1700.0,1200.0,0,0,54.08275945797075,38.252970368922036,22,24,5,5,1.0611942177819595,99.35179594205674,0.7700000000000002,0.22999999999999976,55.12505030609869,55.12505030609869,275.6252515304935,9427562.116390165,28655044985.607975,1006.0,0.5108128726720318,0.5209611566834769,P5,139,BN,230.0,120.0,50.0,226.123.168.156,11192,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,55.06846531682327,P4,0,0,0,0,0,0,0,34.13351895922051,53.70035686372661,5,5
H102,AC102,True,3.501638987057339,20.000135908166214,20.000413353342758,1.0003781987246891,24.000661867357685,15.998468966273697,19.514006498639517,20.467421398015684,21.559509316213504,0,0,0,0,0,34.86319344852421,2.4,5000.0,3600.0,1400.0,1000.0,0,0,38.05681540836086,32.96642816997867,78,88,5,5,2.8967966083335646,83.67166427645809,0.9200000000000004,0.07999999999999963,44.71229688516366,44.71229688516366,223.5614844258183,9486351.007770231,8393941360.214236,1006.0,0.5010948968676341,0.4544794927113075,P1,331,CN,230.0,-120.0,50.0,235.40.158.55,12779,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,76.19210219301335,P1,0,0,0,0,0,0,0,29.05790873617855,50.225550194858485,5,5
H103,AC103,True,3.4928586171634257,20.000392170872736,20.000159415440994,0.9988833576179481,23.99800701662688,16.000681419785106,18.14944332153761,21.34048152475233,22.12512767777768,0,0,0,0,1,31.33213899580938,2.4,4500.0,3200.0,1300.0,900.0,0,0,31.89763922503632,36.51426143233617,73,23,5,5,1.0236072708593529,75.19713358994251,0.7900000000000003,0.20999999999999974,42.36521997418027,42.36521997418027,211.82609987090134,7320847.03843612,19802413159.57544,1006.0,0.538281925200115,0.5198655800581566,P5,120,AN,230.0,0.0,50.0,234.206.250.168,11691,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,43.28599647842113,P5,0,0,0,0,0,0,0,41.02022274110419,42.74264018963025,5,5
H104,AC104,True,3.4977402072934116,20.000353800383255,19.99872174607085,0.9999200258640732,24.00185847456509,16.001070323451223,20.74780651822578,20.760553769094184,21.528986795406585,0,0,0,0,0,32.57512060003152,2.4,4700.0,3400.0,1300.0,1000.0,0,0,56.08385409189569,35.57620636094666,71,55,5,5,2.278241134177668,78.18028944007564,0.7400000000000002,0.2599999999999998,46.175798210406846,46.175798210406846,230.87899105203422,7129547.207565926,25489901569.042244,1006.0,0.5197415661607434,0.46755411946841197,P4,-128,BN,230.0,120.0,50.0,224.205.40.109,11332,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,64.728791868125,P2,0,0,0,0,0,0,0,30.570328525742262,42.771603157953635,5,5
H105,AC105,True,3.482025792364053,19.997903817761426,19.999428023471125,1.0004212101469683,23.998077424557387,15.998875961837673,20.82672597688603,18.233363892180734,22.27361620622881,0,0,0,0,1,70.25749272254083,2.4,10100.0,7200.0,2900.0,2100.0,0,0,45.05344411136173,36.72183282885675,109,103,5,5,2.062150053139603,168.617982534098,0.8200000000000003,0.17999999999999972,91.81914968176015,91.81914968176015,459.0957484088008,17039258.69239264,38060451017.596535,1006.0,0.4372935453437224,0.5672447473160558,P3,399,CN,230.0,-120.0,50.0,232.113.218.96,10366,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,78.83236124314257,P4,0,0,0,0,0,0,0,14.11397100687222,33.82653843531197,5,5
H106,AC106,True,3.4849096489325366,20.001956432103608,19.999023723324253,0.9993626413075536,23.999857216470424,16.000433708798422,21.754843335634153,20.10327352132632,21.849013245263908,0,0,0,0,0,39.410903309958215,2.4,5700.0,4100.0,1600.0,1200.0,0,0,53.03507748544352,39.76883764438546,5,79,5,5,1.3430257429689492,94.58616794389971,0.8000000000000003,0.19999999999999973,52.028654297456306,52.028654297456306,260.14327148728154,9325037.20350513,23722210920.33002,1006.0,0.48963183957862344,0.4716966519581724,P4,-76,AN,230.0,0.0,50.0,224.12.48.16,12709,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,70.05370967625177,P5,0,0,0,0,0,0,0,44.2433629543089,35.38872190965333,5,5
H107,AC107,True,3.488738328714277,19.998258915685188,19.999069510297034,1.0003568448076372,24.001115897024917,16.000114413484976,20.792323625182288,19.16016498063398,21.49743306799732,0,0,0,0,0,14.26659259240678,2.4,2100.0,1500.0,600.0,400.0,0,0,51.60553508186646,56.59646093214426,115,76,5,5,2.3930432674485105,34.23982222177627,0.53,0.47,20.05355539279838,20.05355539279838,100.2677769639919,2236352.8435241804,20180266421.070496,1006.0,0.444925932843284,0.49684976403127123,P3,-709,BN,230.0,120.0,50.0,227.137.8.200,10504,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,30.50443057551956,P1,0,0,0,0,0,0,0,15.864056936894757,42.57054050595761,5,5
H108,AC108,True,3.498112653486644,19.999667477162888,20.000346777439848,0.9965435950223605,23.999677216663123,15.998130240151863,21.199585387532743,18.886843725085416,22.36667180469689,0,0,0,0,0,17.288726925575222,2.4,2500.0,1800.0,700.0,500.0,0,0,58.042294158262266,57.75016134530342,85,36,5,5,1.072732287555449,41.49294462138053,0.53,0.47,23.929516083992933,23.929516083992933,119.64758041996467,2710086.053869758,24455111700.949257,1006.0,0.5183632200916485,0.45361740555851177,P3,838,CN,230.0,-120.0,50.0,235.242.251.23,11391,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heatpump,63.90977499196595,P3,0,0,0,0,0,0,0,34.816846559206255,56.165072984953056,5,5
