house,name,with_dr,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,p_status,a_status,p_demand,a_demand,mode,d_priority,priority,floor_area,ceiling_height,heating_power_thermal,cooling_power_thermal,heating_power,cooling_power,ventilation_power,standby_power,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,mass_change,volume,air_part,material_part,Ua,Um,Ca,Cm,Cp,mass_fraction_external_heat,mass_fraction_internal_heat,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,min_cycletime,min_chargingtime,min_dischargingtime
H073,AC073,True,4.003894331977501,21.18047444652951,22.127948530597745,0.2,22.627948530597745,20.68047444652951,22.085268436231246,22.85717229083938,21.90692807553158,1,0,0,0,0,18,8.10999999999987,106.62219053107415,2.4,15400.0,-11600.0,3846.2553511980486,-2897.179355447881,10.662219053107416,1.8051499203821986,120,60,46,93,5,5,2.852855907922594,255.89325727457796,0.6200000000000001,0.3799999999999999,136.91611782559394,684.5805891279697,19551990.494951576,121938254956.48186,1006.0,0.5726223553997682,0.5622927426202768,-0.17126712878613487,BN,230.0,120.0,50.0,225.24.209.165,10050,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H074,AC074,True,4.007170288668928,21.021959407312693,21.498681557593283,0.4,21.998681557593283,20.521959407312693,21.914095892420775,22.033370097619958,21.68161133895322,0,1,0,0,1,18,8.019999999999872,69.02818245885449,2.4,9900.0,-7400.0,2470.571322609928,-1846.6896754862087,6.902818245885449,1.7947274920994625,60,60,109,0,5,5,3.1764015388086344,165.66763790125077,0.9400000000000004,0.05999999999999961,95.50484548496803,477.52422742484015,19191370.02860412,12464833075.690027,1006.0,0.5005311470072036,0.5278343502471222,0.8521260375902151,CN,230.0,-120.0,50.0,237.36.4.118,10446,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H075,AC075,True,3.9942662962739677,22.298893387775273,22.92998658352481,0.30000000000000004,23.42998658352481,21.798893387775273,22.782478113345437,22.3267950961517,22.74960308884752,1,0,0,0,0,18,4.279999999999951,149.92834334097404,2.4,21600.0,-16200.0,5407.751611390922,-4055.8137085431918,14.992834334097404,1.7959676437318526,120,120,104,16,5,5,2.851036155819336,359.82802401833766,0.5900000000000001,0.4099999999999999,188.11843942758125,940.5921971379063,26162993.963924985,185001980268.7881,1006.0,0.4118550334539559,0.5248753827465783,-1.0717063285375712,AN,230.0,0.0,50.0,230.191.214.132,12734,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H076,AC076,True,4.005193790606385,22.154482798114632,21.21097039532789,0.4,21.71097039532789,21.654482798114632,21.70710919071547,21.757371773049684,22.22653189954376,0,0,0,0,0,18,7.209999999999889,145.2592791736208,2.4,20900.0,-15700.0,5218.224408770929,-3919.9102018039994,14.52592791736208,1.8006943447368833,60,60,92,40,5,5,1.4721539798820806,348.6222700166899,0.9100000000000004,0.08999999999999964,180.1788787294528,900.894393647264,39096417.53958501,39345509394.08346,1006.0,0.5194754500919181,0.5165487129264812,0.3891960411856505,BN,230.0,120.0,50.0,232.151.66.230,11785,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H077,AC077,True,4.006393560923358,22.438957190442412,21.12915533647294,0.2,21.62915533647294,21.938957190442412,20.173782557000834,20.8688910482873,22.313662825166652,0,0,0,0,0,18,6.969999999999894,78.29122937755167,2.4,11300.0,-8500.0,2820.4917535349864,-2121.608841154636,7.829122937755168,1.797659659905799,60,120,39,83,5,5,2.7651857259214814,187.898950506124,0.7200000000000002,0.2799999999999998,104.93227399189767,524.6613699594884,16672368.330410257,65975079501.71022,1006.0,0.4620936047707789,0.47679709707262496,1.319676776400067,CN,230.0,-120.0,50.0,233.74.135.78,11570,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H078,AC078,True,4.0061045759760585,22.47641967012273,21.999461338235168,0.1,22.499461338235168,21.97641967012273,20.572607241600686,21.25156963183304,22.58809167755565,0,0,0,0,0,18,3.729999999999963,91.6542936708252,2.4,13200.0,-9900.0,3294.9713991886783,-2471.2285493915087,9.16542936708252,1.8035239711042135,120,120,34,88,5,5,2.7483597580633456,219.97030480998046,0.6700000000000002,0.32999999999999985,123.64602240391153,618.2301120195576,18162653.794294514,91028111536.46608,1006.0,0.5792942440522274,0.5251479564150184,0.6261750745872544,AN,230.0,0.0,50.0,228.241.52.107,12541,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H079,AC079,True,4.011859505535292,21.762426741532817,21.598199728755173,0.30000000000000004,22.098199728755173,21.262426741532817,21.543382549588294,21.981623621248573,22.39376195246012,1,1,0,0,1,18,6.9499999999998945,131.04628567364065,2.4,18900.0,-14200.0,4711.032371378674,-3539.5058028347707,13.104628567364067,1.7992363770962219,120,120,27,68,5,5,3.8496266517457607,314.51108561673755,0.8900000000000003,0.10999999999999965,164.62812313354317,823.1406156677158,34495814.97761097,43383659149.97264,1006.0,0.5320637674256594,0.5451924747771613,-0.32211773571488883,BN,230.0,120.0,50.0,228.104.230.134,10217,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H080,AC080,True,4.010153159414809,22.047353175229933,22.30482423154331,0.1,22.80482423154331,21.547353175229933,20.82642788430742,23.78893260805964,22.364576880946906,1,1,0,0,1,18,3.6299999999999653,114.08628503282803,2.4,16400.0,-12300.0,4089.6193606713036,-3067.2145205034776,11.408628503282804,1.8009686974463064,60,120,6,108,5,5,2.9831329730188854,273.8070840787873,0.8700000000000003,0.12999999999999967,147.6111774758529,738.0558873792645,29356506.915748376,44636030846.523796,1006.0,0.5191702371931308,0.48405569215136246,-0.07631140563706651,CN,230.0,-120.0,50.0,233.157.83.81,12442,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H081,AC081,True,3.9823952493210513,22.47166486042676,22.566874912882522,0.4,23.066874912882522,21.97166486042676,23.189013809323228,24.086327965062953,22.944503971259802,1,0,0,0,1,18,8.439999999999863,113.24851073314424,2.4,16300.0,-12200.0,4093.0141232914907,-3063.482963445165,11.324851073314425,1.80899450832085,60,120,8,91,5,5,1.9410570873986033,271.7964257595462,0.7500000000000002,0.24999999999999978,143.63506631092946,718.1753315546473,25121493.21121224,85208179475.61766,1006.0,0.4614480248731376,0.4797593598829838,0.3315302513427673,AN,230.0,0.0,50.0,224.159.190.40,11440,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H082,AC082,True,4.003689971935679,21.514063585701887,22.884313908602973,0.4,23.384313908602973,21.014063585701887,23.208939132383524,22.745825981018115,21.981245167590608,0,1,0,0,0,18,2.609999999999987,25.81445738403478,2.4,3700.0,-2800.0,924.1474804331932,-699.3548500575516,2.5814457384034784,1.798616375429932,60,120,41,19,5,5,3.801539093918769,61.95469772168347,0.9000000000000004,0.09999999999999964,41.15744150928627,205.78720754643138,6871589.339860833,7769119094.29908,1006.0,0.486851643775713,0.4532040007095755,0.9037756777189611,BN,230.0,120.0,50.0,228.1.140.76,10722,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H083,AC083,True,3.9869601058060087,21.548318413325678,22.63621037135707,0.30000000000000004,23.13621037135707,21.048318413325678,23.072449797469613,23.205773915219652,20.771627626306415,0,0,0,0,0,18,2.239999999999995,49.21268832099159,2.4,7100.0,-5300.0,1780.8053784287001,-1329.3335923481848,4.921268832099159,1.797068910560627,120,60,42,6,5,5,2.140629164916003,118.11045197037981,0.8100000000000003,0.18999999999999972,69.2680608337375,346.34030416868745,11789999.74624326,28140996286.462654,1006.0,0.46801253860502695,0.5365376092605333,-0.21601229684443538,CN,230.0,-120.0,50.0,226.76.27.38,11303,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H084,AC084,True,4.000084496267266,21.916640603300714,21.537415286346327,0.1,22.037415286346327,21.416640603300714,21.01610460378057,21.091788822702068,20.957205042338526,1,0,0,0,0,18,2.9999999999999787,154.78547174827503,2.4,22300.0,-16700.0,5574.8822358151565,-4174.911808883997,15.478547174827504,1.8056363293393811,60,120,43,9,5,5,3.231196045039449,371.48513219586005,0.8200000000000003,0.17999999999999972,195.2572199256317,976.2860996281585,37540126.754132554,83851624039.2494,1006.0,0.4305254975566439,0.4699026304582593,0.6079561427905842,AN,230.0,0.0,50.0,238.115.229.163,12697,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H085,AC085,True,3.9989308408062025,22.82801310848265,21.949902804195897,0.2,22.449902804195897,22.32801310848265,21.463159752884014,21.1326021114194,21.865549512566773,1,0,0,0,0,18,6.1999999999999105,144.46081567518036,2.4,20800.0,-15600.0,5201.390278559213,-3901.0427089194095,14.446081567518036,1.7979955820802556,60,120,6,102,5,5,2.332824806147201,346.70595762043286,0.53,0.47,183.67192155599807,918.3596077799904,22645276.06519537,204341557302.33072,1006.0,0.4661124208460507,0.48844615870074964,1.118277625934831,BN,230.0,120.0,50.0,232.211.47.88,11702,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H086,AC086,True,4.003480769710908,21.8700369151684,21.56213742553529,0.2,22.06213742553529,21.3700369151684,21.323001640564495,23.342751582107816,21.40482732962756,0,0,0,0,1,18,4.099999999999955,113.1779251498751,2.4,16300.0,-12200.0,4071.457048906226,-3047.3482206537396,11.31779251498751,1.8038092099991878,60,120,41,8,5,5,2.9581830551508976,271.6270203597002,0.6300000000000001,0.3699999999999999,144.42567095681497,722.1283547840749,21088901.799419694,126029504906.49367,1006.0,0.5334956969204083,0.4969864941532053,1.4296398068849976,CN,230.0,-120.0,50.0,231.192.249.47,11237,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H087,AC087,True,4.011306680498942,21.905022895637938,21.133409717496473,0.1,21.633409717496473,21.405022895637938,20.777548368331885,21.705754751682733,21.745979431933666,0,1,0,0,0,18,5.009999999999936,130.2629605093304,2.4,18800.0,-14100.0,4686.75209786293,-3515.0640733971973,13.026296050933041,1.7898281892064687,60,60,76,28,5,5,3.102143894358083,312.631105222393,0.8100000000000003,0.18999999999999972,169.25619623130265,846.2809811565132,31207404.507808782,74487487130.28725,1006.0,0.4454197923202945,0.48059028201461146,-1.362429955002626,AN,230.0,0.0,50.0,225.54.131.134,12943,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H088,AC088,True,3.9942510520259544,21.699776450808475,21.811943251678716,0.4,22.311943251678716,21.199776450808475,23.348296072157822,22.6182443410492,22.569541048875276,0,0,0,0,1,18,3.779999999999962,156.96809082415828,2.4,22600.0,-16900.0,5658.132076734857,-4231.081066230933,15.696809082415829,1.8057775417994348,60,60,36,100,5,5,3.296934359156464,376.72341797797986,0.53,0.47,194.81800541730718,974.0900270865359,24605881.764728498,222033248087.86176,1006.0,0.44793709906764134,0.5191023006737427,-1.4481093200763848,BN,230.0,120.0,50.0,226.67.8.100,11940,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H089,AC089,True,3.9828349064854636,22.61369165110889,22.508069977414298,0.4,23.008069977414298,22.11369165110889,22.48970587005634,22.748214526734827,21.966040815760266,1,0,0,0,1,18,7.999999999999872,87.54058570950232,2.4,12600.0,-9400.0,3163.5757684765554,-2360.1279542602874,8.754058570950233,1.806985055319193,120,60,118,82,5,5,2.573261396628376,210.09740570280556,0.9100000000000004,0.08999999999999964,114.73912978407103,573.6956489203551,23561477.862407457,23711593207.618538,1006.0,0.5026933492554305,0.47353122582665375,1.1275045435193343,CN,230.0,-120.0,50.0,237.216.223.224,10797,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H090,AC090,True,4.01004319155366,21.32163822672602,22.13113472969679,0.30000000000000004,22.63113472969679,20.82163822672602,22.41649926818864,23.311997680210506,22.351888321611824,1,1,0,0,1,18,6.6899999999999,111.43148953549697,2.4,16000.0,-12000.0,3989.9819617157104,-2992.486471286783,11.143148953549698,1.8020034795390896,60,120,10,89,5,5,3.1258910262358794,267.4355748851927,0.7600000000000002,0.23999999999999977,146.49453892296697,732.4726946148348,25048009.269960385,80487410617.44751,1006.0,0.5493213372653011,0.38541118699705507,0.18414099080878715,AN,230.0,0.0,50.0,224.198.223.201,12147,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H091,AC091,True,4.009807628789619,22.04102417895939,22.024999459308354,0.2,22.524999459308354,21.54102417895939,22.454500161847573,23.682966417361467,22.183826573055686,1,1,0,0,1,18,7.829999999999876,127.70058902692047,2.4,18400.0,-13800.0,4588.748813756468,-3441.561610317351,12.770058902692048,1.8047513412596485,60,60,64,101,5,5,2.882512076191272,306.48141366460914,0.8400000000000003,0.1599999999999997,163.2225433604632,816.112716802316,31726624.87731014,61492430837.66707,1006.0,0.46594958685816473,0.46682736378619727,0.4344284782584697,BN,230.0,120.0,50.0,234.175.22.73,11292,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H092,AC092,True,4.0006693431284654,22.199985315824996,21.97242040537088,0.4,22.47242040537088,21.699985315824996,21.226287485375224,21.595547923016532,23.34602435958122,0,0,0,0,1,18,3.599999999999966,121.81597495110694,2.4,17500.0,-13100.0,4374.268028438275,-3274.4520670023658,12.181597495110694,1.798494278568322,60,120,10,74,5,5,2.826608461501775,292.35833988265665,0.6500000000000001,0.34999999999999987,158.2516680997057,791.2583404985286,23419050.830911886,128316075374.49794,1006.0,0.5250274340217791,0.4671407164522787,-0.049940655792392874,CN,230.0,-120.0,50.0,238.121.114.82,10543,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H093,AC093,True,3.999722128063901,21.677843033846838,22.027205275841865,0.30000000000000004,22.527205275841865,21.177843033846838,22.33038122382582,21.86129011660913,21.752070812356166,0,0,0,0,0,18,8.509999999999861,140.94634080308572,2.4,20300.0,-15200.0,5075.352574511566,-3800.263996678611,14.094634080308573,1.8025898716297815,60,60,81,81,5,5,1.9192050223716728,338.2712179274057,0.7400000000000002,0.2599999999999998,178.09994536292038,890.4997268146019,30848724.5183031,110289947893.05125,1006.0,0.5365761489107397,0.45464449622208797,0.6653352238841863,AN,230.0,0.0,50.0,233.167.173.195,11944,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H094,AC094,True,4.00409700581675,22.069489619659365,21.02977051908096,0.2,21.52977051908096,21.569489619659365,21.68197756046698,21.120603716535264,20.992516367397116,1,1,0,0,0,18,3.6699999999999644,77.59564146885496,2.4,11200.0,-8400.0,2797.1350303775766,-2097.8512727831826,7.759564146885497,1.7988241128474904,120,120,82,17,5,5,3.114677754579,186.2295395252519,0.5900000000000001,0.4099999999999999,103.18238963053072,515.9119481526536,13540697.203326749,95748055451.51299,1006.0,0.47445495716365427,0.48015831642037277,0.34873048015201985,BN,230.0,120.0,50.0,235.167.229.101,11458,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H095,AC095,True,4.007462984386103,22.5008231518634,21.738286474168245,0.2,22.238286474168245,22.0008231518634,20.227447903088514,21.919355192370002,20.960828419947077,1,1,0,0,0,18,4.0399999999999565,52.30284517980632,2.4,7500.0,-5600.0,1871.5082408051023,-1397.392819801143,5.230284517980632,1.798492545145921,120,120,103,26,5,5,2.977825917799773,125.52682843153517,0.7100000000000002,0.2899999999999998,74.7456956487399,373.7284782436995,10983363.327722795,45649086427.41205,1006.0,0.47077575361537066,0.5406055183184981,-1.1044258701211624,CN,230.0,-120.0,50.0,228.192.13.104,11243,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H096,AC096,True,4.005417266141047,21.64427252247899,21.19442502641763,0.30000000000000004,21.69442502641763,21.14427252247899,22.150137087823495,20.66358492295465,22.0744641196743,0,1,0,0,0,18,7.9799999999998725,45.803527257966984,2.4,6600.0,-5000.0,1647.768400009585,-1248.3093939466553,4.580352725796699,1.8081513540387937,120,120,104,41,5,5,1.3644476592496009,109.92846541912076,0.53,0.47,68.42687243110676,342.1343621555338,7180033.6628901465,64789638948.72139,1006.0,0.507152341160469,0.482806799830158,-1.377441746288406,AN,230.0,0.0,50.0,230.200.75.119,11356,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H097,AC097,True,4.0061052719556445,22.86984116486839,21.286262441814088,0.1,21.786262441814088,22.36984116486839,20.866108496594748,20.787576759891678,21.904835627269783,1,1,0,0,1,18,8.649999999999858,135.18456874677585,2.4,19500.0,-14600.0,4867.570539523232,-3644.4374295917532,13.518456874677586,1.804896364592729,120,120,56,30,5,5,3.8565521028717966,324.44296499226203,0.7800000000000002,0.21999999999999975,168.8187273116604,844.093636558302,31186986.320698936,89507325182.06514,1006.0,0.5353266275787705,0.5089203804231098,-0.6217894229020086,BN,230.0,120.0,50.0,228.177.167.181,10020,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H098,AC098,True,3.998085944559432,22.23498724630879,22.642088292320032,0.30000000000000004,23.142088292320032,21.73498724630879,24.800437706632504,24.165086783514802,22.166412818563177,0,0,0,0,0,18,5.949999999999916,43.27432293299587,2.4,6200.0,-4600.0,1550.7420515651788,-1150.5505543870681,4.327432293299587,1.7958075320046087,60,60,105,37,5,5,2.3620280743632835,103.8583750391901,0.53,0.47,63.12567373708452,315.6283686854226,6783562.620576234,61212049080.59785,1006.0,0.44908364193911127,0.5133819925261749,-1.1864926762665355,CN,230.0,-120.0,50.0,230.71.147.18,11983,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H099,AC099,True,3.9874917144838715,22.094973038950183,22.033445119860815,0.1,22.533445119860815,21.594973038950183,22.507535606883554,20.10210033349774,21.200743154541584,0,0,0,0,0,18,8.56999999999986,78.05490241633564,2.4,11200.0,-8400.0,2808.7832657602635,-2106.5874493201973,7.805490241633564,1.7925487866079313,60,60,14,14,5,5,2.3376358332070226,187.33176579920553,0.9200000000000004,0.07999999999999963,105.80347582240584,529.0173791120292,21239275.564660594,18793122744.97621,1006.0,0.5324714247565084,0.42913868897139645,-1.1839250601865887,AN,230.0,0.0,50.0,224.7.221.186,10950,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H100,AC100,True,3.9885480222221514,21.875192078563174,22.184820817010912,0.1,22.684820817010912,21.375192078563174,24.670783629470037,22.72514091636484,22.029794547191887,0,0,0,0,0,18,8.209999999999868,26.19533677478654,2.4,3800.0,-2800.0,952.7276539804315,-702.0098503013705,2.619533677478654,1.7957061412547852,60,120,80,117,5,5,2.7591235004195167,62.86880825948769,0.7400000000000002,0.2599999999999998,41.89808127880615,209.49040639403077,5733335.98605827,20497746244.92335,1006.0,0.5078505820338782,0.5170023082058468,0.9438731135828009,BN,230.0,120.0,50.0,236.158.45.87,10426,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H101,AC101,True,4.006921815114323,22.760225691752876,22.48964534886491,0.4,22.98964534886491,22.260225691752876,24.21381310631566,24.428985899534926,21.765306653218637,0,0,0,0,0,18,3.4699999999999687,45.8867267683414,2.4,6600.0,-5000.0,1647.1496836061158,-1247.8406693985726,4.58867267683414,1.8006653581983285,120,60,79,91,5,5,2.8251884201797304,110.12814424401935,0.5800000000000001,0.41999999999999993,66.94892648091144,334.7446324045572,7871667.842330934,58002291010.440094,1006.0,0.5716767414336654,0.5235680659461747,-0.486062866906489,CN,230.0,-120.0,50.0,228.68.204.213,11856,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H102,AC102,True,3.990798398480373,22.261168470112214,22.263588970930748,0.1,22.763588970930748,21.761168470112214,22.112841623995262,21.65943751223599,21.950045471672777,1,1,0,0,0,18,3.129999999999976,63.48901278686754,2.4,9100.0,-6800.0,2280.245477562866,-1703.9196975195046,6.348901278686754,1.7968533161544151,120,60,107,11,5,5,2.094221228666342,152.37363068848208,0.6400000000000001,0.3599999999999999,91.28577120730895,456.42885603654474,12017945.640284652,68787551838.00833,1006.0,0.3813806168815348,0.4866719576333672,-0.7050622138199122,AN,230.0,0.0,50.0,238.254.219.75,11809,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H103,AC103,True,3.993794273705522,22.11811490443048,21.98071336387854,0.30000000000000004,22.48071336387854,21.61811490443048,20.73258374341426,22.512651192664034,22.007404411243023,0,1,0,0,0,18,2.4899999999999896,53.302608259689926,2.4,7700.0,-5800.0,1927.9911463380877,-1452.2530712676505,5.330260825968993,1.7994796850442176,60,120,9,41,5,5,2.0383310565891732,127.92625982325582,0.8100000000000003,0.18999999999999972,73.56830189869659,367.84150949348293,12769831.506802466,30479710665.488884,1006.0,0.4802992629838735,0.5465189481770066,-0.021866767652108397,BN,230.0,120.0,50.0,233.90.92.187,10682,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H104,AC104,True,4.008194417214902,22.23602118622651,22.241122133325444,0.2,22.741122133325444,21.73602118622651,22.053520655007837,22.943287433441075,21.865796855553036,0,1,0,0,0,18,8.469999999999862,146.46100282434278,2.4,21100.0,-15800.0,5264.215705050893,-3941.9245563888203,14.64610028243428,1.8007933424055707,120,120,105,24,5,5,2.1326196124694574,351.5064067784227,0.8100000000000003,0.18999999999999972,188.31918744042898,941.5959372021449,35088007.6875821,83749916479.02687,1006.0,0.5051291276209715,0.4758686281996849,0.2700968915111021,CN,230.0,-120.0,50.0,226.193.7.237,12518,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H105,AC105,True,3.9999690274906334,21.55703275108957,21.16498146011415,0.4,21.66498146011415,21.05703275108957,20.98030630171952,20.89949682468945,21.75730544931858,0,0,0,0,1,18,5.309999999999929,53.50556767278886,2.4,7700.0,-5800.0,1925.014905635549,-1450.0112276215823,5.350556767278886,1.7966519340003206,60,60,91,70,5,5,2.7274610116106324,128.41336241469324,0.56,0.43999999999999995,77.07928645341926,385.3964322670963,8862141.708911741,70853356845.93114,1006.0,0.509092458232713,0.5093444868828456,-1.2333712017147187,AN,230.0,0.0,50.0,235.110.84.92,10413,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H106,AC106,True,4.007443000946087,21.084656407971153,21.152302271311836,0.30000000000000004,21.652302271311836,20.584656407971153,21.901870890674253,22.19072526297963,21.937565851165157,0,0,0,0,0,18,8.639999999999858,61.89719949063983,2.4,8900.0,-6700.0,2220.8675202364366,-1671.889032088104,6.189719949063983,1.8058326482159612,60,60,83,44,5,5,1.159831196936679,148.55327877753558,0.7500000000000002,0.24999999999999978,86.50616575679955,432.5308287839977,13730424.062363178,46571452896.757355,1006.0,0.49322197891940894,0.526661927158702,-0.2555991817072362,BN,230.0,120.0,50.0,236.76.39.183,12210,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,120,5,5
H107,AC107,True,3.9903605636183164,22.157478612332532,22.534794595287295,0.1,23.034794595287295,21.657478612332532,22.888398689950712,22.28425154660363,21.882819302652383,0,1,0,0,1,18,5.049999999999935,75.12695244051893,2.4,10800.0,-8100.0,2706.5223374719167,-2029.8917531039374,7.512695244051894,1.8008072021040833,60,120,86,48,5,5,1.3086419365418882,180.30468585724543,0.5700000000000001,0.42999999999999994,100.68270139116652,503.4135069558326,12665499.283449013,97223892707.94388,1006.0,0.48347162742179195,0.46636705762107983,-0.3548779167814585,CN,230.0,-120.0,50.0,231.55.79.106,10415,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H108,AC108,True,3.9935191253889064,22.392024074233767,21.50441967728921,0.1,22.00441967728921,21.892024074233767,19.386079927381626,21.12381590862276,21.952919953018167,1,1,0,0,0,18,3.779999999999962,96.91563638924956,2.4,14000.0,-10500.0,3505.679968074929,-2629.2599760561966,9.691563638924956,1.797415166629905,60,120,62,26,5,5,1.0042638336848682,232.59752733419893,0.54,0.45999999999999996,126.48534469737078,632.4267234868539,15478871.640898444,134171557667.45929,1006.0,0.5290836942468301,0.5073283098783742,0.6834717077235615,AN,230.0,0.0,50.0,233.72.76.191,12535,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
