house,name,volume,cooling_power,air_part,material_part,min_coolingtime,min_heatingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,defrost_cycle,heating_power,ventilation_power,standby_power,cop,cooling_power_thermal,cooling_setpoint,heating_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,R_value,surface_area,Ua,U,Um,Ca,Cm,Cp,with_dr,mass_change,schedule,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H071,FG071,0.116,72.0,0.9100000000000001,0.08999999999999986,31.778629207425695,46.313870493805965,55,143,5,5,50400,539.8387834588145,2.8613204656583346,0.4699355753840252,4.0050509392821265,288.3636676283131,4.0008116392384,-99999,0.4997442078866414,7.0003429730176165,-4.000368343785817,2.0703469238648804,5.99738649609999,20.000507811246713,1,0,0,0,0,20.561846029342043,2.2060827989741565,1.4271071319786108,0.6468964504152905,0.16172411260382263,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.06489076600768394,P3,90,BN,230.0,120.0,50.0,233.166.245.123,10355,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P2,0,0,0,0,0,0,0,26.99744522705148,51.98478010302959,5,5
H072,FG072,0.076,72.0,0.9200000000000002,0.07999999999999985,44.38098182457066,38.2602883680437,10,491,5,5,54000,315.58013440313334,3.3828848732062173,0.5255213904528715,3.994201112790269,287.5824801208994,4.000296252427713,-99999,0.5020951049114659,7.001779636382081,-4.000497157937115,2.541387193375876,3.1705813952267228,19.99928267549518,0,0,0,0,0,43.103213106209694,2.037513845835709,1.0765320862157983,0.528355715675761,0.13208892891894025,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.06505191884051098,P3,-399,CN,230.0,-120.0,50.0,237.207.251.104,11246,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,31.80923462228085,37.351419222206665,5,5
H073,FG073,0.098,72.0,0.81,0.18999999999999995,40.98465090557436,32.153982281393716,14,177,5,5,21600,543.8538060761822,4.226643817162514,0.5677426619091623,4.009499995786862,288.68399969665404,3.999468717923,-99999,0.4994300359984459,7.001001147324818,-3.99951491425914,3.4395725251593103,5.137598630131848,20.000806594342748,1,0,0,0,0,43.25823849083837,2.0121033582011636,1.2753673681877784,0.633847840365401,0.15846196009135025,0.01912955404511442,72461.99411145833,983136000.0000001,1006.0,True,0.0651610787350295,P3,-122,AN,230.0,0.0,50.0,231.182.37.193,11942,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,25.103646925933564,56.12992861127018,5,5
H074,FG074,0.076,72.0,0.9200000000000002,0.07999999999999985,56.58721970672519,44.1267867390587,11,368,5,5,36000,469.08800529757457,4.143010364210115,0.5134579448646069,4.007838546897766,288.56437537663913,3.9984641362079825,-99999,0.4987960141523969,6.999954942850993,-3.9988589076653382,3.27590907505338,4.038245293000694,19.999377683225486,0,0,0,0,0,24.349627409153683,2.165786784351018,1.0765320862157983,0.4970628198464989,0.12426570496162473,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.06504553507915252,P4,-561,BN,230.0,120.0,50.0,226.238.20.56,11408,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,48.13008457480992,59.832412579647084,5,5
H075,FG075,0.1,72.0,0.8900000000000001,0.10999999999999988,59.846062699168726,57.89184464505832,5,160,5,5,82800,502.646327388787,3.8465732048015657,0.5176271717698245,4.000233569844414,288.0168170287978,3.999757009761597,-99999,0.49981405654926964,7.0004076798716435,-4.000425990112985,2.2908148357007097,2.446416614275481,19.998518949001557,0,0,0,0,1,31.86267356348362,1.7920113683634935,1.2926608140191305,0.7213463244932528,0.1803365811233132,0.0193889427631488,73940.81031781464,1003200000.0000004,1006.0,True,0.06514095336109624,P1,87,CN,230.0,-120.0,50.0,228.2.54.54,11737,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,9.724189969807473,41.389775536562254,5,5
H076,FG076,0.1,72.0,0.9300000000000002,0.06999999999999984,33.66295743886931,57.47230934370677,38,406,5,5,68400,389.6772177493613,4.573048234578232,0.45694033132047934,3.998990993158585,287.9273515074181,3.998566138951411,-99999,0.5006070553116025,7.001596535072651,-4.000911840821325,4.011567398289639,5.531742488555398,19.99868053291331,1,0,0,0,0,40.5296494440727,2.0694333088578625,1.2926608140191305,0.6246448283624858,0.15616120709062145,0.0193889427631488,73940.81031781464,1003200000.0000004,1006.0,True,0.06541326229038444,P5,-495,AN,230.0,0.0,50.0,228.253.85.82,11104,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,32.887511953502916,38.9960833913702,5,5
H077,FG077,0.1,72.0,0.8900000000000001,0.10999999999999988,49.74571313341495,41.71313758556753,4,879,5,5,64800,562.5697393575916,3.291132112905313,0.5055794716510577,4.010924841059023,288.7865885562496,4.000642230935732,-99999,0.49990570586648736,7.000245631222537,-3.996756208038594,5.4351658093129185,3.7916712938544928,19.999772852127897,0,0,0,0,1,61.32412761429025,2.2761052511934006,1.2926608140191305,0.5679266428217089,0.14198166070542723,0.0193889427631488,73940.81031781464,1003200000.0000004,1006.0,True,0.06493586959368934,P5,795,BN,230.0,120.0,50.0,230.208.41.187,11856,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P1,0,0,0,0,0,0,0,12.930292561902519,49.1231066081652,5,5
H078,FG078,0.1,72.0,0.9400000000000002,0.05999999999999983,38.864915077978694,37.30388940350789,1,94,5,5,54000,377.6599707371672,2.3243540808732606,0.4748273161776592,3.98131651636371,286.6547891781871,4.00017684638899,-99999,0.500017416130031,6.999880879113773,-3.9986267386762764,4.6858074130696314,3.206680686259362,19.998857096605096,0,0,0,0,1,35.16079472023199,2.142291888856274,1.2926608140191305,0.6034008814313607,0.15085022035784018,0.0193889427631488,73940.81031781464,1003200000.0000004,1006.0,True,0.06502986019657608,P3,-400,CN,230.0,-120.0,50.0,233.111.11.126,12652,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,7.011848465749033,58.37573750789847,5,5
H079,FG079,0.116,72.0,0.8800000000000001,0.11999999999999988,31.852919271398996,39.96068938601111,45,168,5,5,75600,568.7422286316399,4.376956935103459,0.5534607773682323,3.998117032336379,287.8644263282193,4.000554715005316,-99999,0.49731153532665434,7.000005868787917,-4.001809011058117,4.946809354875738,4.139991577320149,19.9988198619158,0,0,0,0,0,65.3387739464151,2.0930220379336193,1.4271071319786108,0.6818404709142732,0.1704601177285683,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.06494144247260206,P3,419,AN,230.0,0.0,50.0,226.167.193.39,12998,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,23.598267896818847,50.61057684900697,5,5
H080,FG080,0.116,72.0,0.9100000000000001,0.08999999999999986,46.47649258785158,41.051023203803,11,248,5,5,64800,371.40370100464884,4.0017428322203195,0.5164463269368571,4.012441002200613,288.8957521584441,3.9992997112204622,-99999,0.4992930009921979,7.000299042616066,-4.000174953203923,3.5887873996829223,3.8697498976357934,20.000535789335792,0,0,0,0,0,47.06081921631926,2.0130948972246063,1.4271071319786108,0.7089120010915138,0.17722800027287844,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.06499885046200503,P5,276,BN,230.0,120.0,50.0,227.31.51.201,12543,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P2,0,0,0,0,0,0,0,25.40092748319499,35.45133141625612,5,5
H081,FG081,0.098,72.0,0.8300000000000001,0.16999999999999993,41.634075761752634,43.63031626785178,37,272,5,5,43200,316.3458950292968,4.6586387399942595,0.492244180525577,4.006278652263372,288.4520629629628,3.9982878626463667,-99999,0.4994808560442041,7.0003917355090035,-4.001124011915675,5.074653441906284,2.9639924330971628,19.999887535972892,0,0,0,0,0,27.480890662064752,2.164478687804931,1.2753673681877784,0.5892261149871475,0.14730652874678687,0.01912955404511442,72461.99411145833,983136000.0000001,1006.0,True,0.06488191976161146,P4,860,CN,230.0,-120.0,50.0,226.17.176.238,11772,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,25.708288388588517,43.29665533388741,5,5
H082,FG082,0.076,72.0,0.9400000000000002,0.05999999999999983,30.951238065066413,50.441466535556245,31,426,5,5,61200,416.98270991095615,3.528822464288342,0.516048241417898,4.009135072747903,288.65772523784904,4.000893971011141,-99999,0.5006806839504304,7.0000847734684974,-3.999876997047427,2.9950429539518777,2.348572641280179,19.99980861676386,0,0,0,0,0,29.426650716515987,2.07462198587977,1.0765320862157983,0.5189051757586967,0.12972629393967416,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.06499208274422862,P4,-185,AN,230.0,0.0,50.0,233.84.84.184,11581,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,47.338027670267685,32.410701728851365,5,5
H083,FG083,0.116,72.0,0.8400000000000001,0.15999999999999992,49.61394415529106,47.29631643307471,23,491,5,5,28800,578.0027996838526,2.4143043284556382,0.5018730080130289,4.006451072476419,288.46447721830214,3.998729067322726,-99999,0.50076855711379,7.000070451245531,-4.000328622815609,4.783944825208636,4.824428393907627,19.99933731531233,0,0,0,0,1,44.78113958949467,1.9701565909039054,1.4271071319786108,0.7243622860068477,0.18109057150171193,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.06522048570770426,P4,-53,BN,230.0,120.0,50.0,230.68.143.30,12728,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P1,0,0,0,0,0,0,0,0.5553738521735907,56.570998331309866,5,5
H084,FG084,0.082,60.0,0.9300000000000002,0.06999999999999984,39.18372172386468,31.4429538256983,26,70,5,5,25200,564.6966456103147,4.346079160327264,0.4863346746037148,4.0047533777542395,240.28520266525436,3.9999085480565175,-99999,0.5012155842796159,7.001757070489788,-3.999935600914206,3.783153941712076,4.600411158438556,20.00208171242229,1,0,0,0,1,36.12555864049852,1.9434725507346422,1.1324711628111748,0.5827049949242119,0.14567624873105298,0.01698621813126106,60631.46446060798,822624000.0,1006.0,True,0.06503703671176313,P3,-15,CN,230.0,-120.0,50.0,231.245.121.164,10271,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,15.323205784046149,41.20211757176835,5,5
H085,FG085,0.076,72.0,0.8500000000000001,0.1499999999999999,34.54812546714373,56.72631335609964,5,574,5,5,72000,424.3262028737584,4.047350867499714,0.5190935479069961,3.9899641558259598,287.2774192194691,3.9993249924920673,-99999,0.500656474248137,7.000464822512771,-4.000647594231101,2.4383763187138436,3.9516670565391974,20.000734693260906,0,1,0,0,0,50.638715318241296,2.259329038564187,1.0765320862157983,0.4764830920333494,0.11912077300833734,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.06502955948294323,P4,-377,AN,230.0,0.0,50.0,227.26.242.142,10640,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,41.575755645138756,38.14531221562696,5,5
H086,FG086,0.116,72.0,0.9100000000000001,0.08999999999999986,55.30356176960228,57.354739377521085,48,859,5,5,50400,561.2332556396275,2.820403796033802,0.47863270927661117,3.9937208985890447,287.54790469841123,4.000549467913725,-99999,0.5005952924478921,7.0009411574001605,-3.99906484294328,3.0915737182125604,3.5141150324969117,19.997718632814188,0,0,0,0,0,59.99447776644652,2.1110765628457906,1.4271071319786108,0.6760091780161825,0.16900229450404564,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.06462022607155775,P4,597,BN,230.0,120.0,50.0,238.49.150.204,12676,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,18.927369374697214,59.99816422323427,5,5
H087,FG087,0.098,72.0,0.9100000000000001,0.08999999999999986,59.72927849509959,48.97066059026184,44,74,5,5,79200,574.1298747412368,2.216952928346462,0.4658981315560832,3.9955198285630864,287.67742765654225,4.000891029301433,-99999,0.5010967323206186,6.9997000931459805,-3.999023320005659,2.0607248374317777,4.8183242615492805,19.999425992738445,0,0,0,0,1,64.28117595101911,2.3746050134080017,1.2753673681877784,0.5370861094735869,0.13427152736839673,0.01912955404511442,72461.99411145833,983136000.0000001,1006.0,True,0.06481611124864148,P3,-837,CN,230.0,-120.0,50.0,238.79.33.77,12244,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,25.369610094540363,44.86878751595988,5,5
H088,FG088,0.076,72.0,0.8300000000000001,0.16999999999999993,36.603286397402435,39.327968784651404,1,774,5,5,57600,455.7948538346989,4.357246576295636,0.4905439054291733,4.00538043050819,288.38739099658966,3.9999322861888813,-99999,0.501432395802762,6.99942625836783,-4.0013062532425465,5.520376144712291,4.357093953779133,20.001050565434372,0,0,0,0,1,60.50702933124731,1.7017432905521006,1.0765320862157983,0.6326054535913795,0.15815136339784489,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.0648909193521723,P3,-852,AN,230.0,0.0,50.0,224.83.180.123,11155,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P1,0,0,0,0,0,0,0,31.763158729359407,46.278579104799626,5,5
H089,FG089,0.082,60.0,0.8500000000000001,0.1499999999999999,45.36455718128664,50.43210975385456,5,565,5,5,54000,378.31138793868604,3.5351182340843503,0.4880079492209343,4.008646106990473,240.51876641942837,4.000230894823644,-99999,0.5001775812636261,6.999748048919813,-3.999343903877819,2.6186396018579505,4.456909700562883,19.999170487984752,0,1,0,0,1,26.428317006167575,2.070104530283299,1.1324711628111748,0.5470598929882025,0.13676497324705061,0.01698621813126106,60631.46446060798,822624000.0,1006.0,True,0.06499571848946956,P4,-230,BN,230.0,120.0,50.0,234.177.160.51,11341,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,19.535858433855118,46.11784169391764,5,5
H090,FG090,0.098,72.0,0.8300000000000001,0.16999999999999993,41.64993527656841,44.04688441774403,19,441,5,5,68400,580.3014306672418,4.081158448429299,0.5096348488051841,3.9926736053843883,287.47249958767594,4.000240588590865,-99999,0.4997504910566806,6.998139269914159,-3.997509097855167,3.9123543567374477,4.388954577369426,19.99882239320888,0,0,0,0,1,39.80604051726975,2.0241716613725464,1.2753673681877784,0.6300687795040959,0.15751719487602397,0.01912955404511442,72461.99411145833,983136000.0000001,1006.0,True,0.06531229661887855,P3,528,CN,230.0,-120.0,50.0,235.168.88.67,12361,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,0.7777554751628357,55.980666847336195,5,5
H091,FG091,0.098,72.0,0.8,0.19999999999999996,36.0334056560181,36.84837851774112,43,360,5,5,50400,333.22077396722693,4.469677684183892,0.4766888125087647,4.0186196526722915,289.340614992405,3.998150231380315,-99999,0.49925928974140654,6.997547915423423,-4.000760700650497,4.092084919221753,5.62558675743951,19.998616411479222,0,0,0,0,0,63.116604645566696,2.3220029434330747,1.2753673681877784,0.5492531229534754,0.13731328073836885,0.01912955404511442,72461.99411145833,983136000.0000001,1006.0,True,0.06507017464955626,P4,-293,AN,230.0,0.0,50.0,232.167.134.184,12565,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,53.803942305470144,48.5931749979373,5,5
H092,FG092,0.082,60.0,0.9100000000000001,0.08999999999999986,41.70734973913086,32.23100458183731,42,300,5,5,21600,570.4672965799482,4.84967677888828,0.5231895194792918,4.012768152507478,240.7660891504487,4.000553487996405,-99999,0.5007434731606909,6.999622321091799,-3.9988394568625227,4.175238741374953,4.825834010514804,20.00108403490733,0,0,0,0,0,20.22859267455321,1.9154948891351302,1.1324711628111748,0.591215966816022,0.1478039917040055,0.01698621813126106,60631.46446060798,822624000.0,1006.0,True,0.06488223825707143,P4,59,BN,230.0,120.0,50.0,224.147.30.242,11250,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P1,0,0,0,0,0,0,0,5.14630658445363,47.601015409971254,5,5
H093,FG093,0.076,72.0,0.9300000000000002,0.06999999999999984,53.79596180253942,35.41840270479709,18,513,5,5,75600,574.8425217824752,3.052666326644596,0.514596804019373,4.013444561399651,288.9680084207749,3.998822228501055,-99999,0.49925787393527504,7.000539411933342,-3.999675844961951,5.192896018406748,2.707205303585607,19.999321049618068,0,0,0,0,1,40.23870383231157,2.393297087001595,1.0765320862157983,0.4498113051081823,0.11245282627704557,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.06486903017368893,P4,818,CN,230.0,-120.0,50.0,229.59.208.187,12078,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,51.695657756301586,50.129704668909156,5,5
H094,FG094,0.098,72.0,0.81,0.18999999999999995,48.225712442004806,52.5091273107461,33,66,5,5,79200,392.29079592012596,2.074285566741271,0.5207536800597035,4.010010352643629,288.72074539034134,3.99891745565468,-99999,0.5004250134338101,7.001163662827589,-4.001440070261159,5.129725514417423,3.168845960863437,20.001921401937388,0,0,0,0,1,56.70631098908248,2.0232906294529704,1.2753673681877784,0.6303431398447166,0.15758578496117914,0.01912955404511442,72461.99411145833,983136000.0000001,1006.0,True,0.06487040224519214,P1,-298,AN,230.0,0.0,50.0,237.63.162.254,10113,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,14.735968160338428,47.194535261965164,5,5
H095,FG095,0.116,72.0,0.9000000000000001,0.09999999999999987,37.10168819217518,32.59929088825969,8,826,5,5,64800,439.50481055909046,4.664369788029006,0.47761202417390625,4.008618203282408,288.6205106363334,3.9997761343166274,-99999,0.49995099460046744,6.999058103972709,-4.001896677284058,5.816860010308204,2.7691061226220754,20.000361477097762,0,1,0,0,1,27.97156980866648,2.2476974393128293,1.4271071319786108,0.634919587938361,0.15872989698459025,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.06482942179780228,P3,-410,BN,230.0,120.0,50.0,238.116.59.93,12266,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P1,0,0,0,0,0,0,0,8.853496402955837,36.19300677246845,5,5
H096,FG096,0.076,72.0,0.8300000000000001,0.16999999999999993,52.98735930702673,30.6459137882119,0,487,5,5,75600,382.6466754311424,3.7042923849795724,0.4994713913356757,4.014293236090888,289.0291129985439,4.001384984557631,-99999,0.4987564345120626,7.002633522024526,-3.9995831302721947,3.3758392338773744,5.1575600164226,19.999068591480313,0,1,0,0,1,42.412538512718754,2.1613405649525217,1.0765320862157983,0.4980853566866944,0.1245213391716736,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.0651819037195184,P1,277,CN,230.0,-120.0,50.0,229.181.254.51,12352,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,36.755805510739634,59.74907872481444,5,5
H097,FG097,0.116,72.0,0.8800000000000001,0.11999999999999988,39.07097378574594,41.703229186229755,47,420,5,5,72000,584.2455418230971,4.266267743593664,0.5207733770538001,4.008206740256719,288.5908852984838,3.999236225740863,-99999,0.49918177657208906,6.999634800048111,-3.9999552084002885,5.8317556132971164,3.844692177811007,19.999859781417307,0,0,0,0,0,79.92793561958706,1.7681351628825686,1.4271071319786108,0.8071255874194685,0.20178139685486712,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.0651330176316152,P2,-339,AN,230.0,0.0,50.0,235.58.39.70,12328,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P1,0,0,0,0,0,0,0,35.7672266690873,59.092795597743944,5,5
H098,FG098,0.082,60.0,0.8800000000000001,0.11999999999999988,41.571175031476244,45.75639664188057,12,843,5,5,68400,339.5447541609686,2.8428504786402393,0.4726823397212922,4.004230926402032,240.25385558412194,3.9996738492822934,-99999,0.49915840533576283,7.000665674642926,-4.000720722893011,3.8381412894590676,3.7147508006228196,19.99942913143487,1,0,0,0,1,38.95710091598634,2.0823187468940025,1.1324711628111748,0.5438510144041947,0.13596275360104867,0.01698621813126106,60631.46446060798,822624000.0,1006.0,True,0.06486471585406206,P2,256,BN,230.0,120.0,50.0,233.106.179.174,10744,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,7.471343470888108,33.43019006147425,5,5
H099,FG099,0.082,60.0,0.8600000000000001,0.1399999999999999,47.36362398329912,39.499701156188095,32,744,5,5,68400,533.4375078979016,2.7380020980452677,0.5282050234379764,4.009166931870905,240.5500159122543,4.00108188711637,-99999,0.5003037258797511,6.9991418257374045,-3.9997614965701094,3.629138452969705,2.8534919723090195,19.999283087627468,0,0,0,0,1,38.99719866315667,1.7276288250822955,1.1324711628111748,0.6555060591543612,0.1638765147885903,0.01698621813126106,60631.46446060798,822624000.0,1006.0,True,0.06522015266464863,P3,-437,CN,230.0,-120.0,50.0,224.78.43.91,10539,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,27.621151427490474,57.94285487755043,5,5
H100,FG100,0.076,72.0,0.81,0.18999999999999995,42.45983092983781,33.45493159329156,5,62,5,5,57600,472.29469933635926,2.289281234878784,0.5100356100395904,3.9927765795787464,287.47991372966976,3.998769286769495,-99999,0.4993142175369384,7.00090889071218,-3.9997344645909703,4.580004488861972,4.030284460303045,19.999978466337915,0,0,0,0,0,74.71006234596953,2.2480061806609366,1.0765320862157983,0.4788830633460656,0.1197207658365164,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.06517063847943941,P4,796,AN,230.0,0.0,50.0,234.210.124.118,12567,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P2,0,0,0,0,0,0,0,45.15144337987726,46.014035986669214,5,5
H101,FG101,0.116,72.0,0.9400000000000002,0.05999999999999983,36.74139696591973,48.482844811671924,27,512,5,5,32400,320.95993265678806,3.0171459584553437,0.49335312997877917,3.9972916477373377,287.8049986370883,3.9994539891992242,-99999,0.4992179795557385,6.999494558501292,-3.999694905643301,3.401216501078237,3.348659498148636,19.99984515655225,0,0,0,0,0,40.03307750988474,2.307606460130403,1.4271071319786108,0.618436096724207,0.15460902418105174,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.06488922593281037,P5,-655,BN,230.0,120.0,50.0,226.123.168.156,11192,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P1,0,0,0,0,0,0,0,9.750359735378877,51.647099582514294,5,5
H102,FG102,0.082,60.0,0.8,0.19999999999999996,34.706719274085664,47.65008546809718,18,85,5,5,72000,498.72644381850216,3.946111867171656,0.509648050423322,3.9925934726813397,239.55560836088037,3.999240739625176,-99999,0.5001870539197346,7.001784248982023,-4.000574684241294,5.779141268974152,5.641346189082643,19.999446698644736,0,0,0,0,1,76.98720831876258,2.463758175919886,1.1324711628111748,0.45965191465609134,0.11491297866402284,0.01698621813126106,60631.46446060798,822624000.0,1006.0,True,0.06530708933833002,P1,-861,CN,230.0,-120.0,50.0,235.40.158.55,12779,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P2,0,0,0,0,0,0,0,41.24712050018594,40.11085425990789,5,5
H103,FG103,0.1,72.0,0.8300000000000001,0.16999999999999993,42.38572857585655,46.88192310644797,46,801,5,5,46800,580.3653259921813,4.939559671050817,0.47168530158601035,4.01096913404421,288.7897776511831,4.000367829850423,-99999,0.5004338810574633,7.001141718580616,-4.0005818557827615,3.626838312723549,4.412082137618438,19.998460129938973,0,0,0,0,0,48.305457021188374,2.077209482849274,1.2926608140191305,0.6223064282597096,0.1555766070649274,0.0193889427631488,73940.81031781464,1003200000.0000004,1006.0,True,0.06489036835267373,P5,-578,AN,230.0,0.0,50.0,234.206.250.168,11691,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,32.563541169987296,35.33888323255452,5,5
H104,FG104,0.082,60.0,0.8900000000000001,0.10999999999999988,58.89509069801113,48.19000437414574,53,484,5,5,61200,466.88249179132407,2.839710575914222,0.495054672864582,4.0200239910579825,241.20143946347895,3.9996525290344582,-99999,0.499819376294424,7.000611861208316,-4.000472199777796,5.547344172847548,4.623999067093813,19.997219063089968,0,0,0,0,0,60.99529391352121,2.1268987952252685,1.1324711628111748,0.5324518333234705,0.13311295833086761,0.01698621813126106,60631.46446060798,822624000.0,1006.0,True,0.06467722342850908,P4,482,BN,230.0,120.0,50.0,224.205.40.109,11332,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P2,0,0,0,0,0,0,0,19.786294317967197,52.73351500284636,5,5
