house,name,with_dr,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,floor_area,ceiling_height,heating_power_thermal,heating_power,cooling_power_thermal,cooling_power,ventilation_power,standby_power,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,mass_change,volume,air_part,material_part,Ua,U,Um,Ca,Cm,Cp,mass_fraction_external_heat,mass_fraction_internal_heat,schedule,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,d_priority,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H076,EH076,True,1,19.99880370379294,99999,0.9992836638400141,23.00092047995736,17.000876098144655,21.440753701810838,19.205423644857085,22.230236910030335,0,0,0,0,0,66.25759740713664,56.02504433302353,2.4,4500.0,2400.0,0,0,0,0,4.22882040553757,2.728597510279082,0,0,5,5,1.2322959808501415,134.46010639925646,0.9300000000000004,0.06999999999999962,73.6697442740776,8.46778669816984,368.34872137038803,1541023.8294999925,11802908139.726667,1006.0,0.5047597888888716,0.48705831412987527,P5,-32,AN,230.0,0.0,50.0,228.253.85.82,11104,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,60.53325389536416,P2,0,0,0,0,0,0,0,4.340022209337587,4.913506569769432,5,5
H077,EH077,True,1,19.999371418540907,99999,1.001742863957079,23.00177290308366,16.999920230393784,21.863201226660216,20.47465004145615,21.670573652633948,0,0,0,0,1,40.78735651732683,53.06637555715981,2.4,4200.0,2400.0,0,0,0,0,4.639133715868393,4.236703066780351,0,0,5,5,3.565101511293515,127.35930133718354,0.7600000000000002,0.23999999999999977,69.04467171973381,7.936169163187795,345.22335859866905,1192826.326035064,38330055330.43872,1006.0,0.5293667873409887,0.5650942571298152,P5,381,BN,230.0,120.0,50.0,230.208.41.187,11856,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,68.99288749924636,P5,0,0,0,0,0,0,0,3.748243195880761,3.4882211620924295,5,5
H078,EH078,True,1,20.001060650870553,99999,0.9991971398155003,22.99867661659736,17.000548468839064,18.763721823535032,18.185240576925963,21.688392239139674,0,0,0,0,1,36.30032258111658,56.358522070316184,2.4,4500.0,2400.0,0,0,0,0,2.674239976125908,2.0605469302954162,0,0,5,5,2.553699170294146,135.26045296875884,0.9000000000000004,0.09999999999999964,70.61931964274049,8.117163177326495,353.09659821370246,1500190.124469703,16961660802.282299,1006.0,0.5449307267877278,0.5040940515510559,P3,-775,CN,230.0,-120.0,50.0,233.111.11.126,12652,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,41.624479360434854,P3,0,0,0,0,0,0,0,2.4631562306584365,4.319789213388495,5,5
H079,EH079,True,1,19.998651116872164,99999,0.999747757205936,22.998911052262685,17.000117365755205,18.15872489623519,21.69623433775256,22.30601679573494,0,0,0,0,0,76.92216049325836,28.884383698999677,2.4,2300.0,2400.0,0,0,0,0,3.467932112511382,4.27437678777005,0,0,5,5,3.020301770356175,69.32252087759922,0.5700000000000001,0.42999999999999994,38.59981365205943,4.436760189891889,192.99906826029715,486947.51986151433,37380089707.61905,1006.0,0.5455093510073601,0.4284398431066031,P3,794,AN,230.0,0.0,50.0,226.167.193.39,12998,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,23.9500477240059,P3,0,0,0,0,0,0,0,2.5088938217074066,3.366967757227633,5,5
H080,EH080,True,1,20.00012696298777,99999,1.0011401225968946,23.000516470423772,17.002951450581392,20.293460633739638,20.71515728506316,22.263557407027072,0,0,0,0,1,31.229521905911565,31.745881356063663,2.4,2500.0,2400.0,0,0,0,0,3.618212180338885,3.3448135056894848,0,0,5,5,2.7768414784137194,76.1901152545528,0.7700000000000002,0.22999999999999976,43.09723246281564,4.953704880783407,215.4861623140782,722973.3870499299,21974753041.718094,1006.0,0.5346201254069812,0.39324353915818366,P5,791,BN,230.0,120.0,50.0,227.31.51.201,12543,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,23.02447273411642,P4,0,0,0,0,0,0,0,3.072338527947962,4.828627014770149,5,5
H081,EH081,True,1,19.999220253055576,99999,1.0015508962122288,22.999376710821505,17.001022289183297,19.0564659965056,19.617382614933234,21.860095124294215,0,0,0,0,0,61.03073102890698,36.79507024936563,2.4,2900.0,2400.0,0,0,0,0,3.5944257860750564,4.016372193516224,0,0,5,5,2.180840918092365,88.30816859847751,0.7000000000000002,0.2999999999999998,48.75884085485275,5.604464466075029,243.79420427426373,761784.0467829223,33221533026.74722,1006.0,0.5105638345437036,0.5227548997420373,P4,640,CN,230.0,-120.0,50.0,226.17.176.238,11772,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,60.22807610617923,P1,0,0,0,0,0,0,0,2.5286163551329714,3.996209693355159,5,5
H082,EH082,True,1,20.000976554723287,99999,1.0005486570574682,22.999847812109667,17.001139971578134,20.24731819003902,18.5626186571472,22.157645953862485,0,0,0,0,1,63.5633949973274,24.42163409455369,2.4,2000.0,2400.0,0,0,0,0,3.1051988863487523,2.914892436937383,0,0,5,5,2.281227704062171,58.61192182692885,0.7700000000000002,0.22999999999999976,33.39128342686408,3.8380785548119634,166.9564171343204,556172.6675848324,16904850493.322803,1006.0,0.42374522680218696,0.5156196709037891,P4,-455,AN,230.0,0.0,50.0,233.84.84.184,11581,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,64.63643944942655,P4,0,0,0,0,0,0,0,3.9002300443023508,3.1609880554833083,5,5
H083,EH083,True,1,20.000040149666624,99999,0.999791320866185,22.999430051930457,17.002968999340286,18.28005685915641,20.01351480431143,21.777979223075327,0,0,0,0,0,41.97154318566977,16.186833902001908,2.4,1300.0,2000.0,0,0,0,0,2.1579147804519225,3.7537485264428403,0,0,5,5,2.386097521782026,38.84840136480458,0.9400000000000004,0.05999999999999961,24.19002045511786,2.7804621212779153,120.9501022755893,450022.2233129045,2922953718.6878777,1006.0,0.4856584244161442,0.5280491892235449,P4,-636,BN,230.0,120.0,50.0,230.68.143.30,12728,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,49.544800084233664,P5,0,0,0,0,0,0,0,0.8033084239674287,4.5856740134411655,5,5
H084,EH084,True,1,19.999871306075754,99999,1.0007190911968902,23.000238169933695,17.001448473994643,20.31063864490472,20.13486413593639,21.98957765658267,0,0,0,0,0,67.30450226697867,29.60662338518241,2.4,2400.0,2400.0,0,0,0,0,4.085810296852808,2.710484959810786,0,0,5,5,1.1434280260863976,71.05589612443778,0.54,0.45999999999999996,40.51894918338851,4.657350480849254,202.59474591694254,472853.74835694546,40987883120.420685,1006.0,0.44157085596426887,0.5506917064507612,P3,798,CN,230.0,-120.0,50.0,231.245.121.164,10271,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,66.22264775598772,P1,0,0,0,0,0,0,0,1.0840086964167794,3.9500108627302293,5,5
H085,EH085,True,1,19.999963808985417,99999,1.0014261622351364,22.999609557752013,16.99963392103581,20.67742955047533,20.46037433198024,21.992192749550934,0,0,0,0,0,43.418912257817,37.5950710048071,2.4,3000.0,2400.0,0,0,0,0,4.200457370781402,4.179538171868152,0,0,5,5,2.0970405366924934,90.22817041153705,0.9200000000000004,0.07999999999999963,50.21234871725717,5.771534335316916,251.06174358628584,1022970.0851708474,9051690055.685354,1006.0,0.5443445143695075,0.5069957624026457,P4,-542,AN,230.0,0.0,50.0,227.26.242.142,10640,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,27.59756568813488,P2,0,0,0,0,0,0,0,1.2114671169705604,2.3438788518713283,5,5
H086,EH086,True,1,20.000949649565012,99999,1.000424958579696,22.998921709058738,16.997769610970472,20.694245027164076,20.927127366596217,22.57434970910897,0,0,0,0,0,54.46789238370707,45.8853282218811,2.4,3700.0,2400.0,0,0,0,0,4.198745448856695,4.666609431140798,0,0,5,5,2.3382418884714546,110.12478773251465,0.8500000000000003,0.1499999999999997,58.58043400881094,6.7333832194035566,292.9021700440547,1153551.4391444244,20714472572.485962,1006.0,0.525250212883668,0.45257297923105005,P4,-46,BN,230.0,120.0,50.0,238.49.150.204,12676,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,65.32744121631563,P3,0,0,0,0,0,0,0,1.341828929537721,4.663870640236322,5,5
H087,EH087,True,1,20.00007674578548,99999,0.9989093826621303,23.00085033842687,17.001756110823358,20.8454424086558,18.54886453082453,22.479326913495115,0,0,0,0,0,49.1043012530741,59.54471613690294,2.4,4800.0,2400.0,0,0,0,0,2.5866729082299216,2.687904161922254,0,0,5,5,1.0552383742297473,142.90731872856705,0.9400000000000004,0.05999999999999961,75.01381123727788,8.622277153710101,375.0690561863894,1655446.9950513784,10752346661.137314,1006.0,0.496031732773699,0.4542895432963323,P3,826,CN,230.0,-120.0,50.0,238.79.33.77,12244,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,65.27617805520305,P2,0,0,0,0,0,0,0,1.2282470305711573,2.375787793693877,5,5
H088,EH088,True,1,19.999292703591205,99999,1.000437095224949,23.000023778243786,17.00069241004122,19.08356698954213,19.329810325565422,21.406910821098272,0,0,0,0,0,58.86406595190755,63.137491251449894,2.4,5100.0,2400.0,0,0,0,0,3.231924233084399,3.7591882176220923,0,0,5,5,3.8388193087397027,151.52997900347975,0.7700000000000002,0.22999999999999976,81.11182174416265,9.323197901627893,405.55910872081324,1437878.6774863703,43704276544.183586,1006.0,0.4576052959753519,0.5530226755308262,P3,558,AN,230.0,0.0,50.0,224.83.180.123,11155,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,75.99751979639255,P5,0,0,0,0,0,0,0,0.43322773641152224,3.884625428752568,5,5
H089,EH089,True,1,19.99857944978334,99999,1.0003856352901677,22.999808846090758,16.99868922309877,19.097775581221974,21.831939997904463,22.541357764926683,0,0,0,0,1,54.80278247178159,12.502877254539152,2.4,1000.0,1500.0,0,0,0,0,3.0770022276489293,3.9514291756029136,0,0,5,5,2.8834812577894278,30.006905410893964,0.8900000000000003,0.10999999999999965,19.757471482938847,2.270973733671132,98.78735741469424,329112.3436797083,4139152532.3787003,1006.0,0.4471009655929285,0.555342043917881,P4,-855,BN,230.0,120.0,50.0,234.177.160.51,11341,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,60.1700925460034,P2,0,0,0,0,0,0,0,2.007482151304675,2.8614620321966715,5,5
H090,EH090,True,1,20.001036729648447,99999,0.9999965738332391,22.99956755951741,16.999975186459658,20.27087574682234,19.931545623775317,22.06519805272148,0,0,0,0,1,40.80055481433793,17.08638182803491,2.4,1400.0,2400.0,0,0,0,0,4.762820984922686,3.045580059202801,0,0,5,5,2.7582675884860244,41.00731638728378,0.7900000000000003,0.20999999999999974,24.986951560396506,2.872063397746725,124.93475780198253,399228.370013577,10798866697.4273,1006.0,0.49304150240848627,0.42114150640623826,P3,311,CN,230.0,-120.0,50.0,235.168.88.67,12361,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,77.79150754021563,P2,0,0,0,0,0,0,0,1.2244929788608356,3.6061635087331365,5,5
H091,EH091,True,1,19.999617594200753,99999,0.9982614981536674,23.001410033167115,17.000442923096678,19.55943588967377,20.126334170933344,22.88637367153674,0,0,0,0,1,57.24486046413854,61.385863061575066,2.4,4900.0,2400.0,0,0,0,0,4.265305714494556,4.382418824563948,0,0,5,5,1.9113827270619992,147.32607134778016,0.9200000000000004,0.07999999999999963,80.07744691715277,9.204304243350894,400.38723458576385,1670322.7281139058,14779751477.609238,1006.0,0.4296246578501387,0.4954070362007591,P4,350,AN,230.0,0.0,50.0,232.167.134.184,12565,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,39.98095687190715,P4,0,0,0,0,0,0,0,4.554512123502061,2.347430301507956,5,5
H092,EH092,True,1,20.001819820325696,99999,1.000608322729671,23.000796626608313,17.000051997483066,21.88582472380647,21.456294889375716,21.55907890848689,0,0,0,0,0,54.07669818255859,19.018078800638147,2.4,1500.0,2400.0,0,0,0,0,2.6582980742739704,4.584362191862228,0,0,5,5,3.51807462154615,45.64338912153155,0.8600000000000003,0.13999999999999968,27.212866907649744,3.127915736511465,136.06433453824872,483736.9820792895,8013153394.176061,1006.0,0.5035293921969214,0.39959627397042385,P4,-636,BN,230.0,120.0,50.0,224.147.30.242,11250,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,76.45154545439485,P3,0,0,0,0,0,0,0,0.6143450978185377,4.1365373730603,5,5
H093,EH093,True,1,20.002037915140914,99999,1.0005454307235162,23.00141007259199,17.000725236459377,19.205787962474286,21.05084321376201,22.227923127487532,0,0,0,0,1,76.90751282733271,30.585021276831938,2.4,2400.0,2400.0,0,0,0,0,3.452304970923657,3.00118891057139,0,0,5,5,3.900698241538914,73.40405106439665,0.52,0.48,40.90730708770747,4.701989320426146,204.53653543853736,470388.1014136834,44183366416.68163,1006.0,0.5453076266572661,0.4967909529882151,P4,263,CN,230.0,-120.0,50.0,229.59.208.187,12078,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,31.053566987958817,P3,0,0,0,0,0,0,0,2.193748201507776,3.5874424979245942,5,5
H094,EH094,True,1,19.999032317521745,99999,1.0000630473922152,22.997681727613163,17.001239141097873,19.91063313337041,19.249786339621053,23.108533692452266,0,0,0,0,1,39.866693416777196,39.49402118994875,2.4,3200.0,2400.0,0,0,0,0,4.241456492869208,2.6225567760658715,0,0,5,5,1.1642030751371486,94.785650855877,0.8700000000000003,0.12999999999999967,51.846753924183226,5.959397002779681,259.2337696209161,1016236.5354638258,15451956802.525028,1006.0,0.4943140034498816,0.5359519809392,P1,-533,AN,230.0,0.0,50.0,237.63.162.254,10113,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,22.096562602194794,P4,0,0,0,0,0,0,0,0.2629774409989788,4.529283410606396,5,5
H095,EH095,True,1,20.00072325046254,99999,0.9993788684784104,23.001029547136845,16.999885980496558,19.856771931989524,19.927955597879127,21.56495413097182,0,0,0,0,1,59.50101033667564,58.78808984737553,2.4,4700.0,2400.0,0,0,0,0,2.90770296294326,3.9770230071307022,0,0,5,5,1.148116512193991,141.09141563370127,0.9400000000000004,0.05999999999999961,74.12086030652712,8.519639115692772,370.6043015326356,1634411.4641321409,10615718112.279613,1006.0,0.5531423574422313,0.4424031684568436,P3,573,BN,230.0,120.0,50.0,238.116.59.93,12266,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,30.733003172394977,P5,0,0,0,0,0,0,0,2.477382561580426,4.429542243313813,5,5
H096,EH096,True,1,19.999488488830714,99999,1.0001594097252458,22.999681014578982,16.999970153479328,21.75400518346615,18.53903501285021,21.65800207628811,0,0,0,0,0,77.75597326938757,50.672042517746824,2.4,4100.0,2400.0,0,0,0,0,3.5049264778108835,4.911789863180722,0,0,5,5,3.604255791035516,121.61290204259237,0.7300000000000002,0.2699999999999998,67.94670278904042,7.809965837820738,339.73351394520205,1094045.710192519,41175696373.580894,1006.0,0.45600893346807225,0.534728832676902,P1,622,CN,230.0,-120.0,50.0,229.181.254.51,12352,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,53.348511599458895,P2,0,0,0,0,0,0,0,0.3173299089169457,4.783024636515556,5,5
H097,EH097,True,1,19.99949852786823,99999,1.00030384770931,22.998597772761006,17.001872265009773,19.612432338233265,20.842777633780617,22.22933805597801,0,0,0,0,0,56.25358586166762,43.3572019415445,2.4,3500.0,2400.0,0,0,0,0,3.9893066439206657,2.8203027788829518,0,0,5,5,2.938249300212463,104.05728465970681,0.51,0.49,58.47198782955036,6.720918141327628,292.3599391477518,653996.7955128689,63939039132.00344,1006.0,0.5084105256136807,0.5290092465242645,P2,-412,AN,230.0,0.0,50.0,235.58.39.70,12328,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,38.50449831797914,P1,0,0,0,0,0,0,0,3.3426840871745114,3.8496392222893827,5,5
H098,EH098,True,1,19.999719024677837,99999,1.0002484376428782,23.000996532864928,17.000067672492925,18.85223835038637,19.098792228164143,22.05499542246171,0,0,0,0,0,76.10138402541219,24.610382599380316,2.4,2000.0,2400.0,0,0,0,0,3.347946736645266,3.3201700132639393,0,0,5,5,1.212547563801726,59.06491823851275,0.6300000000000001,0.3699999999999999,33.80459809378592,3.8855859877914853,169.0229904689296,458567.3311706656,27404940764.305138,1006.0,0.5062380159842856,0.49612814458402094,P2,-785,BN,230.0,120.0,50.0,233.106.179.174,10744,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,67.84187732862546,P4,0,0,0,0,0,0,0,0.7828815506129616,3.956748670460695,5,5
H099,EH099,True,1,19.999831486451725,99999,0.9989923639243758,23.000610314645122,17.000283958803127,20.941917076960312,18.455550484595797,22.305808358602068,0,0,0,0,1,51.11899356274791,53.81945903733481,2.4,4300.0,2400.0,0,0,0,0,3.0794754278156615,3.5790228375888704,0,0,5,5,2.591474628826877,129.16670168960354,0.7400000000000002,0.2599999999999998,69.26138541095656,7.961078782868571,346.3069270547828,1177918.5059777424,42113511418.8783,1006.0,0.553527406361097,0.5214676392126238,P3,242,CN,230.0,-120.0,50.0,224.78.43.91,10539,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,73.35275150824467,P3,0,0,0,0,0,0,0,0.838744356992574,3.6309119903122737,5,5
H100,EH100,True,1,20.00025900647277,99999,0.9999915043918428,23.000174369805645,16.999399057345155,21.307471351423125,18.788190335140932,22.229948266346078,0,0,0,0,0,27.627438334936173,23.839714670847634,2.4,1900.0,2400.0,0,0,0,0,4.847812929217215,3.4899518261067106,0,0,5,5,1.6445417469105474,57.21531521003432,0.9200000000000004,0.07999999999999963,33.311558193429995,3.8289147348770114,166.55779096714997,648683.8379469322,5739840421.870616,1006.0,0.44498333702446236,0.4810277487257511,P4,-760,AN,230.0,0.0,50.0,234.210.124.118,12567,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,76.34441098697104,P3,0,0,0,0,0,0,0,1.4001117551214848,3.6945027716642884,5,5
H101,EH101,True,1,20.002410162079478,99999,0.9991288377112233,22.999845285549593,16.999392497688508,21.736372910877854,20.035500490621576,21.918736898463145,0,0,0,0,0,46.15176163789848,36.51180261444744,2.4,2900.0,2400.0,0,0,0,0,4.750321033997008,3.785172830906586,0,0,5,5,1.0611942177819595,87.62832627467385,0.7500000000000002,0.24999999999999978,48.62031781436388,5.58854227751309,243.1015890718194,809913.681442904,27471480287.11023,1006.0,0.5108128726720318,0.5209611566834769,P5,-527,BN,230.0,120.0,50.0,226.123.168.156,11192,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,30.180702775813586,P2,0,0,0,0,0,0,0,2.966377516330514,3.4219197954988823,5,5
H102,EH102,True,1,19.99950312793334,99999,1.0011199060176004,23.000392042330777,17.00240114839018,20.013417377645037,21.970837555512176,21.983995628338338,0,0,0,0,1,75.73362801413282,45.41964867908345,2.4,3600.0,2400.0,0,0,0,0,2.9525812982267756,4.310399642316364,0,0,5,5,2.8967966083335646,109.00715682980028,0.8700000000000003,0.12999999999999967,58.25102680732701,6.695520322681266,291.255134036635,1168711.2384332977,17770346706.393993,1006.0,0.5010948968676341,0.4544794927113075,P1,-859,CN,230.0,-120.0,50.0,235.40.158.55,12779,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,44.544067090336995,P1,0,0,0,0,0,0,0,3.120499983215783,4.434194315259917,5,5
H103,EH103,True,1,20.000155486478008,99999,1.0000023503257365,22.99860713670726,16.99997371670402,20.87236388546314,21.355190058758527,21.779165798814287,0,0,0,0,0,32.08428317916997,27.649086642325667,2.4,2200.0,2400.0,0,0,0,0,3.902760805422222,3.3692575359262142,0,0,5,5,1.0236072708593529,66.3578079415816,0.56,0.43999999999999995,37.385243243174806,4.29715439576722,186.92621621587404,457944.6750773494,36613584109.84706,1006.0,0.538281925200115,0.5198655800581566,P5,-547,AN,230.0,0.0,50.0,234.206.250.168,11691,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,60.946048572250845,P3,0,0,0,0,0,0,0,2.6885587133796114,4.245627165188236,5,5
H104,EH104,True,1,19.99987719393557,99999,1.0007452076327708,22.99994921935217,17.00072812650733,18.487105215678355,19.452055926680682,22.807795684397583,0,0,0,0,1,49.79008879996449,23.199539147097553,2.4,1900.0,2400.0,0,0,0,0,3.997190284688866,3.0119103894536607,0,0,5,5,2.278241134177668,55.67889395303413,0.9200000000000004,0.07999999999999963,32.88574895497929,3.7799711442504935,164.42874477489647,631264.522261342,5585706641.368358,1006.0,0.5197415661607434,0.46755411946841197,P4,-829,BN,230.0,120.0,50.0,224.205.40.109,11332,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,20.990395820278657,P3,0,0,0,0,0,0,0,4.126391269680753,4.745837675411491,5,5
H105,EH105,True,1,19.998371269421984,99999,1.001294915374175,23.001077170776682,16.997694015507125,20.257287559332173,18.255612986294217,21.402941880507395,0,0,0,0,0,56.45686075194003,37.10104726880843,2.4,3000.0,2400.0,0,0,0,0,3.5385670815480696,3.3840748948978145,0,0,5,5,2.062150053139603,89.04251344514023,0.5,0.5,48.48716457870179,5.573237307896758,242.43582289350894,548656.2997390477,55829655930.10292,1006.0,0.4372935453437224,0.5672447473160558,P3,313,CN,230.0,-120.0,50.0,232.113.218.96,10366,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,76.32867030146186,P1,0,0,0,0,0,0,0,1.727478944767595,4.663845617182348,5,5
H106,EH106,True,1,20.00026961450941,99999,0.9993567168477842,22.998875140717168,16.999968634607814,18.98597170693449,18.04915158168563,21.80983180212459,0,0,0,0,0,28.421494946363538,31.973533617693533,2.4,2600.0,2400.0,0,0,0,0,3.4545452542814346,3.978709616318776,0,0,5,5,1.3430257429689492,76.73648068246447,0.8800000000000003,0.11999999999999966,42.21014459322825,4.851740757842328,211.05072296614125,832180.4425144838,11547305613.097223,1006.0,0.48963183957862344,0.4716966519581724,P4,-755,AN,230.0,0.0,50.0,224.12.48.16,12709,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,48.81164695180111,P2,0,0,0,0,0,0,0,4.099209507518566,4.011186954966652,5,5
H107,EH107,True,1,20.000429966768763,99999,1.0013516852089297,22.999879766422755,17.00044675331711,20.352189723087445,21.25080145402334,22.482954395518988,0,0,0,0,0,49.14882484843149,16.89025685701294,2.4,1400.0,2000.0,0,0,0,0,2.607958483547634,3.820390637942474,0,0,5,5,2.3930432674485105,40.536616456831055,0.53,0.47,23.741457484457484,2.7289031591330444,118.70728742228742,264762.407038515,23891471007.327087,1006.0,0.444925932843284,0.49684976403127123,P3,72,BN,230.0,120.0,50.0,227.137.8.200,10504,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,37.1247806627199,P5,0,0,0,0,0,0,0,0.7756263232355814,3.1259806098168026,5,5
H108,EH108,True,1,20.000944734048343,99999,1.0008938948186672,23.000974487367813,17.00010551798567,18.485036684626813,20.809242041995045,20.808126223691545,0,0,0,0,1,47.01443101289496,22.812541623562165,2.4,1800.0,2400.0,0,0,0,0,4.724580119906756,4.423999567603065,0,0,5,5,1.072732287555449,54.750099896549195,0.56,0.43999999999999995,31.575088440447814,3.6293205103963007,157.87544220223907,377838.2301243336,30208915118.91998,1006.0,0.5183632200916485,0.45361740555851177,P3,-406,CN,230.0,-120.0,50.0,235.242.251.23,11391,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,69.42628892149031,P5,0,0,0,0,0,0,0,1.8693694440063306,2.5051394614198266,5,5
H109,EH109,True,1,20.002208672447047,99999,1.0017839254895946,23.000047958581415,16.999354665888934,21.070236741210874,20.702233125579944,22.07886770423406,0,0,0,0,1,40.05591970860428,10.812081996289706,2.4,900.0,1500.0,0,0,0,0,3.62752723153583,4.346388234652286,0,0,5,5,3.9258810933382238,25.948996791095293,0.52,0.48,16.86215044810558,1.938178212425929,84.3107522405279,166286.45363788964,15619220148.496078,1006.0,0.5474653717459116,0.4937160511499355,P3,810,AN,230.0,0.0,50.0,237.168.182.168,11670,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,30.453454128246495,P5,0,0,0,0,0,0,0,3.481651137006879,2.7971749569969404,5,5
H110,EH110,True,1,20.000951581609204,99999,0.9992834552384547,23.000388706540928,17.000181821269493,19.631671916952854,21.32681221073966,21.250206604306516,0,0,0,0,1,32.08936065383836,25.590186180671576,2.4,2000.0,2400.0,0,0,0,0,2.7459887650404413,2.4741057156272106,0,0,5,5,1.4443849965644553,61.41644683361178,0.55,0.44999999999999996,35.64165667379075,4.09674214641273,178.20828336895374,416275.0025241716,34657300948.20712,1006.0,0.3916660882293747,0.4458245587038599,P3,-492,BN,230.0,120.0,50.0,231.8.24.190,12585,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,heater,70.64841722800581,P3,0,0,0,0,0,0,0,2.16005484327295,2.607321504640182,5,5
