house,name,capacity,charging_power,charging_efficiency,soc,target_soc,min_chargingtime,min_dischargingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_coolingtime,min_heatingtime
H072,SG072,6.5177691742800565,5.716120832428599,0.9010136215737913,0.6063204037378813,0.9010494550825228,5,5,5,9,5,5,0,1,0,0,0,71.00500776684018,True,CN,230.0,-120.0,50.0,237.207.251.104,11246,224.0.2.0,10000,9.322759129976067,16.45814165958702,9.161667300532736,18.032474381234785,10.070891711836213,15.248144782557672,10.499098523984921,14.277717618559965,10.26448664111005,16.442414522968427,11.263285814561517,17.349144215799114,8.851270680826357,15.719215214133019,8.418745639977626,15.9588301714649,6.705591922112383,17.007541294830542,10.256438541063126,16.782686987557977,battery,storage,Powerwall,0,0,0,0,0,0,0,58.878813079088495,59.12590463387968,16.84179632927195,42.737325703476955
H073,SG073,6.505845368168872,5.430148062378205,0.9024194559944051,0.6547711028543556,0.8972472404113677,5,5,46,16,5,5,0,0,0,0,0,31.533984140843152,True,AN,230.0,0.0,50.0,231.182.37.193,11942,224.0.2.0,10000,9.754678050264882,15.434990309406755,10.244552726997012,16.37993123573262,10.14403197137895,17.305942274614377,10.512033454192165,16.06923399741311,7.4582195548654795,17.68722727469941,7.503376860901259,16.765897381169125,9.224170799100762,18.730184979535686,8.548919378280917,16.264879534973538,7.7002777645228235,18.237746024749494,8.864886036681616,18.446989027767525,battery,storage,Powerwall,0,0,0,0,0,0,0,38.491403185933756,59.13691464076916,55.819857026369114,55.487528433007625
H074,SG074,9.70461274167142,6.685587850593304,0.8968955831482691,0.8508045512672585,0.9062075940921973,5,5,42,27,5,5,0,1,0,0,1,62.54272360974359,True,BN,230.0,120.0,50.0,226.238.20.56,11408,224.0.2.0,10000,7.328802580649512,19.50690166136671,10.292708426493853,17.207515224217403,8.506322408434741,16.00150240893908,8.78471092115173,17.167818536142907,8.494955734225448,17.45948702766171,8.725527695938705,18.16939001953871,9.240237875815335,18.3476575949306,9.196905656115828,16.57656826870937,11.505410100353934,18.369591751087878,9.952694868117083,15.952293054492575,battery,storage,Powerwall,0,0,0,0,0,0,0,55.122101828084865,41.05750131960114,51.84742017130323,57.01111898174808
H075,SG075,12.438515449653595,5.635487242225726,0.9023262936717436,0.5635991740386943,0.9018959440512159,5,5,17,42,5,5,0,0,0,0,1,58.2822104887487,True,CN,230.0,-120.0,50.0,228.2.54.54,11737,224.0.2.0,10000,9.511810337681299,16.000916598089006,9.683165078805152,16.184225166219473,10.388155594786202,16.05064929141277,8.687423972845068,17.003616113687514,10.057133496760438,15.89408021011545,9.382848907978644,17.436021422125947,10.011691540335953,18.817059949819125,8.045472718669368,16.47017074206864,8.950738396806482,18.802441312204515,9.248553397850158,17.651884263214914,battery,storage,Powerwall,0,0,0,0,0,0,0,16.24820842102712,14.590202641779367,44.54864711198027,13.364627615262323
H076,SG076,10.262997333062252,6.34230521498642,0.902566888279512,0.6093976581001577,0.9007356712140875,5,5,12,8,5,5,0,0,0,0,0,79.22242810263631,True,AN,230.0,0.0,50.0,228.253.85.82,11104,224.0.2.0,10000,9.802387246140157,16.617260425918683,9.266607631038463,16.74982138185916,9.535140047866152,17.732025742763472,8.226560753755736,16.71586168284147,8.178396347026503,16.81196484024187,8.760207182326168,16.79335381978735,9.614269987460872,17.061543855725684,8.25742333401495,17.68461409318905,9.080960202374255,16.156872459730767,9.392491146394157,14.86996689218479,battery,storage,Powerwall,0,0,0,0,0,0,0,48.906465222823584,44.78705086778993,17.578709376664527,31.05121638904199
H077,SG077,12.501115755648724,5.2255402391556425,0.9000137408793448,0.712944982949051,0.8968070489455939,5,5,53,25,5,5,0,0,0,0,0,56.90005789820445,True,BN,230.0,120.0,50.0,230.208.41.187,11856,224.0.2.0,10000,8.914775425229466,17.86364577763758,9.271340201976926,17.407213233385388,8.571377850303628,17.1317639613825,9.028412533322525,16.394006663174796,9.039017968458275,18.342297305092938,9.086711915430799,16.590474759724124,8.405378261315247,17.83846629060065,8.76434792986721,16.94337892992512,7.241601820093814,16.994262044438358,7.5955887043559525,16.435677253356094,battery,storage,Powerwall,0,0,0,0,0,0,0,48.89275884548796,20.41475222105143,46.45371606305343,10.09400134289903
H078,SG078,11.602542120363932,6.903340052225549,0.9000062227501308,0.9360185786080846,0.8999293028059667,5,5,32,32,5,5,0,1,0,0,1,53.190900172942946,True,CN,230.0,-120.0,50.0,233.111.11.126,12652,224.0.2.0,10000,9.738221773538655,17.84753084732746,8.573847190321436,17.471213741111356,8.483083732811203,16.268071848041277,8.483125970134912,17.063964476723545,10.130840333228349,16.546394150692212,9.363031702629797,17.51378676548279,9.877981394910135,16.64483304564704,6.615687574168641,17.691425082587024,8.216137681573299,16.0426429355276,9.29993566053616,16.24215308193395,battery,storage,Powerwall,0,0,0,0,0,0,0,27.799994352051872,30.287249870799638,38.16320478323229,38.13162782126918
H079,SG079,9.121766313824939,6.158816228652905,0.9039312125521871,0.8233946844549328,0.8993523829943789,5,5,40,33,5,5,0,0,0,0,0,73.44018616635041,True,AN,230.0,0.0,50.0,226.167.193.39,12998,224.0.2.0,10000,8.386532949588359,16.298648362666356,10.0266352690518,17.142666826289915,7.51578351779703,16.305801808334458,9.180791569048779,17.125294252429523,8.359393757307458,18.577282468425675,5.9188418117187584,16.790066840871184,8.232521176469108,17.22279620389697,9.318650650566036,17.975963188819186,9.892560896291936,16.46863973434744,7.002468205667558,16.252432504393997,battery,storage,Powerwall,0,0,0,0,0,0,0,30.106644174999243,10.776019075797697,42.11856743877944,34.18011261629764
H080,SG080,7.919027783061925,5.051512077494844,0.9006898671249579,0.7749653794037727,0.8996885217993354,5,5,12,22,5,5,0,0,0,0,1,51.279338377952065,True,BN,230.0,120.0,50.0,227.31.51.201,12543,224.0.2.0,10000,7.134943298414297,18.45172830167724,9.144400111677122,16.84360132744654,10.060052062887442,18.5993652381478,8.264077106226495,15.855937749364962,7.8783293036354145,17.283259236566945,7.743848309727624,18.269544490768705,9.1924150805189,17.427651171991535,7.929030970547654,17.358175709244,8.585494957685682,17.253413348876173,7.805987410056167,16.611082122561083,battery,storage,Powerwall,0,0,0,0,0,0,0,29.2806774605385,23.7898383478465,39.02612376696697,20.58723646505212
H081,SG081,13.234699417741696,5.556384634128168,0.8933531163640243,0.7642752511821084,0.9056276096884557,5,5,31,1,5,5,0,0,0,0,1,70.32775648909342,True,CN,230.0,-120.0,50.0,226.17.176.238,11772,224.0.2.0,10000,9.175293342220565,16.5418884373528,9.457939619039363,17.58992604517282,9.450920551955706,16.44578798046829,10.515069911827997,16.956687245547638,8.452616116545432,16.792951906270932,9.92317245855801,18.43013209138315,9.183808186218513,17.1786527727751,7.454117455741127,16.814026041374817,8.339701243416577,18.00664898847483,5.988376875937032,16.238161429048542,battery,storage,Powerwall,0,0,0,0,0,0,0,4.7955726443803055,10.389194272775608,8.836509325448235,16.79106081134512
H082,SG082,9.891203032018167,6.152327960347516,0.8998106377282016,0.8586948011284475,0.9037304597565433,5,5,3,14,5,5,0,0,0,0,0,51.995710865330345,True,AN,230.0,0.0,50.0,233.84.84.184,11581,224.0.2.0,10000,9.087613580006291,16.949057901282547,8.105115113144935,16.167080899838485,7.808417668830549,16.422703776358805,7.974636741376399,17.543536869016176,8.731856377578753,17.264200537250534,8.915028167911233,16.963321443304274,8.905978308989836,15.50198528220287,8.971613868812861,17.64681675065075,9.763537361056375,16.395505999260276,6.672703225282911,16.591834918048196,battery,storage,Powerwall,0,0,0,0,0,0,0,31.959670322583136,10.830771458774185,8.952475665229073,37.604630148103695
H083,SG083,8.255743997814632,6.06988964346952,0.9019227875271708,0.7756173055140053,0.9017325087942786,5,5,6,58,5,5,0,0,0,0,0,44.33027001211045,True,BN,230.0,120.0,50.0,230.68.143.30,12728,224.0.2.0,10000,9.04578972096437,15.123359054668118,9.857418071140412,17.231441876516207,9.610357895350399,16.638077988593817,9.22228323832621,17.606619606858043,10.472937632314027,17.055089330606766,9.45107592079914,16.416847499093443,9.176606579910112,16.573058789236928,9.023765410429064,18.332706850513397,9.23282980439285,18.301800452642077,8.742773207332439,16.596857475534758,battery,storage,Powerwall,0,0,0,0,0,0,0,2.9908924199976505,57.18827182613894,54.89649080861941,4.925737578684075
H084,SG084,7.898353134422317,6.7621545637037315,0.9004173641909143,0.462696508357942,0.8998987453769172,5,5,25,5,5,5,0,0,0,0,1,23.815333500121824,True,CN,230.0,-120.0,50.0,231.245.121.164,10271,224.0.2.0,10000,8.783380253491481,17.36024411221141,8.618124064642792,17.048388845755294,10.0967752472721,15.662053150383608,9.448779050277523,17.735586430144863,7.118221662780041,17.902243291430153,7.7875341311039845,19.087391710743965,8.85554716681462,15.490425270983929,7.707592379732435,18.981387088147176,8.006772294858369,16.838980796134415,10.14558209748614,16.159520671028314,battery,storage,Powerwall,0,0,0,0,0,0,0,43.3549623805863,53.227111749525555,38.182253473371695,49.7141908367816
H085,SG085,8.126442948379065,6.562339982838689,0.9040418944210885,0.7498057189979752,0.8997683805922555,5,5,55,48,5,5,0,0,0,0,1,72.91541219456201,True,AN,230.0,0.0,50.0,227.26.242.142,10640,224.0.2.0,10000,8.739209803864036,15.371836247035652,10.197875950629749,18.370544787806427,8.373427251028282,17.191551117861874,10.44986970537676,15.848689920727766,7.5071179492860765,18.356518734898778,9.969381912574532,17.248952965370762,9.049333553689676,15.970376633318919,7.786212771850216,16.11144099142033,9.26871638388188,17.00288765746408,8.665087139586568,16.639517567556844,battery,storage,Powerwall,0,0,0,0,0,0,0,44.095360996166235,51.88124242796125,3.098468751336787,28.97583968761269
H086,SG086,11.53887630868531,5.01852545035042,0.894777956044862,0.7752401580043317,0.9012419980133545,5,5,0,1,5,5,1,0,0,0,1,26.23294905417153,True,BN,230.0,120.0,50.0,238.49.150.204,12676,224.0.2.0,10000,10.879175120423639,17.089918013451424,7.745856659895946,20.624713250272954,9.870727712187064,16.73377501347871,7.870147172599773,16.82611674770217,7.897631405392939,19.27497961338608,9.778381866138245,17.169420400808097,7.330567927322298,17.799743509307905,10.178855614198843,17.8057713028634,8.885260536289337,16.36044294673484,10.394769350506799,16.10576209940767,battery,storage,Powerwall,0,0,0,0,0,0,0,47.52841522620351,59.19392402321823,20.833583114524387,31.872054580484253
H087,SG087,11.910805251594198,5.841430753626959,0.8948419345615559,0.7679059320944859,0.8999604056084218,5,5,13,38,5,5,1,0,0,0,1,64.35441572283236,True,CN,230.0,-120.0,50.0,238.79.33.77,12244,224.0.2.0,10000,8.110126231173707,17.071817838873002,8.88679996127665,16.12390632924673,10.332065666809498,16.907542928052873,8.166131076370185,16.4078492132556,8.373444774284994,16.737128014161726,8.898183136041137,17.073628737907793,8.048766389549463,18.421272533379092,10.581481854594918,17.366394920720445,9.1719364199485,15.870725884453554,7.7339554863760736,18.090128568809895,battery,storage,Powerwall,0,0,0,0,0,0,0,19.04187896774016,15.069946552160808,21.482519023191777,7.948047637437567
H088,SG088,7.452670531990352,6.261228135891793,0.9026070392649155,0.6301200056531744,0.9033904712065671,5,5,39,6,5,5,0,0,0,0,1,78.43226408957226,True,AN,230.0,0.0,50.0,224.83.180.123,11155,224.0.2.0,10000,7.663715380440124,16.204282923560232,7.928869232607868,16.996147514163543,7.794718489108668,15.616617416680063,8.625891315928712,17.59091133711579,8.850855656369928,18.80248367585624,9.381419760450674,18.190010453350258,9.46194177249815,15.206450443827316,8.365596197703718,16.276965871770727,7.148194273682792,16.08905955186959,7.079855095899663,16.007124672970715,battery,storage,Powerwall,0,0,0,0,0,0,0,59.87804101262515,44.24518523646529,4.2250501971036725,42.33623875319529
H089,SG089,8.566807946250947,6.637554836248735,0.8975995135370592,0.6750375933570079,0.899682751716081,5,5,51,44,5,5,0,0,0,0,1,67.00182376492003,True,BN,230.0,120.0,50.0,234.177.160.51,11341,224.0.2.0,10000,7.421539858190736,17.549086510117885,8.393311400955582,16.120202039032442,9.491206741551474,16.553358250833913,9.164197887318684,17.764990362751494,9.993621736761922,17.690362224139182,9.881134150561035,17.167568729592816,10.122718859050387,18.112436390862097,10.337053205317472,16.79172911844151,5.954912623232123,17.526156357639238,9.17647193542387,16.38913214472976,battery,storage,Powerwall,0,0,0,0,0,0,0,39.841423801422856,26.25119620483395,18.37324555594723,37.73197842567142
H090,SG090,8.421853358953676,6.930969677396986,0.9040984857037556,0.4776371858014043,0.9025242228152244,5,5,32,13,5,5,0,0,0,0,1,42.96507571282132,True,CN,230.0,-120.0,50.0,235.168.88.67,12361,224.0.2.0,10000,8.921904079355116,16.304005331799196,8.496671799513368,14.875029671869262,9.254140203601244,17.156626968159024,10.401965852610727,16.997818310179934,11.544737388075013,16.715035234612536,9.00468278590367,16.919079987962476,8.559161410426132,17.829144891210234,7.160280641226371,16.51870556043495,10.275313097820916,15.610566908754375,7.547623598867787,16.84600404905054,battery,storage,Powerwall,0,0,0,0,0,0,0,6.453248270468932,56.36200287192119,5.496764949454476,17.013434074633118
H091,SG091,8.235387107323183,6.141515068533856,0.9004217249204888,0.7332692072459285,0.9048149604856698,5,5,6,5,5,5,0,0,0,0,0,53.459379898710324,True,AN,230.0,0.0,50.0,232.167.134.184,12565,224.0.2.0,10000,7.204659751697436,15.634114251961027,9.791721637811047,17.58596894901371,10.351789643417627,17.11979207015489,9.575184761836093,18.58974312451907,8.665983452667849,15.769669415589545,7.840991199976449,17.758817869382987,8.663491548773917,17.713524098751254,8.347333758350874,15.786611654912662,10.1244668053552,15.5800813619656,8.535119836039911,17.057402232977164,battery,storage,Powerwall,0,0,0,0,0,0,0,58.134309035502866,59.6080837718792,31.989900938295566,33.21912673584797
H092,SG092,11.953137201435,5.6544727299447395,0.902600179762838,0.6149464076220871,0.9056515009481363,5,5,26,16,5,5,1,0,0,0,1,64.82630248659167,True,BN,230.0,120.0,50.0,224.147.30.242,11250,224.0.2.0,10000,7.06865584439736,17.9122557854902,9.319912702509182,17.144050688553158,10.661613882590292,17.290007227586134,9.025451690615961,16.41882538422708,8.916163520998069,15.946556934249427,9.914314701462,17.30894651191261,9.71722937148228,18.016732037444772,9.48012111016367,17.686659879377213,8.898023833698655,17.287056313905214,8.92131488983479,16.958259003506,battery,storage,Powerwall,0,0,0,0,0,0,0,18.910039489172334,26.983802940251515,54.098619922124364,5.872330252996309
H093,SG093,7.193695408929291,6.277500408111613,0.9005247768069947,0.8585014831859489,0.8970404486564104,5,5,53,48,5,5,0,0,0,0,1,60.24010740365054,True,CN,230.0,-120.0,50.0,229.59.208.187,12078,224.0.2.0,10000,7.853471623187883,16.248736769957617,8.710822790202478,16.50068652758115,8.435475185123316,18.12387007305682,9.370247802071681,17.70080926637194,8.206277738722328,17.591389678824658,9.696144737930558,16.913843016306803,8.131673734306306,15.541398840840145,9.087990514705687,16.648375075695494,7.277737107493296,18.25084048902667,11.382608278261433,16.742688827339173,battery,storage,Powerwall,0,0,0,0,0,0,0,7.084854339966624,53.96205637003692,15.258278204177593,28.523291714642056
H094,SG094,7.301388569658004,5.177350466551469,0.9012124199096999,0.8396449685326303,0.8957810590547007,5,5,20,30,5,5,0,0,0,0,1,47.21390463998759,True,AN,230.0,0.0,50.0,237.63.162.254,10113,224.0.2.0,10000,8.75566281687076,16.673948595912556,11.394673109510414,18.79431088973942,8.161499885887443,16.4233204538572,7.989894319236733,17.274860155698487,8.899944031753655,18.718790497556157,8.572615049466105,15.672082725868576,8.559431613622472,16.522379512721994,9.201550032462702,17.17618379219182,9.858515845623335,17.43542098704708,9.36927405901115,16.14496334233538,battery,storage,Powerwall,0,0,0,0,0,0,0,25.198454588197986,24.520338778556162,12.562911929946257,34.79243125762787
H095,SG095,7.466201221066356,6.492504108249998,0.9009486797680596,0.729957767697341,0.9011021764614523,5,5,2,8,5,5,0,0,0,0,1,63.54008547631763,True,BN,230.0,120.0,50.0,238.116.59.93,12266,224.0.2.0,10000,7.688720093009227,17.112731068553675,8.038003795214863,17.88427973784041,9.450195999518352,16.915655664137628,8.179397710592452,16.898601639965467,9.37329447691526,17.547944132337385,8.322144810529025,16.302934078130765,8.416516345516287,18.897240257136808,9.286201610831753,16.712403951296874,8.713512505568753,19.600443664887706,8.911202750867876,19.00734312231264,battery,storage,Powerwall,0,0,0,0,0,0,0,39.58452250192053,45.553543072847425,57.61413507824264,56.72430561891871
H096,SG096,7.085297443322947,5.004195348030964,0.899795040190145,0.6843182379385523,0.9008716123467074,5,5,50,59,5,5,0,0,0,0,0,74.56829497456,True,CN,230.0,-120.0,50.0,229.181.254.51,12352,224.0.2.0,10000,8.89427602450507,16.232962992640072,6.754519679138243,16.266594770475393,9.191287716177788,17.03533576234086,9.716507155241736,18.456908283971046,9.448450104547627,15.925840894364491,10.258625380609288,17.55589313462339,8.042950460539,16.127772477873485,9.332160182483634,15.772932455327362,8.380479102304376,16.83267670388997,8.199466848535346,18.090370977590723,battery,storage,Powerwall,0,0,0,0,0,0,0,58.9729105020375,42.474280458571656,33.062986770293364,10.017090561492129
H097,SG097,8.705348111437177,5.465884151974138,0.8959441771926216,0.6803984687939246,0.8996743310974696,5,5,26,32,5,5,0,1,0,0,0,42.75074996479373,True,AN,230.0,0.0,50.0,235.58.39.70,12328,224.0.2.0,10000,10.387749655893522,16.786650831343135,9.239032002333214,17.864384371210257,8.421761519094272,14.966984657020737,8.581346613246623,18.326679628332112,8.723252624783663,17.008612590481533,9.458785185022418,17.69459114588235,11.102395294722804,18.05872164480605,7.821054473457953,16.68649229617901,9.318721680185826,17.397353581721283,9.731639942965721,18.8578231248558,battery,storage,Powerwall,0,0,0,0,0,0,0,18.96618731963749,57.44933581783962,9.518732885786187,18.70738958733581
H098,SG098,10.308271643672338,5.195911780006059,0.8984625389756439,0.8928731032440864,0.8975881596234507,5,5,0,58,5,5,0,0,0,0,1,69.3165714719901,True,BN,230.0,120.0,50.0,233.106.179.174,10744,224.0.2.0,10000,8.614696888913187,17.88686890214752,8.150256562139369,16.721534404506787,10.514667972694443,16.774675105571255,6.706933162235544,16.23677349735601,9.697765307264834,16.41111862144451,7.755635505649329,17.28267346956584,8.063698940578325,18.128594564285258,7.8395418467279026,16.37354721346805,8.966729893296728,16.872519214692392,8.324505616717737,17.329646025617684,battery,storage,Powerwall,0,0,0,0,0,0,0,45.8855239177582,22.19069422374536,53.666500124749234,6.225042824866176
H099,SG099,9.351122148173728,5.280765695261493,0.8976666264382622,0.7155307296052943,0.9040198986961765,5,5,47,39,5,5,0,0,0,0,0,67.01493045350314,True,CN,230.0,-120.0,50.0,224.78.43.91,10539,224.0.2.0,10000,7.598686254630028,16.732847892273742,8.744030662871925,16.79391620735062,9.18476778531338,16.94841729236293,9.642498794368574,16.71143040741573,9.66802062298127,16.476323343349108,9.166583274493117,17.072838597560878,10.381521917718143,17.148434836661863,9.660132702635737,16.73892701812683,9.340403783556846,17.21476334130744,8.36550795916278,16.522909899249434,battery,storage,Powerwall,0,0,0,0,0,0,0,34.72789289188654,34.68170781137934,49.22409568767496,7.969085342086483
H100,SG100,8.729010503671097,6.970976230849534,0.9014808913858897,0.8546554915436955,0.8996569470932085,5,5,44,19,5,5,1,0,0,0,0,38.834672140814575,True,AN,230.0,0.0,50.0,234.210.124.118,12567,224.0.2.0,10000,9.775572051117503,14.998166664364984,8.829523443143023,17.6057618761388,9.017215042770141,17.33864575367291,8.013284728013685,16.904862137981628,9.06116572493907,16.66449336692304,9.150642744551032,16.987598140608345,7.241582591117223,15.992790051041581,7.943534289011033,18.126721329938793,7.9709098475497955,17.408642617477234,9.302854185239445,18.31062198697671,battery,storage,Powerwall,0,0,0,0,0,0,0,5.676303232082278,45.78156047136807,22.537337542250953,14.73590092301289
H101,SG101,9.045949016458762,5.4360486175864455,0.9004174591917945,0.6035456276857663,0.9019392301707361,5,5,1,35,5,5,0,0,0,0,0,64.01006315672106,True,BN,230.0,120.0,50.0,226.123.168.156,11192,224.0.2.0,10000,9.68554235338384,16.0418960578696,8.180181828844324,17.951047166214998,10.521628670313394,16.928687500897805,8.038059682810495,16.731640526486228,8.793878479162201,17.811405033606576,7.7985434557191935,16.200710698461,8.42819568111279,17.28751133288441,8.419552865434278,18.108862947835355,9.341487984296426,18.56206584935815,9.689693640189477,17.266133675362966,battery,storage,Powerwall,0,0,0,0,0,0,0,5.483689279511063,42.838289002269725,14.349247764685831,20.218984068235134
H102,SG102,12.321489105408212,5.111770208448578,0.8983355978550297,0.7128652611817614,0.9024201207548272,5,5,36,21,5,5,0,0,0,0,0,44.71709857026624,True,CN,230.0,-120.0,50.0,235.40.158.55,12779,224.0.2.0,10000,9.797536633805143,16.03163577936269,8.688878920178928,17.81392832177038,9.97700915744722,16.94508425811898,10.488803471013313,15.261726473313729,8.91583372213249,17.573806678329234,9.245099396623083,18.630241494366782,10.254714014199465,18.186155477024464,7.74678640596901,17.85572684345449,8.90649353930375,18.102436907254994,8.79637109501005,19.226136086532897,battery,storage,Powerwall,0,0,0,0,0,0,0,5.968234867472352,21.876473430550227,21.038991595681992,55.39049431100932
H103,SG103,9.031709268522443,5.801959567947519,0.9040308374271127,0.8703983018648142,0.9005974028268872,5,5,33,28,5,5,0,0,0,0,1,58.543143422859906,True,AN,230.0,0.0,50.0,234.206.250.168,11691,224.0.2.0,10000,8.950348257770006,18.971591276528766,10.937634994745352,16.666535880430448,9.464623301065508,17.421196103307018,10.321423259134942,16.610840391797154,9.269594279665995,16.43819779488375,9.299240409583176,17.796334925202242,7.294759589898625,17.38529281967027,11.590151851119199,17.278896944507625,7.767222469233124,16.839641611185925,9.372008725996475,16.292731715275657,battery,storage,Powerwall,0,0,0,0,0,0,0,48.57784868346604,39.10647224560226,36.574248584411926,25.02634231830738
H104,SG104,13.28488756432131,6.588866591791625,0.8995703455658994,0.7952820448280558,0.9019021995706986,5,5,22,53,5,5,0,0,0,0,1,70.82322114852859,True,BN,230.0,120.0,50.0,224.205.40.109,11332,224.0.2.0,10000,10.481495972175427,18.853028843724235,9.533889657096882,18.41772994953967,8.009774190260888,15.958889505814934,7.984319560605988,17.253551325384617,9.730898189401241,16.763216975652952,8.38619892297052,15.497535905845476,10.505574751374152,17.2561974981995,10.205494746442614,17.764692282090238,8.61838297165917,15.692622367857936,7.906596989538816,16.657175467528404,battery,storage,Powerwall,0,0,0,0,0,0,0,9.214823670570254,8.03275350377535,46.52465789274482,16.643153212472974
H105,SG105,7.51058661550308,6.369815267050065,0.8960131753192401,0.9104263325958719,0.8958537313124552,5,5,1,45,5,5,0,0,0,0,1,75.23484721447458,True,CN,230.0,-120.0,50.0,232.113.218.96,10366,224.0.2.0,10000,8.698435450502338,17.604994104131748,8.070413383597103,16.483738093290693,8.762199618177313,17.97641735544274,9.790023193264059,14.993091400142209,8.504183004837188,17.935446501386693,8.817586186095662,17.37113004862924,9.259940160395471,16.74212441227648,8.755343877931123,17.225341027928252,8.179226766099966,17.36424123609218,9.876688137815973,17.248965010377134,battery,storage,Powerwall,0,0,0,0,0,0,0,13.782465984212704,58.138730371271606,37.16644683329184,11.44496912936491
H106,SG106,7.78213312217293,6.132506887887103,0.9042311436114578,0.9267750498814669,0.8980504679326019,5,5,30,27,5,5,0,0,0,0,1,24.63927030276356,True,AN,230.0,0.0,50.0,224.12.48.16,12709,224.0.2.0,10000,8.242027998390537,17.38703913176089,7.071349543235851,18.658316385974626,9.622479119744566,14.755971605772574,11.217920291526271,17.691415804120016,8.855356873009566,19.002352231155687,10.128711255582413,17.190406237045625,8.605576975474552,17.830039223844782,9.577133214552,16.711002007423836,9.007143074818808,18.520446332505266,10.287233978242819,16.621827738471126,battery,storage,Powerwall,0,0,0,0,0,0,0,49.86929572487489,37.99844553769149,50.65331641956157,8.124159294724858
H107,SG107,12.858242504373596,5.253624903395319,0.9006496115917754,0.6875986378834245,0.9037738514947887,5,5,9,55,5,5,0,0,0,0,0,31.186434948244127,True,BN,230.0,120.0,50.0,227.137.8.200,10504,224.0.2.0,10000,8.330447995212818,17.155911341235985,7.957730299589228,16.922826521522296,7.071115665877178,16.93743040808395,9.160542315508534,17.515417357269577,9.199750885688601,18.856325233631487,10.80345641581207,16.045893826786397,7.932905255867192,17.213979344248102,8.80000096664569,16.52429269789649,8.256569567305213,16.302071878533212,8.854078515379717,15.667808189016998,battery,storage,Powerwall,0,0,0,0,0,0,0,53.93600184043338,57.873342053233145,12.072018534844194,36.337768480922286
H108,SG108,11.205366954843614,5.875679644872466,0.9015692225013997,0.8811531865623253,0.8980032217694408,5,5,9,25,5,5,0,0,0,0,0,41.192593208117714,True,CN,230.0,-120.0,50.0,235.242.251.23,11391,224.0.2.0,10000,7.794427583193446,15.440706430122514,8.081801589937594,16.416937896610847,10.063330768820776,17.694960822014668,9.112986976340622,18.462221538597024,8.555853532016048,18.01432239395669,7.850799786725881,19.07583371103522,8.596932698731473,17.448107570562925,8.02128071415718,16.975339106596238,9.857254106341635,17.135326256642294,7.067981837777092,16.28041333968066,battery,storage,Powerwall,0,0,0,0,0,0,0,51.12978389056691,17.667918377138662,54.87660878248554,44.56547049871033
H109,SG109,8.993792444755494,5.2802420582390415,0.8989247766514338,0.7759345900973231,0.899815830810616,5,5,8,32,5,5,0,0,0,0,1,61.1847085523206,True,AN,230.0,0.0,50.0,237.168.182.168,11670,224.0.2.0,10000,9.895143140306862,17.907816886961815,9.968202099851473,15.517020207594788,10.2710798162456,17.082760370891474,9.078541970621139,17.767486187509572,8.435205842122993,16.32855907991973,8.207910469346936,18.12823626364498,9.330336214236986,16.78665632868081,12.141040145953248,18.888117141322674,9.725927268776436,17.180160920418018,9.042364686766424,18.03122918793198,battery,storage,Powerwall,0,0,0,0,0,0,0,31.58147013023584,17.660436799820147,17.319622712123746,52.096388993608926
H110,SG110,9.407161462514866,5.824863611064471,0.9017694201307417,0.6560867482570407,0.9009307310702771,5,5,39,10,5,5,1,1,0,0,1,67.68318937726104,True,BN,230.0,120.0,50.0,231.8.24.190,12585,224.0.2.0,10000,11.383891593072764,17.96594473567564,7.8671576245387635,17.01379262448431,10.139497162881462,16.88179674014717,8.855943825131662,18.144018744867896,8.313333276575264,17.100348542282983,8.52443190436274,18.754823185364312,8.800988721976028,16.92990594865815,10.73940372646947,17.122171805237784,9.178847920362804,17.721195440735947,8.958014092898932,16.018351209516844,battery,storage,Powerwall,0,0,0,0,0,0,0,20.363591042373677,15.989755148999611,52.69962514841428,13.506605545366916
H111,SG111,9.135615436869799,6.31620900732091,0.8991425734588013,0.7580757032821721,0.8991020331393559,5,5,49,39,5,5,0,0,0,0,1,69.24216108032304,True,CN,230.0,-120.0,50.0,228.140.194.234,12240,224.0.2.0,10000,9.425739118705682,16.325359285518743,10.371015956750963,15.87441327582634,8.70723946331095,16.65558557016962,9.431042671680506,17.93252045452548,10.599309642920135,19.36083080612177,9.579941298928155,18.41182881057407,8.684036788071667,16.987679694685742,10.37674727475162,16.267546994735582,10.687939452219206,15.822512467388627,9.243628073514387,16.89835617842447,battery,storage,Powerwall,0,0,0,0,0,0,0,2.372081089926432,24.193691729290283,59.09984094226637,39.11127125321854
