house,name,type,volume,cooling_power,air_part,material_part,min_coolingtime,min_heatingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,defrost_cycle,heating_power,ventilation_power,standby_power,cop,cooling_power_thermal,cooling_setpoint,heating_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,R_value,surface_area,Ua,U,Um,Ca,Cm,Cp,with_dr,phase,voltage,angle,frequency,mass_change,schedule,schedule_skew,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H063,FZ063,FREEZER,0.238,80.0,0.8200000000000001,0.17999999999999994,48.22932341958843,37.5254121788724,15,814,5,5,25200,415.1297270160518,2.724524132336324,0.5030343518249035,3.9984686690315416,319.8774935225233,-9.99982463019696,-99999,0.4995568403504102,-4.999053525409423,-19.998979755902898,-10.880526275375871,-9.387631083399654,19.999369255860458,0,0,0,0,1,60.7606017194903,2.1399392292735366,2.304283385281897,1.076798515471933,0.26919962886798326,0.0345625226530958,175979.1285563988,2387616000.0000005,1006.0,True,CN,230.0,-120.0,50.0,0.06485284123681938,P3,40,235.9.227.145,12222,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P1,0,0,0,0,0,0,0,4.980414801224766,52.15047090923949,5,5
H064,FZ064,FREEZER,0.138,72.0,0.8400000000000001,0.15999999999999992,59.457854701194,59.15474353656731,57,726,5,5,54000,594.542772804325,2.4381982410643896,0.4710643370733734,3.9871140874885933,287.0722142991787,-9.999687636531634,-99999,0.500363587643913,-4.999675269847781,-19.998745890747525,-11.531397425813434,-11.95465832645734,19.99827336249223,0,0,0,0,0,58.99528947231609,2.2292621116636866,1.602275927727259,0.7187472120680726,0.17968680301701814,0.02403293726904543,102038.31823858418,1384416000.0000002,1006.0,True,AN,230.0,0.0,50.0,0.06513572637531945,P5,730,235.192.201.143,12718,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P4,0,0,0,0,0,0,0,17.95823172294473,57.81406557082609,5,5
H065,FZ065,FREEZER,0.238,80.0,0.8500000000000001,0.1499999999999999,54.84512027964716,38.48273635077178,48,289,5,5,36000,551.5159487946922,4.083711719707608,0.49568600827465537,3.9953264975371616,319.62611980297294,-10.000159198823491,-99999,0.4984904603785045,-4.998808375881318,-19.999968174822786,-11.41465727053285,-9.665016397416705,19.999994662308804,0,0,0,0,0,58.02016315844026,2.2673015645804466,2.304283385281897,1.0163109404056243,0.2540777351014061,0.0345625226530958,175979.1285563988,2387616000.0000005,1006.0,True,BN,230.0,120.0,50.0,0.06492884297727755,P3,893,225.211.28.162,10948,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P3,0,0,0,0,0,0,0,28.781068525932984,53.36877895561476,5,5
H066,FZ066,FREEZER,0.118,72.0,0.9400000000000002,0.05999999999999983,49.6634959514472,59.88004274690968,29,100,5,5,32400,366.5589107671358,2.6608633276453975,0.5053245321612007,3.991018512303923,287.3533328858824,-10.001014154298732,-99999,0.5003554850297485,-4.999315536291694,-19.998486066375065,-8.969473504537968,-10.644485872088904,19.999484152280214,0,0,0,0,0,55.47334569657294,1.76675566176319,1.443463883258394,0.8170138715264357,0.20425346788160892,0.021650875705090653,87250.15617502124,1183776000.0,1006.0,True,CN,230.0,-120.0,50.0,0.06454975075542047,P5,-592,224.63.215.205,11137,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P1,0,0,0,0,0,0,0,10.737386366920694,42.290493467462206,5,5
H067,FZ067,FREEZER,0.188,72.0,0.8800000000000001,0.11999999999999988,59.582721374053804,51.619117693143025,48,824,5,5,72000,381.12437591085444,2.277468590525751,0.5042652224378538,4.009122260120661,288.6568027286876,-10.000792601412178,-99999,0.4998452996310967,-5.000612559689365,-19.999814815731888,-10.64184731301441,-9.230881250197577,20.00203060670736,1,1,0,0,0,37.881606701287055,2.0254329079925544,1.9690488163214528,0.9721619553782282,0.24304048884455706,0.029534255532045188,139008.72339749147,1886016000.0,1006.0,True,AN,230.0,0.0,50.0,0.06515894020223098,P3,320,232.89.143.189,12268,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P2,0,0,0,0,0,0,0,14.862150990655094,50.04703508388026,5,5
H068,FZ068,FREEZER,0.09,60.0,0.9400000000000002,0.05999999999999983,38.45558575305098,45.69218685064915,34,270,5,5,64800,472.9743141569809,4.805962815781575,0.5229122780813296,4.011632117538033,240.69792705228198,-9.999751618082033,-99999,0.5008262453529818,-5.000585033369792,-20.000622241438652,-10.766239039211172,-11.300697317486343,20.000942916902403,0,0,0,0,0,68.76125361853065,2.1173639346796937,1.2049793101479054,0.5690940940345193,0.14227352350862982,0.018073785962920433,66546.72928603314,902880000.0,1006.0,True,BN,230.0,120.0,50.0,0.06482451268617634,P4,-409,232.232.25.177,10980,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P3,0,0,0,0,0,0,0,18.933393427533485,41.089862849675285,5,5
H069,FZ069,FREEZER,0.188,72.0,0.9200000000000002,0.07999999999999985,51.581041070132365,49.019270542532894,59,2,5,5,79200,300.2241967072472,2.8650577180584604,0.5085478466369793,3.9870005609051704,287.0640403851723,-10.001353715166864,-99999,0.5005352237348397,-4.998767297944334,-19.9997267414893,-10.132849880130006,-9.65209637378339,19.999746702134658,0,0,0,0,0,58.36460533608272,1.9255830147202793,1.9690488163214528,1.02257280068888,0.25564320017222,0.029534255532045188,139008.72339749147,1886016000.0,1006.0,True,CN,230.0,-120.0,50.0,0.06472379167413927,P4,290,228.53.207.29,10910,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P4,0,0,0,0,0,0,0,2.473193191444363,38.99961002104654,5,5
H070,FZ070,FREEZER,0.188,72.0,0.9200000000000002,0.07999999999999985,42.320173973986485,40.28389795335913,11,660,5,5,57600,571.7217908187566,2.3548527137334583,0.4867776768334243,4.002259493200111,288.16268351040804,-9.998230108325263,-99999,0.5000656709121102,-4.9996749223163475,-20.000789336137696,-11.021517532735531,-8.658100717507242,19.99938211411741,0,0,0,0,0,34.718945161771444,2.150241607113884,1.9690488163214528,0.9157337528057448,0.2289334382014362,0.029534255532045188,139008.72339749147,1886016000.0,1006.0,True,AN,230.0,0.0,50.0,0.06501907343953371,P4,525,234.204.149.146,10400,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P4,0,0,0,0,0,0,0,34.7781879823083,58.91048904049369,5,5
H071,FZ071,FREEZER,0.318,80.0,0.8600000000000001,0.1399999999999999,51.851034602588385,35.11610659376284,51,213,5,5,82800,518.1151713035576,3.7150675958563584,0.48666727853400604,4.011664880127757,320.93319041022056,-9.999501781279161,-99999,0.5006974918593229,-5.000414199520155,-20.000259789682342,-11.325340331458284,-11.011631400057919,19.999862502868535,0,0,0,0,0,42.24864094381748,2.1697930062912603,2.795348740357558,1.2883020326144083,0.3220755081536021,0.04192813469862844,235131.77681065048,3190176000.0,1006.0,True,BN,230.0,120.0,50.0,0.0646756628390079,P3,602,233.166.245.123,10355,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P1,0,0,0,0,0,0,0,36.96747599902383,30.21664743269574,5,5
H072,FZ072,FREEZER,0.138,72.0,0.8,0.19999999999999996,52.02710096902886,49.86725357806036,15,265,5,5,36000,563.914367798488,3.0664196333057374,0.4977308201578962,3.9980520913359543,287.85975057618873,-10.000297137149198,-99999,0.5013203052796277,-4.999719216534924,-19.99899787515653,-9.237176760015823,-9.051612083302233,19.999751698468447,0,0,0,0,1,49.30552581378528,1.9792200426317053,1.602275927727259,0.8095491624047845,0.20238729060119612,0.02403293726904543,102038.31823858418,1384416000.0000002,1006.0,True,CN,230.0,-120.0,50.0,0.06474107585343718,P3,360,237.207.251.104,11246,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P3,0,0,0,0,0,0,0,32.112292435546024,41.446379758502715,5,5
H073,FZ073,FREEZER,0.118,72.0,0.9100000000000001,0.08999999999999986,49.31077501285702,49.690160780855244,35,410,5,5,54000,590.8709768191095,2.306408211114479,0.5161020145910142,3.991661372900117,287.3996188488084,-10.00030668615485,-99999,0.49857600984074957,-4.9997678649583985,-19.998355627356478,-11.003638684652056,-8.424659780355215,20.001039463155443,0,0,0,0,1,36.25596424102656,1.9555449780363239,1.443463883258394,0.7381389328655891,0.18453473321639727,0.021650875705090653,87250.15617502124,1183776000.0,1006.0,True,AN,230.0,0.0,50.0,0.06499908869159578,P3,14,231.182.37.193,11942,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P1,0,0,0,0,0,0,0,13.79606460902343,58.644167476892775,5,5
H074,FZ074,FREEZER,0.118,72.0,0.9100000000000001,0.08999999999999986,47.82967638481013,37.080313523103634,37,588,5,5,64800,570.3446813351273,4.194501863925447,0.49019794339878,4.020394185550507,289.4683813596365,-10.000256642700066,-99999,0.5004857382963259,-4.99873147925221,-19.99895694365959,-10.821946180701703,-11.06593815918961,20.001245636233328,0,0,0,0,0,37.093032654252866,2.0667124950824194,1.443463883258394,0.6984347782737093,0.17460869456842731,0.021650875705090653,87250.15617502124,1183776000.0,1006.0,True,BN,230.0,120.0,50.0,0.06515697747707913,P4,420,226.238.20.56,11408,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P3,0,0,0,0,0,0,0,53.830398926141086,52.261499899747804,5,5
H075,FZ075,FREEZER,0.09,60.0,0.9400000000000002,0.05999999999999983,49.40152044633006,51.832754775514076,7,417,5,5,36000,472.52621712650927,4.583994198020478,0.5174904264966849,3.9948515127785384,239.6910907667123,-10.00023623398265,-99999,0.4985862419858772,-5.0008827699532485,-19.99935415105436,-8.617424471977262,-11.280554584906465,20.000821822360077,0,1,0,0,1,34.11405022457028,2.2223207282838966,1.2049793101479054,0.5422166543343206,0.13555416358358016,0.018073785962920433,66546.72928603314,902880000.0,1006.0,True,CN,230.0,-120.0,50.0,0.06512170877793617,P1,-856,228.2.54.54,11737,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P3,0,0,0,0,0,0,0,39.47882801215053,38.603091776367734,5,5
H076,FZ076,FREEZER,0.118,72.0,0.9400000000000002,0.05999999999999983,40.15509797391123,42.69320822393927,4,858,5,5,43200,545.7035567864187,4.669926677346467,0.5306662935995902,3.998705713897083,287.90681140058996,-9.999446453842415,-99999,0.5011260667184679,-5.00016613218339,-20.000291314971133,-8.802841772859576,-9.432428730164109,20.001507535729395,0,0,0,0,0,74.88976331236279,1.8176338556225544,1.443463883258394,0.7941444745834115,0.19853611864585288,0.021650875705090653,87250.15617502124,1183776000.0,1006.0,True,AN,230.0,0.0,50.0,0.06473429362433095,P5,-32,228.253.85.82,11104,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P2,0,0,0,0,0,0,0,33.07397825614028,30.197031926734528,5,5
H077,FZ077,FREEZER,0.09,60.0,0.8300000000000001,0.16999999999999993,35.958864109648715,50.42077425165776,9,886,5,5,39600,515.994375102664,4.8615458560467335,0.4844183778822635,3.9927639024683805,239.56583414810282,-10.000618673865677,-99999,0.4996500335731364,-4.9981244730285255,-19.999550519241,-11.460726474790047,-11.419721492207321,20.000472233518447,0,1,0,0,0,54.37187823695725,2.0745129355759833,1.2049793101479054,0.5808492632095089,0.14521231580237723,0.018073785962920433,66546.72928603314,902880000.0,1006.0,True,BN,230.0,120.0,50.0,0.06505459581039684,P5,278,230.208.41.187,11856,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P5,0,0,0,0,0,0,0,19.281414564104434,57.45308731974863,5,5
H078,FZ078,FREEZER,0.118,72.0,0.9200000000000002,0.07999999999999985,43.01523267840319,55.081616238272346,17,858,5,5,50400,354.33031102738016,2.75450348141094,0.48986197514861396,4.027563222844697,289.9845520448182,-9.999990178614869,-99999,0.5003098939853242,-5.000049592570777,-19.999757296198382,-11.51753541415383,-10.034318960947584,20.000540703208724,0,0,0,0,1,51.12291985935921,2.2533249260833936,1.443463883258394,0.6405928708059623,0.16014821770149057,0.021650875705090653,87250.15617502124,1183776000.0,1006.0,True,CN,230.0,-120.0,50.0,0.0651328197219141,P3,-629,233.111.11.126,12652,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P1,0,0,0,0,0,0,0,45.330267758413186,55.23167355980616,5,5
H079,FZ079,FREEZER,0.238,80.0,0.8800000000000001,0.11999999999999988,48.740379523328514,46.152506233443745,33,77,5,5,72000,512.3630189335912,2.9008564923059263,0.5019665232242734,3.9930661225267596,319.4452898021408,-10.001229297173595,-99999,0.5007563523260694,-5.000161239139324,-20.000921113950362,-11.894892294313406,-8.73325960379086,20.00007043328263,0,0,0,0,1,70.16525556719957,2.0399699016152115,2.304283385281897,1.1295673448208263,0.2823918362052066,0.0345625226530958,175979.1285563988,2387616000.0000005,1006.0,True,AN,230.0,0.0,50.0,0.06497126188234971,P3,298,226.167.193.39,12998,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P3,0,0,0,0,0,0,0,54.85774692843362,41.524506486407766,5,5
H080,FZ080,FREEZER,0.138,72.0,0.8600000000000001,0.1399999999999999,56.95369894504266,55.807855470619685,20,417,5,5,43200,410.64623282915187,2.3897541238542663,0.48446680112686136,3.9888655491615457,287.1983195396313,-9.99763218930695,-99999,0.49874627279306066,-4.999756959445359,-20.000741045040666,-11.190522680904598,-11.427532843454365,20.001790095856403,1,0,0,0,1,54.675895817411785,1.9014216212530668,1.602275927727259,0.8426726139104981,0.21066815347762452,0.02403293726904543,102038.31823858418,1384416000.0000002,1006.0,True,BN,230.0,120.0,50.0,0.0651133294852106,P5,-261,227.31.51.201,12543,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P4,0,0,0,0,0,0,0,54.817440314605534,50.78453631323558,5,5
H081,FZ081,FREEZER,0.318,80.0,0.8400000000000001,0.15999999999999992,48.60064300569847,50.82341665370318,9,126,5,5,61200,407.47278549654555,4.280191733764951,0.5221576076788674,4.009674893341933,320.7739914673547,-9.999105059682469,-99999,0.49906311628750843,-5.000456783212983,-20.000218317934145,-9.898547425341436,-9.17046689562709,20.000831712919346,0,0,0,0,0,53.43980385527464,2.1861954366365954,2.795348740357558,1.2786362525109507,0.3196590631277377,0.04192813469862844,235131.77681065048,3190176000.0,1006.0,True,CN,230.0,-120.0,50.0,0.06514846338618006,P4,709,226.17.176.238,11772,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P3,0,0,0,0,0,0,0,16.991907103513142,41.27411734845384,5,5
H082,FZ082,FREEZER,0.318,80.0,0.8600000000000001,0.1399999999999999,59.08270643623452,45.553319290348334,2,63,5,5,75600,378.63487775244573,4.9942861070616225,0.5235403063369737,3.998986878399664,319.91895027197313,-10.001070496599919,-99999,0.4991206838533343,-5.000193212683868,-19.99978371426779,-8.314213058803661,-11.782919129396827,19.9992316132063,0,0,0,0,1,65.73266667764372,1.9112831348704413,2.795348740357558,1.4625508326619772,0.3656377081654943,0.04192813469862844,235131.77681065048,3190176000.0,1006.0,True,AN,230.0,0.0,50.0,0.06509932734516306,P4,-796,233.84.84.184,11581,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P5,0,0,0,0,0,0,0,41.2704262372692,38.70802658898938,5,5
H083,FZ083,FREEZER,0.138,72.0,0.8200000000000001,0.17999999999999994,33.50988911151368,53.984604978684125,18,95,5,5,39600,492.0972570594391,3.358570048975309,0.4944592958834918,4.017776021328211,289.27987353563117,-10.00174965866512,-99999,0.49810897957204175,-5.000217527794319,-19.99988306741736,-8.807474865278923,-11.919351212351414,20.00137818568185,0,0,0,0,1,76.10337100105227,2.1759803132350095,1.602275927727259,0.7363467022112762,0.18408667555281905,0.02403293726904543,102038.31823858418,1384416000.0000002,1006.0,True,BN,230.0,120.0,50.0,0.06497823060620865,P4,732,230.68.143.30,12728,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P1,0,0,0,0,0,0,0,42.67325041888752,55.45410044781232,5,5
H084,FZ084,FREEZER,0.118,72.0,0.9200000000000002,0.07999999999999985,43.51985263879924,48.90252456246189,44,404,5,5,46800,488.86610042906267,3.8616843348812635,0.4978052060124219,4.001692869064211,288.1218865726232,-9.99932467685632,-99999,0.4987702744251157,-4.999424378897942,-19.99872618397589,-11.826296774642062,-11.556594738810537,20.00144329458838,0,0,0,0,1,29.27631244789744,2.3354503065581445,1.443463883258394,0.6180666226145013,0.15451665565362532,0.021650875705090653,87250.15617502124,1183776000.0,1006.0,True,CN,230.0,-120.0,50.0,0.06523467382935152,P3,526,231.245.121.164,10271,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P3,0,0,0,0,0,0,0,20.12966424174982,46.263412725925924,5,5
H085,FZ085,FREEZER,0.188,72.0,0.8600000000000001,0.1399999999999999,58.22633500689217,49.3715717439338,20,251,5,5,50400,432.1024740191044,4.2000707791685645,0.5316689534572011,4.00029698751083,288.02138310077976,-10.000545104470788,-99999,0.5015635190696166,-4.9988885716528895,-19.998896215536096,-8.023361903881387,-11.045084497503266,19.99937674334644,0,0,0,0,1,51.94738043988248,2.2238850844013864,1.9690488163214528,0.8854094261131622,0.22135235652829055,0.029534255532045188,139008.72339749147,1886016000.0,1006.0,True,AN,230.0,0.0,50.0,0.06505088747129437,P4,146,227.26.242.142,10640,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P3,0,0,0,0,0,0,0,16.675681207863,54.36277966635778,5,5
H086,FZ086,FREEZER,0.118,72.0,0.8900000000000001,0.10999999999999988,49.93983799184862,56.164933750545146,29,140,5,5,68400,535.4039924261797,3.509083386304044,0.4717535428908861,4.017207999773529,289.2389759836941,-9.999843822351377,-99999,0.5007725889769322,-4.998354669244152,-20.000653905018677,-9.11017491551078,-10.213608566864846,20.002169050152606,0,0,0,0,0,41.937519538202515,1.7592192294357136,1.443463883258394,0.8205139297626929,0.20512848244067322,0.021650875705090653,87250.15617502124,1183776000.0,1006.0,True,BN,230.0,120.0,50.0,0.06522753913124438,P4,763,238.49.150.204,12676,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P3,0,0,0,0,0,0,0,1.6931387670112352,41.45452211549481,5,5
H087,FZ087,FREEZER,0.188,72.0,0.81,0.18999999999999995,33.117921815340274,38.25002351499271,22,594,5,5,50400,454.68039609975455,2.828912974794371,0.5598021285243386,3.9959737869699925,287.71011266183945,-9.999634715151386,-99999,0.5014049345181993,-5.001705513978322,-20.001395379121757,-8.269838833241328,-8.829532146990456,20.000517389999516,0,0,0,0,0,61.89719390026842,1.9384323869470168,1.9690488163214528,1.0157944272808277,0.2539486068202069,0.029534255532045188,139008.72339749147,1886016000.0,1006.0,True,CN,230.0,-120.0,50.0,0.06512900482378196,P3,-340,238.79.33.77,12244,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P2,0,0,0,0,0,0,0,28.252396585916934,59.420678641362784,5,5
H088,FZ088,FREEZER,0.138,72.0,0.8900000000000001,0.10999999999999988,42.24102830647836,38.07199630425947,55,761,5,5,68400,583.9661348857059,4.709821939267314,0.4885910850132357,3.9953252954976866,287.66342127583346,-9.999533502058894,-99999,0.4995886774774921,-4.999001509709743,-19.99991007446144,-9.082110568089849,-8.81899545608351,20.000042835318823,0,1,0,0,1,26.094172357649107,2.1823164507630572,1.602275927727259,0.7342087932146667,0.18355219830366667,0.02403293726904543,102038.31823858418,1384416000.0000002,1006.0,True,AN,230.0,0.0,50.0,0.06491468347845022,P3,-399,224.83.180.123,11155,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P5,0,0,0,0,0,0,0,30.072843342518606,50.67971332202323,5,5
H089,FZ089,FREEZER,0.238,80.0,0.9100000000000001,0.08999999999999986,39.84523822509919,53.857808364729706,51,299,5,5,57600,398.5788043958509,3.7357750474208604,0.5320490840544675,4.001550357580117,320.1240286064093,-10.000074779374534,-99999,0.49918759663272017,-4.999939969713883,-19.999870495512823,-8.67175465728863,-11.440501272317423,19.99976790696671,0,0,0,0,1,60.760302082124724,2.3191471435710365,2.304283385281897,0.9935908515635398,0.24839771289088494,0.0345625226530958,175979.1285563988,2387616000.0000005,1006.0,True,BN,230.0,120.0,50.0,0.06518586079636969,P4,-127,234.177.160.51,11341,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P4,0,0,0,0,0,0,0,49.46679922520042,43.65739656905556,5,5
H090,FZ090,FREEZER,0.118,72.0,0.8,0.19999999999999996,58.473424866306736,47.58045790648702,44,775,5,5,64800,378.5883848797976,4.094264428219147,0.4886029999005141,3.9889212369617044,287.2023290612427,-9.998530689043118,-99999,0.5011554766787477,-4.999151226873135,-20.00142667365811,-9.873822597091252,-10.467078625208144,20.00096204877839,0,0,0,0,1,61.88650984782468,1.983240762537299,1.443463883258394,0.7278308869628463,0.18195772174071156,0.021650875705090653,87250.15617502124,1183776000.0,1006.0,True,CN,230.0,-120.0,50.0,0.06492832102612485,P3,49,235.168.88.67,12361,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P5,0,0,0,0,0,0,0,4.003072081861085,54.52148232880876,5,5
H091,FZ091,FREEZER,0.118,72.0,0.9100000000000001,0.08999999999999986,32.83033368015313,45.35533571946097,42,237,5,5,61200,583.836751672539,4.493995034235391,0.5258163569720172,3.9869072158920535,287.0573195442279,-10.000025424887353,-99999,0.5003685356607167,-5.000712938267747,-19.999264600076582,-9.104265185596066,-9.574791479834815,19.9999133808848,0,0,0,0,1,30.002914334048604,2.4155424390418263,1.443463883258394,0.5975733896983292,0.1493933474245823,0.021650875705090653,87250.15617502124,1183776000.0,1006.0,True,AN,230.0,0.0,50.0,0.06481016363132373,P4,163,232.167.134.184,12565,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P1,0,0,0,0,0,0,0,0.17811647617647086,44.423480446237235,5,5
H092,FZ092,FREEZER,0.188,72.0,0.8900000000000001,0.10999999999999988,31.6760445332855,43.71093937412395,44,632,5,5,79200,518.8701957458536,4.140765493674798,0.47554497975757304,4.0064022989287364,288.460965522869,-9.999237073523668,-99999,0.5001793715790314,-4.9998290596063075,-19.999512868492765,-11.291625019186958,-8.727325686513652,20.000241648925574,0,0,0,0,1,49.93755005226927,1.837425593389493,1.9690488163214528,1.0716345866768704,0.2679086466692176,0.029534255532045188,139008.72339749147,1886016000.0,1006.0,True,BN,230.0,120.0,50.0,0.06491719514956511,P4,523,224.147.30.242,11250,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P2,0,0,0,0,0,0,0,19.289498983321995,35.03293551811957,5,5
H093,FZ093,FREEZER,0.09,60.0,0.8300000000000001,0.16999999999999993,59.78519044757881,43.60377197186054,56,415,5,5,57600,567.4434043068582,3.8291194040878036,0.521564834282888,3.9892025843845973,239.35215506307583,-9.99856457276293,-99999,0.5004625609133063,-5.000556199182104,-20.0007223533936,-10.564878251803101,-9.872068441299618,19.999985787684853,0,0,0,0,1,21.62209292568656,2.154507781117328,1.2049793101479054,0.5592828769098263,0.13982071922745656,0.018073785962920433,66546.72928603314,902880000.0,1006.0,True,CN,230.0,-120.0,50.0,0.06527228674701206,P4,331,229.59.208.187,12078,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P1,0,0,0,0,0,0,0,59.588698143857606,40.728405026873446,5,5
H094,FZ094,FREEZER,0.238,80.0,0.9400000000000002,0.05999999999999983,31.787823696995417,36.90451819453382,44,192,5,5,21600,418.60710636804987,4.927233763515019,0.5153652263153167,4.007706347200243,320.6165077760195,-10.000079355587385,-99999,0.5004692505960505,-4.999179711590047,-19.999273818779148,-11.277562872740493,-11.281552744187753,19.998421754714105,0,0,0,0,0,38.966820827944964,2.1387555257479667,2.304283385281897,1.0773944742824413,0.2693486185706103,0.0345625226530958,175979.1285563988,2387616000.0000005,1006.0,True,AN,230.0,0.0,50.0,0.06491165805796646,P1,170,237.63.162.254,10113,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P1,0,0,0,0,0,0,0,26.471516260806947,35.2626524006282,5,5
H095,FZ095,FREEZER,0.188,72.0,0.8300000000000001,0.16999999999999993,47.71913376583238,50.00091849802165,11,712,5,5,39600,444.2122236114667,4.917192990610246,0.4920119008455423,3.9977134829202514,287.8353707702581,-10.000606370021211,-99999,0.49976569905653173,-4.999016152619238,-20.001190072326587,-10.710733662783486,-8.277178346341215,19.999696655370396,0,0,0,0,0,33.17108683431204,1.9252014348221393,1.9690488163214528,1.0227754772597935,0.25569386931494836,0.029534255532045188,139008.72339749147,1886016000.0,1006.0,True,BN,230.0,120.0,50.0,0.06507677549669331,P3,884,238.116.59.93,12266,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P4,0,0,0,0,0,0,0,37.66186421284771,56.62929568857723,5,5
H096,FZ096,FREEZER,0.09,60.0,0.81,0.18999999999999995,41.40071406536747,33.09499646225098,23,627,5,5,36000,549.351813797074,2.041299252464584,0.46574755977762644,4.020200273127576,241.21201638765453,-10.000717298858444,-99999,0.5017059812399867,-5.001043462256532,-20.000236547630394,-10.488912880218765,-11.831724021776074,20.000007201623966,0,0,0,0,0,77.1633056895586,2.0898494771564837,1.2049793101479054,0.5765866505311372,0.1441466626327843,0.018073785962920433,66546.72928603314,902880000.0,1006.0,True,CN,230.0,-120.0,50.0,0.06510594938294288,P1,-676,229.181.254.51,12352,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,freezer,P5,0,0,0,0,0,0,0,10.048423070125478,42.67768888218155,5,5
